,fire_name,fire_size,fire_cause,latitude,longitude,state,discovery_month,year,putout_time,Vegetation,Temp_pre_30,Temp_pre_15,Temp_pre_7,Temp_cont,Wind_pre_30,Wind_pre_15,Wind_pre_7,Wind_cont,Hum_pre_30,Hum_pre_15,Hum_pre_7,Hum_cont,Prec_pre_30,Prec_pre_15,Prec_pre_7,Prec_cont,remoteness
6071,EDDYVILLE,2.0,Debris Burning,37.50472222,-88.5875,IL,Feb,2004,0,0,-1.807865169,-0.2257383969999999,0.168141593,0.0,2.917696629,3.227848101,2.296017699,0.0,75.22105263,76.9862543,74.20495495,0.0,0.0,0.0,0.0,0.0,0.1918260764694646
6075,158 BLUE SKY,1.2,Accidental,42.8994,-108.7981,WY,Jul,2015,0,4,20.45472637,20.57119438,17.45694444,0.0,2.8895,2.8477647060000004,2.871296296,0.0,51.75469337,54.97877358,65.31162791,0.0,25.4,11.2,10.9,0.0,0.3809223816436633
6080,KING,0.8,Arson,33.3503,-110.4567,AZ,Jul,2005,0,16,31.18688982,32.37119114,32.58333333,0.0,3.894142259,3.834626039,4.092857143,0.0,14.68994413,13.84444444,11.90419162,0.0,3.3,1.5,0.6,0.0,0.402185062194456
6083,TMCOMPLEX2,660.0,Other,48.8417,-99.9921,ND,Apr,1999,0,15,5.39480198,7.884318766,10.63888889,0.0,6.019306931,5.892287917999999,5.170555556,0.0,70.88072122,63.28611898,62.22012579,0.0,21.9,0.0,0.0,0.0,0.2942855813108544
6090,FLAT ROCK,25.0,Other,33.08531389,-98.53645833,TX,Nov,2010,0,16,14.06523148,13.71092593,14.26388889,0.0,3.242268519,3.316759259,3.461706349,0.0,53.99907407,60.7537037,55.21031746,0.0,1.8,1.8,0.0,0.0,0.2870183582901289
6096,BFE 1,10.0,Arson,36.933,-96.7055,OK,Jan,2006,0,0,8.869565217,0.0,0.0,0.0,4.173913043,0.0,0.0,0.0,41.54347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2673407250049644
6098,BUCK,10.0,Arson,36.95444444,-92.1125,MO,Mar,2009,0,0,9.011724138,10.01235431,12.39408867,0.0,3.987356322,3.4529137530000003,4.1694581280000005,0.0,62.35977011,61.00699301,60.66502463,0.0,47.7,40.3,36.5,0.0,0.2244987293605933
6104,SOUTH MARVINE,326.0,Lightning,38.61722222,-111.6252778,UT,Jul,2003,28,0,25.53205128,25.8974359,25.21621622,31.04575163,2.472435897,2.4,1.562162162,1.545098039,20.50649351,20.35526316,19.19444444,19.03267974,0.0,0.0,0.0,2.0,0.4106548747874727
6111,BLUE MTN,436.8,Lightning,40.9666,-118.0843,NV,Aug,2000,3,15,23.69435096,21.75558252,21.94145078,22.06,3.190024038,3.308009709,3.770984456,2.452,26.48197115,23.89563107,24.0,37.38666667,0.0,0.0,0.0,0.0,0.4744157624535656
6114,AIRPORT,2.0,Other,33.93333333,-82.1,SC,Feb,2002,1,16,8.455182073,10.79665738,13.83928571,5.666666667,3.396746575,3.102090592,3.408783784,4.429166667,63.90429687,66.37333333,69.97692308,66.26086957,20.7,4.4,0.3,1.8,0.1355177508906757
6117,LOWER EDNA,20.0,Debris Burning,48.65361111,-114.9130556,MT,Apr,2013,0,15,2.8109263660000003,3.415130024,1.893867925,0.0,2.663126492,3.552494062,3.632701422,0.0,67.07133758,66.5235732,63.43877551,0.0,32.4,17.8,9.2,0.0,0.4402355654938716
6119,7024,2.0,Debris Burning,31.7957,-95.5217,TX,Feb,2015,0,12,10.41261052,10.45296846,13.54761905,0.0,2.587156817,2.868089054,2.972420635,0.0,66.98815984,67.32088799,63.17849462,0.0,0.0,0.0,0.0,0.0,0.259549651401501
6121,3 BALE,1.0,Arson,47.99,-99.061,ND,Aug,2013,0,15,18.76411794,20.62188516,22.84661355,0.0,4.080145153,4.11584507,4.474701195,0.0,63.72420943,61.6584507,58.24302789,0.0,13.5,0.0,0.0,0.0,0.2855699032072181
6123,BUCK LAKE,1.0,Other,29.105,-81.62,FL,Mar,1999,2,12,17.497860199999998,18.30434783,18.85628743,23.12765957,2.796718973,2.216811594,2.3982035930000003,4.606382979,62.62079063,62.88656716,64.37654321,66.0,23.6,0.0,0.0,0.0,0.1348492220732358
6125,PINE RIDGE,3.3,Lightning,43.785,-120.7139,OR,Jul,2009,2,9,21.25447043,23.37119114,23.52380952,25.76923077,2.963411279,2.649861496,2.589880952,2.638461538,35.71487603,33.15512465,35.51190476,37.09803922,0.6,0.0,0.0,0.0,0.5001940686460968
6126,BEAUTY HILL 2,2.0,Debris Burning,35.28635,-88.538383,TN,Oct,2011,0,15,18.57989305,17.96614699,15.70654762,0.0,2.220556745,1.906919643,1.85297619,0.0,72.49430524,72.68518519,64.04761905,0.0,58.7,48.5,0.0,0.0,0.1926538989599235
6130,FY2001-MILLER-022,1.02,Debris Burning,31.1903,-84.5752,GA,Jan,2001,0,12,6.7482394370000005,3.605263158,-1.304347826,0.0,4.363314711,4.751351351,5.045454545,0.0,65.42763158,60.72195122,61.18181818,0.0,0.0,0.0,0.0,0.0,0.1595881118310549
6136,FY2013-WAYNE-025,102.1,Debris Burning,31.40023889,-81.92547222,GA,Feb,2013,0,12,12.96351731,10.94986072,11.48111332,0.0,2.166043031,2.534168988,2.663817097,0.0,71.31707317,67.07067138,62.82222222,0.0,0.0,0.0,0.0,0.0,0.135751737676006
6137,MULTIPLE START,74.0,Utilities,32.4828,-103.1247,NM,May,2011,0,12,21.60833333,23.40555556,21.77647059,0.0,5.843175487000001,5.93575419,5.947058824,0.0,23.87114846,22.63276836,28.32941176,0.0,0.0,0.0,0.0,0.0,0.3312534093572401
6140,PINEGROVE 1,1.0,Arson,35.02527778,-111.4625,AZ,May,2013,3,15,7.793693694,8.91509434,11.57614213,9.28452381,4.183162685,3.249761905,2.979695431,5.275,38.34624146,28.31264916,27.2284264,19.64285714,6.0,0.0,0.0,0.0,0.4110522450658953
6141,CASTLE,95.0,Lightning,33.525,-111.1833333,AZ,Jul,2002,2,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4092581371847135
6143,LOST,2.0,Lightning,41.43611111,-121.7255556,CA,Jul,2008,0,15,23.37193948,24.72595628,23.29537572,0.0,3.001237964,3.075136612,2.70982659,0.0,36.67537827,32.7431694,37.08092486,0.0,0.0,0.0,0.0,0.0,0.5114152944045318
6151,RT. 94,95.0,Debris Burning,38.14158913,-81.65424904,WV,Mar,1995,0,0,6.666987952,9.037078652,15.41538462,0.0,2.976328502,2.771348315,2.117948718,0.0,60.81572482,56.06741573,31.12820513,0.0,255.0,255.0,0.0,0.0,0.129083016174659
6159,1201 WINAWAY #2,5.0,Arson,46.42753,-120.36587,WA,Jun,2012,1,9,17.28708134,17.93278302,17.13962264,22.00714286,2.905097087,2.906235012,2.53507109,2.103571429,49.15412621,48.87529976,55.76303318,43.96428571,39.5,11.0,11.0,0.0,0.4959142217328425
6160,COAL 2,10.6,Other,40.67916667,-104.5066667,CO,Mar,2012,0,15,17.48555556,19.60905093,21.58368056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3399325443338148
6166,COAL,15.0,Other,38.258889,-120.881661,CA,Aug,2005,0,0,27.25782557,27.47841727,27.5,0.0,3.963560335,3.54940048,3.637823834,0.0,42.01075269,40.13189448,38.26943005,0.0,7.3,4.3,1.5,0.0,0.5041998172715376
6180,J & M FIRE,3.0,Debris Burning,33.0325333,-96.1112833,TX,Feb,2012,0,16,9.689574568,9.031835206,12.29458918,0.0,3.352080411,3.2419475660000003,3.730661323,0.0,72.69363332,70.74202899,67.84569138,0.0,0.0,0.0,0.0,0.0,0.2641935125177066
6186,129895-02810-10252015-1607,1.0,Debris Burning,38.150487,-91.300421,MO,Oct,2015,0,0,18.2096875,18.36217593,18.68323413,0.0,1.126666667,1.356111111,1.5821428569999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2163628903907342
6187,DEE'S FIRE,1.0,Utilities,41.009997,-111.701684,UT,Jul,2011,2,15,19.58455446,23.20703625,21.90244898,24.7078125,4.354257426,4.993176972,4.889795918,5.4953125,51.70020121,47.41364606,56.99591837,36.921875,17.5,2.3,2.3,0.3,0.4103222600225888
6188,LAUREL LANE FIRE,1.0,Accidental,35.83333333,-77.48833333,NC,May,2010,0,15,18.07340324,20.62395543,24.03187251,0.0,2.744995234,3.228505107,3.316932271,0.0,58.61139896,60.46832579,63.78851175,0.0,0.0,0.0,0.0,0.0,0.0936699776616891
6189,CEDAR VALLEY,1.0,Arson,35.83891666,-81.47545,NC,Sep,2010,1,15,22.14206128,21.88333333,22.66071429,23.33333333,0.938300836,1.113981481,1.183333333,0.536111111,62.91791045,63.16976744,63.15724816,57.48936170000001,0.0,0.0,0.0,0.0,0.128772332584113
6199,EUCALYPTUS,5.0,Arson,33.89666667,-116.7783333,CA,Jun,1996,0,16,21.00894942,22.72713178,28.66666667,0.0,4.517578125,4.306976744,4.331372549,0.0,49.82926829,46.18095238,39.08163265,0.0,0.0,0.0,0.0,0.0,0.46500027931012
6203,CEMETERY,20.0,Other,29.716,-93.9,TX,Oct,1993,1,12,26.26376147,26.17753846,24.13945578,24.25909091,5.352599388,5.386153846,5.395238095,3.781818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2460150143089683
6205,FY2002-DOOLY-029,0.64,Debris Burning,32.0472,-83.9551,GA,Mar,2002,0,12,8.263995943,8.210412574,8.017213115,0.0,2.698681542,2.8133595280000003,2.784016393,0.0,64.53640257,64.17515275,67.11489362,0.0,281.4,136.2,119.4,0.0,0.1533893883325485
6208,FY2015-SCHLEY-006,6.35,Debris Burning,32.24567778,-84.36843611,GA,Apr,2015,0,12,16.81965693,16.56111111,19.3234127,0.0,2.279323134,2.278148148,2.304365079,0.0,65.67184466,62.94806763,63.7962963,0.0,0.0,0.0,0.0,0.0,0.1569526001964205
6211,LICK BRANCH,3.0,Accidental,37.73252106,-83.04263306,KY,Mar,2013,0,0,2.205547226,3.311842105,2.105014749,0.0,2.185757121,2.514802632,2.606489676,0.0,74.63875598,69.07342657,73.86875,0.0,117.3,68.4,30.0,0.0,0.1416594347576947
6215,FY2013-HARALSON-041,2.0,Debris Burning,33.87388889,-85.23694444,GA,Nov,2012,0,16,12.98500469,10.67638758,9.589178357,0.0,2.701593252,2.544308561,2.791783567,0.0,61.07347577,63.74458381,63.25950783,0.0,0.0,0.0,0.0,0.0,0.1636349648300297
6217,FY2016-MARION-003,2.77,Arson,32.46204167,-84.50299722,GA,Jul,2015,0,12,26.95988889,29.31666667,29.56057143,0.0,2.502555556,2.2833333330000003,2.225714286,0.0,71.31543624,63.84920635,63.36571429,0.0,81.3,11.5,2.1,0.0,0.1580056993248704
6227,PITCHING MACHINE FIRE,5.0,Other,35.27583333,-80.25366666,NC,Mar,2010,0,15,10.24304267,12.44248609,12.50898204,0.0,2.261131725,2.487569573,2.7944111780000003,0.0,65.81621321,67.5268595,70.45022624,0.0,0.0,0.0,0.0,0.0,0.118296211149711
6247,HAYFIELD  (47),1.0,Lightning,27.4556,-80.8229,FL,May,2015,0,12,23.27691484,22.43376866,22.87701613,0.0,2.25661489,2.28386194,1.882862903,0.0,73.01499659,71.57634902,71.26753247,0.0,0.0,0.0,0.0,0.0,0.1291977641485733
6249,OLD FILSON,1.0,Lightning,41.56777778,-122.03555559999998,CA,Aug,1999,1,15,21.51764706,21.14191419,19.01980198,22.5,2.0389791180000003,2.357971014,0.0,0.0,32.23622047,36.6,36.6,0.0,0.0,0.0,0.0,0.0,0.5145506180582817
6256,LINDEN - 53,1.0,Arson,33.56861111,-95.08527778,TX,Mar,2011,0,16,11.38649025,13.19478585,11.45542169,0.0,2.710909935,2.9241154560000004,2.666465863,0.0,67.50185701,66.22625698,62.30722892,0.0,24.1,20.3,2.8,0.0,0.2542172611375366
6261,BLUE MOUNTAIN,2.2,Lightning,37.20944444,-106.8136111,CO,Aug,2009,2,0,9.482533768,8.333021515,8.617063492,10.48611111,4.850768513999999,5.157717493,5.968055556,4.101388889,52.27888258,51.86494253,41.36743215,42.34027778,0.0,0.0,0.0,0.0,0.3640369501027622
6263,LAKE,5.0,Debris Burning,35.614794,-106.73519,NM,Mar,2012,3,15,6.322033898,8.275862069,11.5,11.6,3.111864407,3.424137931,3.028571429,2.66,45.12068966,40.96551724,33.21428571,35.6,9.4,0.8,0.0,0.0,0.3641880632642367
6266,COON HOLLOW,0.7,Other,39.4875,-79.01944444,MD,Feb,2011,0,0,-9.560578704,-7.751712962999999,-3.905704365,0.0,4.0025,4.116388889,4.553571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1051450509377904
6268,SICKLE,325.0,Utilities,34.7278,-95.7292,OK,Jul,2006,0,16,27.27285181,28.91113924,31.35978261,0.0,2.754919054,2.907341772,2.979347826,0.0,59.18102372,55.31139241,52.34782609,0.0,58.5,2.1,0.3,0.0,0.2594868126153313
6270,25 RD #2,1.0,Other,39.1639,-108.5673,CO,Jul,1998,0,0,22.09956076,23.07692308,25.0969697,0.0,2.528696925,2.236094675,2.184242424,0.0,36.95894428,41.52225519,28.27272727,0.0,7.9,7.1,0.5,0.0,0.3802000502645806
6279,FY2002-WHITFIELD-031,0.96,Debris Burning,34.8758,-85.199,GA,Feb,2002,0,16,7.943062201,7.502929687999999,6.259148936,0.0,2.608682008,2.85030426,2.247234043,0.0,70.78118393,68.07331976,70.08119658,0.0,312.8,61.0,42.8,0.0,0.1626464976508612
6295,EC20079,3.0,Arson,34.8258,-95.0555,OK,Jan,2006,0,16,8.815333333,0.0,0.0,0.0,3.689333333,0.0,0.0,0.0,57.47666667,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.2531195263816934
6296,WOODY'S,1.0,Other,48.22768,-114.16318,MT,Mar,1992,0,15,1.914583333,2.853888889,3.588095238,0.0,2.029722222,1.778611111,2.417857143,0.0,78.15686275,76.51533742,69.88095238,0.0,80.1,14.8,5.8,0.0,0.4327829300348431
6300,20144,80.0,Arson,35.07223334,-95.3831,OK,May,2010,0,15,17.20378151,16.96469466,17.62422998,0.0,3.747426471,3.455916031,3.946406571,0.0,62.16333524,66.05960265,60.87112172,0.0,0.0,0.0,0.0,0.0,0.2560295195450468
6302,FY2002-HALL-038,14.16,Arson,34.1384,-83.9099,GA,Feb,2002,0,16,7.092929292999999,6.617449664,7.80952381,0.0,3.3,3.365771812,3.417261905,0.0,55.02403846,48.62020906,41.9047619,0.0,102.5,2.8,0.0,0.0,0.1515409675989674
6309,MCBEE,2389.0,Lightning,46.2369,-119.4819,WA,Jul,2007,2,9,22.50957004,25.28805556,27.29404762,28.26938776,3.0051317610000003,2.648888889,2.629166667,2.367346939,43.09847434,41.89444444,38.0952381,48.12244898,0.5,0.5,0.0,0.0,0.4869285907566678
6311,FAIRPLAINS SHINN ROAD,2.0,Debris Burning,38.76427977,-81.70057365,WV,Apr,2014,0,0,12.54918415,14.61731844,14.69660679,0.0,2.09972028,2.308007449,2.158083832,0.0,50.195338,48.23649907,45.93612774,0.0,0.0,0.0,0.0,0.0,0.1291809710862821
6313,PORTER,3.0,Other,35.072069,-120.286569,CA,Aug,2002,1,15,16.08786008,16.07469636,16.1812766,15.89666667,2.805864198,2.880566802,2.966382979,3.213333333,78.88262911,79.69642857,81.81428571,79.73333333,0.9,0.6,0.0,0.0,0.4999104261086355
6330,A1306002,12.0,Debris Burning,42.1186,-96.3142,NE,Apr,2006,0,9,3.983349657,8.296039604,10.13617886,0.0,5.705386876,5.983267327,5.454268292999999,0.0,66.95788443,66.93267327,59.78658537,0.0,0.0,0.0,0.0,0.0,0.2612466107629072
6336,SHERWOOD LOOP FIRE,1.0,Debris Burning,47.8779,-117.9655,WA,May,2006,1,15,11.03009576,12.48209366,15.76785714,24.16666667,4.120793433999999,3.873278237,3.29047619,2.4625,51.34705075,47.32231405,44.125,41.58333333,9.1,0.0,0.0,0.0,0.4711689488093011
6338,STARR,1.0,Arson,35.7631,-94.6136,OK,Mar,2005,0,15,9.043062201,9.771573604,9.569832402,0.0,4.152694611,4.437309645,4.947486034,0.0,64.97232704,58.20634921,51.63483146,0.0,22.1,2.1,1.3,0.0,0.2484171864328173
6340,FLAT SPGS,1.0,Lightning,42.6499,-115.6176,ID,Jun,1992,0,4,20.17666667,21.61416667,21.66190476,0.0,3.602638889,4.143333333,3.444642857,0.0,30.30555556,28.39444444,22.66071429,0.0,0.3,0.3,0.0,0.0,0.4488335375754366
6342,SOUTHFORK,6.3,Debris Burning,40.5675,-115.6267,NV,Aug,2012,0,15,24.28197147,24.15025773,23.91088083,0.0,2.991699092,2.58943299,2.7979274610000004,0.0,28.75875486,25.30412371,29.2746114,0.0,15.3,1.3,1.3,0.0,0.4497443650965922
6345,CABIN CREEK,6.0,Lightning,45.18916667,-114.8552778,ID,Aug,1996,2,9,19.13680782,18.37142857,20.65060241,20.10416667,2.161400651,2.245714286,1.787349398,1.50625,38.62703583,38.73015873,38.98795181,47.64583333,0.0,0.0,0.0,0.0,0.4403769608231869
6346,FY2002-EARLY-002,0.92,Debris Burning,31.3275,-84.9163,GA,Aug,2001,0,12,25.5,25.521064300000003,25.42857143,0.0,3.304846939,2.998138298,2.8420731710000005,0.0,81.67609618,80.69005848,77.52666667,0.0,83.0,14.5,5.4,0.0,0.1625505340582886
6352,DEAD COW FIRE,5.5,Debris Burning,35.972783,-89.31955,TN,Sep,2010,0,15,24.29970472,22.94330855,23.60479042,0.0,2.332610837,1.912081784,1.825349301,0.0,60.99753695,60.70446097,57.53293413,0.0,18.6,8.4,0.5,0.0,0.199376019042732
6353,MARSHALL #2,5.0,Arson,41.0793,-123.687,CA,Aug,2007,0,15,14.40387046,13.09965035,13.55734597,0.0,2.066156326,2.037411348,2.282857143,0.0,87.17285156,87.062249,84.23809524,0.0,22.3,0.3,0.3,0.0,0.5317852782668986
6355,222,1.0,Other,33.15156926,-89.50715475,MS,Aug,2015,0,16,27.22449941,26.1964135,25.60478088,0.0,2.156501182,2.403397028,2.345816733,0.0,72.55437352,75.18471338,80.22310757,0.0,53.9,44.5,40.2,0.0,0.2028956064496228
6362,BAYS MT,20.0,Debris Burning,35.9083,-83.784083,TN,Apr,2011,0,15,10.87977816,11.95503356,8.111671924,0.0,3.645633562,3.700505051,2.772063492,0.0,69.48664944,71.02356902,82.42857143,0.0,324.2,89.2,68.8,0.0,0.1493114741722676
6365,"SUGARCAMP, HUFF CREEK",210.0,Utilities,37.73715671,-81.75926321,WV,Nov,2015,1,0,12.59056785,12.61353135,11.38380282,8.546153846000001,3.081703775,2.997674419,3.426501767,7.826923077000001,71.18780252,77.45348837,75.68551237,44.07692308,69.2,44.7,29.2,0.8,0.130226620980514
6367,LIVINGSTON - 192,3.0,Accidental,30.70035,-93.78556667,TX,Mar,2011,0,12,18.19324639,20.40538033,21.99761905,0.0,2.875733582,2.90445269,3.406150794,0.0,71.81673679,72.4619666,70.26587302,0.0,0.0,0.0,0.0,0.0,0.2441717614892506
6370,SLOSSER RD,3.0,Other,44.4375,-83.77083333,MI,Apr,2008,0,15,1.33626679,4.031481481,2.924603175,0.0,4.033209819,4.558611111,5.396825397000001,0.0,67.64226135,66.74259259,71.93849206,0.0,0.0,0.0,0.0,0.0,0.1454104879950706
6371,ROGER'S PASTURE,1498.0,Utilities,33.2168,-105.5172,NM,Jun,2008,9,16,17.43402545,19.30417091,21.398000000000003,21.4698609,5.498392497999999,6.046286877000001,5.4788,6.713137558,31.66323731,25.32337796,24.61349693,19.39876352,0.0,0.0,0.0,0.0,0.3538773837396347
6376,GLOW STICK(11),6.2,Lightning,26.3465,-81.5534,FL,May,2011,1,12,25.4297954,25.38073879,25.67621622,26.964,2.8031969310000004,2.5274406330000003,2.931891892,4.964,68.13863928,67.77393617,69.40109890000001,65.04,54.4,18.5,11.1,0.0,0.1366780110779148
6386,MILLIGAN,58.0,Other,34.731,-98.5822,OK,Dec,2002,0,16,6.62037037,8.335820896,5.147058824,0.0,4.815432099,4.675373134,5.305882353,0.0,64.02242152,55.57943925,73.0,0.0,37.9,30.8,0.3,0.0,0.2863623697634532
6387,RL 240,15.0,Accidental,47.8686,-94.9997,MN,Apr,2015,0,15,1.316890951,2.240837209,2.404183267,0.0,3.915174014,4.039906977,3.47310757,0.0,62.03551402,59.80395853,53.33067729,0.0,0.0,0.0,0.0,0.0,0.2473479089263304
6389,LAST CHANCE RIDGE,82.7,Lightning,33.465,-85.86888889,AL,Aug,2002,4,16,26.24243094,26.29553571,27.01421569,27.95360825,1.98,1.969866071,2.27254902,2.195876289,78.04640371,79.9059633,77.88059701,68.49484536,65.4,27.0,4.8,0.0,0.1696068351570139
6393,KARNS #2,2.0,Other,35.6281,-98.2131,OK,Nov,2005,0,15,13.31106557,10.5647541,8.783408072,0.0,5.271209016,4.880327868999999,3.664573991,0.0,52.46240989,48.92355372,52.12107623,0.0,16.8,0.0,0.0,0.0,0.2823152046296613
6398,PHILLPS,1.5,Debris Burning,44.86666533,-70.36666997,ME,May,1992,0,15,9.978901734,11.73362069,11.11917808,0.0,3.284682081,3.662068966,3.784931507,0.0,64.47398844,60.43965517,55.63013699,0.0,0.0,0.0,0.0,0.0,0.028393954480635
6417,HONEY LOCUST,8.6,Debris Burning,34.3733,-97.5886,OK,Aug,2008,0,16,29.046875,30.94565217,31.36842105,0.0,3.5719151310000004,3.379183673,3.353684211,0.0,59.78938453,50.77959184,52.72368421,0.0,0.0,0.0,0.0,0.0,0.2771983546978878
6419,20473,3.0,Arson,35.11123333,-94.93926665,OK,Nov,2009,0,15,16.05960265,15.96078431,17.05806452,0.0,1.464238411,1.367320261,1.243870968,0.0,74.60596026,70.33660131,63.56774194,0.0,0.0,0.0,0.0,0.0,0.2518549014523257
6427,SPRING,40.0,Other,32.0661,-104.4908,NM,Jan,2006,0,12,0.202739726,0.0,0.0,0.0,6.189041096,0.0,0.0,0.0,85.61428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3447394419523693
6429,FY2000-PULASKI-052,2.15,Debris Burning,32.287,-83.4492,GA,Feb,2000,0,12,6.589216684,2.185276074,2.789655172,0.0,3.33255102,3.624229979,3.257142857,0.0,67.87022901,65.43310658,69.25242718,0.0,162.2,88.7,9.2,0.0,0.148687375855097
6433,GRAYPOINT,34.0,Lightning,36.9516,-113.8075,AZ,Aug,1999,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4332740852361858
6442,HWY 4,1.5,Other,46.1938,-123.1027,WA,Jul,2014,20,9,18.82760502,19.42307692,18.31818182,19.89848812,1.613544511,1.855039788,1.784848485,1.933189033,66.88967777,68.07824934,69.02525253,63.41486291,16.5,0.0,0.0,15.0,0.5240957026799331
6445,J-O,1.0,Debris Burning,34.90002,-106.68218,NM,Mar,2011,3,16,2.542216687,7.908533332999999,6.9741379310000005,10.16891892,4.030759651,3.270666667,3.478735632,4.306756757,39.33872976,28.832,25.29885057,30.60810811,2.8,0.0,0.0,0.0,0.3641104521880833
6448,HERRON RIV,6238.2,Lightning,63.5347,-152.1973,AK,Jun,2001,50,0,14.50627615,16.61559889,19.00595238,14.17524339,2.493922652,2.517880795,2.046969697,2.298920863,47.77071823,43.0,41.87878788,62.17985612,0.8,0.0,0.0,0.0,0.8404465544786734
6457,COOKS,18.0,Other,36.75055556,-119.1005556,CA,Sep,1999,3,0,23.06469761,23.80115274,21.21387283,24.42465753,2.1270042190000003,2.0625360230000003,2.259537572,2.11369863,56.20534459,52.67723343,51.0982659,53.69863014,2.0,2.0,2.0,0.0,0.4868118443182381
6459,COAL CR,15.0,Debris Burning,47.3999,-118.5344,WA,Mar,1994,0,15,8.743055556,9.474603175,10.8475,0.0,2.561033797,3.3741035860000004,2.477310924,0.0,48.17964072,42.82730924,34.84745763,0.0,0.0,0.0,0.0,0.0,0.47703432016581
6460,FISHER VALLEY ROAD FIRE,10.0,Arson,36.58915,-82.973867,TN,Apr,2015,0,0,9.124108417,10.71652004,10.70693512,0.0,1.365477889,1.77771261,1.927740492,0.0,60.09385327,58.26169265,52.48041775,0.0,0.0,0.0,0.0,0.0,0.1416725902555522
6461,BORDER,3.0,Lightning,33.6525,-109.0,NM,Aug,2004,1,16,25.70363289,25.41772152,25.63841808,22.55555556,3.814913958,3.772658228,3.12259887,2.433333333,41.72275335,42.2835443,41.50847458,68.03703704,5.1,5.1,0.8,0.0,0.387619103258898
6467,COTTONWOOD,30.0,Lightning,41.54666667,-117.585,NV,Aug,1996,1,15,23.62567935,22.64250681,22.70473373,25.108,3.419836957,3.435149864,3.028402367,3.92,28.19836957,27.24250681,23.68639053,44.16,0.0,0.0,0.0,0.0,0.4691167388961299
6476,INDEPENDENCE,1.0,Accidental,47.975,-102.5767,ND,Jul,2011,0,15,16.11983083,17.77819199,19.34920635,0.0,4.577114662,4.008667288,4.641865079,0.0,69.73511408,71.37178052,68.2510917,0.0,0.0,0.0,0.0,0.0,0.3191421221926618
6478,229,1.0,Accidental,47.9792,-99.0325,ND,Jul,2008,0,15,16.21050186,18.94795539,18.70974155,0.0,5.188749419,4.7068837210000005,5.480876493999999,0.0,63.11994421,58.46139535,59.29880478,0.0,60.0,13.5,10.2,0.0,0.2853013801247628
6485,9.2014E+11,15.0,Accidental,34.98290233,-89.32709563,MS,Jan,2014,0,16,1.715909091,0.0,0.0,0.0,1.318939394,0.0,0.0,0.0,79.86290323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2000460100662662
6489,BOX,2.0,Other,32.49544,-104.80636,NM,Mar,1999,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3474861891292584
6493,NORTH END,25.0,Accidental,34.65,-80.25,SC,Mar,2003,1,16,11.65692308,14.09146968,15.31336406,15.38888889,3.2972792610000003,3.234053498,3.150577367,1.759722222,73.35130971,72.23686921,72.61805556,61.38888889,63.6,29.0,15.0,0.0,0.1186550100347394
6498,MORRISON,1.25,Lightning,33.96055556,-109.0877778,AZ,Jul,2007,1,16,25.73103914,26.76383562,27.03895349,27.21923077,3.825824176,3.818181818,3.663522013,4.7,18.05357143,15.67329545,16.5408805,26.80769231,4.1,0.0,0.0,0.0,0.3882774452576951
6507,GROB LAKE,24.5,Other,48.92444444,-115.1236111,MT,Jul,2006,0,15,20.79463171,22.31470588,23.9456044,0.0,2.074157303,1.9,1.879120879,0.0,56.08542714,48.20588235,47.91758242,0.0,31.7,0.0,0.0,0.0,0.4423115004416107
6516,SANDOVAL,3.0,Lightning,36.42972222,-106.24944440000002,NM,May,2003,1,0,12.3368932,14.77428852,14.8877551,16.15277778,4.189563107,3.62875368,3.437142857,2.9736111110000003,29.9092233,34.04121688,40.69387755,50.25,30.3,9.2,9.2,0.0,0.3589745794604342
6517,9.2014E+11,18.0,Debris Burning,34.73511155,-89.15055154,MS,Mar,2014,0,16,7.208003722999999,9.742592593,9.353174603,0.0,1.951356408,2.190648148,2.054365079,0.0,66.04252126,64.53248031,60.29835391,0.0,0.0,0.0,0.0,0.0,0.1985873191921361
6518,BARREL,2.0,Debris Burning,44.3625,-85.78333333,MI,Mar,1999,0,15,-1.5602836880000002,1.7202216069999998,2.327380952,0.0,3.658297872,3.895844875,2.894047619,0.0,62.84156977,61.93628809,57.4702381,0.0,0.0,0.0,0.0,0.0,0.1635237561268379
6519,FY2002-TAYLOR-035,1.46,Accidental,32.5615,-84.1573,GA,Mar,2002,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154832828170552
