,fire_index,fire_size,fire_cause,latitude,longitude,discovery_month,putout_time,Temp_cont,Wind_cont,Hum_cont,Prec_cont,year
4206,17305,2.0,Utilities,34.18628,-112.13308,Jul,0,0.0,0.0,0.0,0.0,2000
4207,17308,332.0,Arson,37.3919,-91.4955,Feb,0,0.0,0.0,0.0,0.0,2007
4208,17315,0.8,Arson,44.96666749,-67.06666632,May,0,0.0,0.0,0.0,0.0,1993
4209,17318,1.79,Debris Burning,45.47165,-90.97648,Mar,0,0.0,0.0,0.0,0.0,2015
4210,17322,212.0,Lightning,39.60583333,-122.6658333,Sep,6,0.0,0.0,0.0,0.0,2003
4211,17323,5.01,Accidental,33.26025833,-82.0972,Aug,1,28.125,1.6833333330000002,53.45833333,0.0,2014
4212,17327,8.0,Arson,36.3147,-94.8783,Mar,0,0.0,0.0,0.0,0.0,2005
4213,17329,11.0,Lightning,34.25861111,-110.3497222,Jul,16,19.42131076,2.0880208330000003,0.0,0.0,2014
4214,17330,1.0,Arson,47.798,-102.6822,Sep,0,0.0,0.0,0.0,0.0,2006
4215,17332,1.0,Arson,33.671217,-86.647763,Oct,0,0.0,0.0,0.0,0.0,2007
4216,17334,5.0,Debris Burning,38.82777778,-82.59416667,Mar,0,0.0,0.0,0.0,0.0,2005
4217,17335,10.0,Arson,32.97616208,-89.63341685,Jul,0,0.0,0.0,0.0,0.0,1996
4218,17338,1.0,Utilities,37.6193519,-90.255362,Nov,0,0.0,0.0,0.0,0.0,2014
4219,17341,15.0,Arson,33.34924577,-89.88040731,Mar,0,0.0,0.0,0.0,0.0,1996
4220,17344,53.0,Arson,31.945838,-85.62603100000001,Nov,0,0.0,0.0,0.0,0.0,2005
4221,17346,5283.0,Utilities,37.3622,-113.2636,Jul,6,26.26936416,3.052601156,36.55491329,0.3,2006
4222,17350,30.0,Debris Burning,38.02955052,-80.33723448,Apr,0,0.0,0.0,0.0,0.0,2002
4223,17351,52505.0,Lightning,47.53,-113.04666670000002,Jul,141,22.13218391,1.023563218,51.06321839,0.0,2007
4224,17355,15.0,Debris Burning,47.9889,-98.8921,Apr,0,0.0,0.0,0.0,0.0,1996
4225,17358,5.6,Arson,29.4529,-81.2118,Mar,0,0.0,0.0,0.0,0.0,2014
4226,17364,0.58,Debris Burning,30.9504,-84.6535,Jun,0,0.0,0.0,0.0,0.0,1998
4227,17369,34.0,Lightning,36.7667,-111.8174,Aug,2,0.0,0.0,0.0,0.0,1996
4228,17370,20.91,Debris Burning,31.8931,-84.7406,May,0,0.0,0.0,0.0,0.0,1997
4229,17379,780.0,Lightning,39.8402,-111.9155,Jul,1,25.29166667,3.075,34.08333333,0.0,1994
4230,17383,5.0,Utilities,47.4666,-117.6344,Jul,0,0.0,0.0,0.0,0.0,2000
4231,17385,1.0,Debris Burning,31.74203333,-95.58993333,Jul,0,0.0,0.0,0.0,0.0,2013
4232,17392,1.3,Lightning,43.5283,-119.6164,Jul,1,19.53715278,1.845833333,0.0,0.0,2014
4233,17394,3.0,Debris Burning,37.81273298,-80.92990239,Feb,0,0.0,0.0,0.0,0.0,1995
4234,17396,16.0,Arson,31.11666667,-89.175,Dec,0,0.0,0.0,0.0,0.0,1993
4235,17397,52.6,Arson,34.032832,-87.45280600000001,Mar,0,0.0,0.0,0.0,0.0,2004
4236,17401,1.5,Lightning,39.76117,-113.88153,Jun,2,15.275,4.679166667,89.69444444,0.0,2013
4237,17402,5.0,Lightning,33.574081,-82.037003,Jul,0,0.0,0.0,0.0,0.0,2012
4238,17404,10.0,Debris Burning,39.041267,-82.346052,Mar,0,0.0,0.0,0.0,0.0,2015
4239,17412,4.0,Debris Burning,33.777729,-80.34721400000001,Mar,0,0.0,0.0,0.0,0.0,2011
4240,17415,3.0,Arson,41.60333333,-76.03444444,May,0,0.0,0.0,0.0,0.0,2002
4241,17420,0.74,Arson,32.4583,-83.1274,Oct,0,0.0,0.0,0.0,0.0,1993
4242,17421,5.0,Lightning,45.75472222,-116.74666670000002,Aug,11,0.0,0.0,0.0,0.0,2000
4243,17423,21.75,Utilities,32.3212,-83.1464,Sep,0,0.0,0.0,0.0,0.0,1997
4244,17425,2.0,Lightning,47.72833333,-116.4927778,Aug,6,20.09198113,2.889858491,34.96097561,0.0,2015
4245,17430,6.0,Debris Burning,41.84653091,-103.4615021,Mar,0,0.0,0.0,0.0,0.0,2013
4246,17433,106.0,Lightning,39.4177,-115.5181,Jul,2,25.93617021,3.829268293,29.3902439,0.0,2001
4247,17435,1.0,Accidental,38.2515,-82.76465999999999,Mar,0,0.0,0.0,0.0,0.0,2007
4248,17437,0.7,Debris Burning,31.4979,-81.4349,Apr,0,0.0,0.0,0.0,0.0,1997
4249,17438,25.0,Utilities,33.187252,-81.113235,May,0,0.0,0.0,0.0,0.0,2013
4250,17464,1.0,Arson,35.08744,-98.51938,Aug,0,0.0,0.0,0.0,0.0,2012
4251,17468,2.0,Debris Burning,32.21722432,-89.86971348,Jan,0,0.0,0.0,0.0,0.0,1992
4252,17469,25.0,Accidental,48.1979,-119.6903,Sep,1,20.0,5.360869565,31.47826087,0.0,2001
4253,17470,20.0,Lightning,43.49583333,-105.22083329999998,Jul,0,0.0,0.0,0.0,0.0,2000
4254,17473,55.0,Debris Burning,37.46245,-83.00587,Apr,1,13.88846154,3.973076923,62.23076923,22.4,2008
4255,17475,4.0,Arson,34.13941881,-88.26905326,Apr,0,0.0,0.0,0.0,0.0,1996
4256,17481,6707.0,Utilities,44.9217,-120.9439,Jul,15,19.53864865,2.699184783,49.44836957,4.3,2015
4257,17482,1.5,Debris Burning,31.653,-84.3169,Mar,0,0.0,0.0,0.0,0.0,2000
4258,17485,1.0,Debris Burning,31.17689709,-89.43351298,Mar,0,0.0,0.0,0.0,0.0,1999
4259,17488,2.0,Debris Burning,34.67448614,-88.76469659,Jan,0,0.0,0.0,0.0,0.0,1993
4260,17490,1.0,Accidental,35.32395,-87.578133,Nov,0,0.0,0.0,0.0,0.0,2012
4261,17493,6.3,Debris Burning,31.7721,-81.2914,Aug,0,0.0,0.0,0.0,0.0,1993
4262,17498,2.0,Arson,34.83748943,-88.19141935,Jul,0,0.0,0.0,0.0,0.0,1993
4263,17507,16.07,Debris Burning,33.0412,-83.5255,Mar,0,0.0,0.0,0.0,0.0,1994
4264,17510,23.0,Arson,35.738467,-85.0232,Feb,0,0.0,0.0,0.0,0.0,2007
4265,17513,1.0,Lightning,34.7533,-98.45,Aug,0,0.0,0.0,0.0,0.0,2005
4266,17516,2.0,Debris Burning,31.93114739,-89.38742173,Sep,0,0.0,0.0,0.0,0.0,1993
4267,17518,1.33,Arson,41.51486048,-74.06696516,Oct,0,0.0,0.0,0.0,0.0,2000
4268,17527,198.0,Lightning,37.7558,-119.6056,May,122,14.04709852,3.249932524,32.20731707,6.3,2013
4269,17537,70.0,Debris Burning,36.9268,-83.5908,Dec,1,14.84722222,0.0,0.0,0.0,2015
4270,17538,2.0,Debris Burning,32.11696219,-88.72629368,Oct,0,0.0,0.0,0.0,0.0,1998
4271,17540,3.5,Lightning,46.38833333,-111.9616667,Aug,2,21.96458333,2.589583333,31.9375,0.0,1998
4272,17541,25.0,Arson,33.96383336,-94.87983335,Dec,0,0.0,0.0,0.0,0.0,2010
4273,17550,2.5,Debris Burning,44.1108239,-88.88835032,Mar,0,0.0,0.0,0.0,0.0,1994
4274,17557,1.0,Accidental,43.14,-102.3632,Apr,0,0.0,0.0,0.0,0.0,1999
4275,17559,1.0,Debris Burning,30.23496667,-95.29515,Feb,0,0.0,0.0,0.0,0.0,2011
4276,17561,9.1,Accidental,34.91277778,-93.05527778,Apr,0,0.0,0.0,0.0,0.0,2007
4277,17563,1.0,Arson,33.3353,-110.4684,May,0,0.0,0.0,0.0,0.0,1998
4278,17564,2.8,Lightning,47.54416667,-103.2547222,Sep,0,0.0,0.0,0.0,0.0,2003
4279,17565,110.0,Utilities,35.30111111,-120.5077778,Oct,0,0.0,0.0,0.0,0.0,1996
4280,17575,1.11,Debris Burning,32.544000000000004,-83.0267,Aug,0,0.0,0.0,0.0,0.0,1997
4281,17587,5.0,Debris Burning,37.8977,-92.5589,Dec,0,0.0,0.0,0.0,0.0,2013
4282,17589,1.0,Lightning,43.135,-122.3469444,Sep,0,0.0,0.0,0.0,0.0,2003
4283,17592,1.0,Debris Burning,35.286666700000005,-84.81833329999999,Jun,0,0.0,0.0,0.0,0.0,2005
4284,17594,5.0,Arson,36.975,-119.3233333,Sep,1,28.62083333,2.708333333,39.83333333,0.0,1993
4285,17601,4.9,Lightning,31.4808,-81.796,Jun,0,0.0,0.0,0.0,0.0,2002
4286,17603,12.0,Arson,35.84301667,-78.88576667,Jul,0,0.0,0.0,0.0,0.0,2012
4287,17609,4.0,Debris Burning,33.87761,-88.95284000000001,Aug,0,0.0,0.0,0.0,0.0,2000
4288,17610,28.33,Arson,33.934125,-85.33399167,Mar,0,0.0,0.0,0.0,0.0,2013
4289,17615,12.0,Arson,35.75268,-95.0069,May,0,0.0,0.0,0.0,0.0,2015
4290,17619,5.0,Arson,34.606103000000004,-86.05178000000001,Nov,0,0.0,0.0,0.0,0.0,2007
4291,17621,3.0,Utilities,34.54666667,-111.825,Jun,0,0.0,0.0,0.0,0.0,1994
4292,17624,1.0,Debris Burning,32.96361111,-94.94472222,Aug,0,0.0,0.0,0.0,0.0,2010
4293,17625,1.0,Accidental,48.1061,-105.1841,May,1,18.07142857,4.764285714,39.78571429,0.0,2000
4294,17626,0.8,Utilities,37.557289,-119.953469,Jul,0,0.0,0.0,0.0,0.0,2005
4295,17629,3.0,Arson,37.665,-92.35333333,Mar,0,0.0,0.0,0.0,0.0,1994
4296,17634,1.75,Utilities,42.09639299,-75.91242940000001,Mar,0,0.0,0.0,0.0,0.0,2005
4297,17636,4.0,Debris Burning,36.18203,-91.92164,Jan,0,0.0,0.0,0.0,0.0,2015
4298,17639,36.0,Arson,35.84888889,-92.87888889,Apr,0,0.0,0.0,0.0,0.0,2004
4299,17642,2.0,Arson,38.974489,-122.810639,May,0,0.0,0.0,0.0,0.0,2001
4300,17643,5.0,Lightning,30.45638889,-88.79333333,Jun,2,27.22653061,2.516326531,67.69387755,0.0,2011
4301,17648,4.0,Arson,33.99767,-93.04839,Apr,0,0.0,0.0,0.0,0.0,2014
4302,17655,1.0,Arson,33.849998,-80.150002,Feb,0,0.0,0.0,0.0,0.0,2011
4303,17657,22.0,Arson,31.11867912,-89.50332307,Mar,0,0.0,0.0,0.0,0.0,1995
4304,17660,30.0,Utilities,35.8103,-98.3664,May,0,0.0,0.0,0.0,0.0,2012
4305,17665,4.0,Arson,31.3094,-81.737,Nov,0,0.0,0.0,0.0,0.0,2001
4306,17678,1.0,Lightning,45.3428,-107.1301,Jun,0,0.0,0.0,0.0,0.0,2001
4307,17681,8.0,Lightning,30.8164,-87.0853,May,0,0.0,0.0,0.0,0.0,2011
4308,17692,312.0,Lightning,35.3917,-114.3544,Jul,2,31.97959184,3.2163265310000004,36.69387755,0.0,2005
4309,17697,57.5,Debris Burning,36.74566,-108.42971,May,1,21.4125,4.954166667,15.83333333,0.0,2013
4310,17701,2.37,Debris Burning,32.9213,-83.791,Apr,0,0.0,0.0,0.0,0.0,2000
4311,17707,7.0,Utilities,41.1718,-116.9243,Sep,0,0.0,0.0,0.0,0.0,1998
4312,17709,88.37,Utilities,46.63866267,-92.04863834,May,0,0.0,0.0,0.0,0.0,1993
4313,17716,28.0,Debris Burning,48.2725,-118.2767,Apr,0,0.0,0.0,0.0,0.0,2012
4314,17719,3.0,Utilities,47.7872,-114.6668,Jul,0,0.0,0.0,0.0,0.0,2002
4315,17724,40.0,Debris Burning,37.75295,-82.96113000000001,Mar,0,0.0,0.0,0.0,0.0,2009
4316,17728,17.0,Utilities,38.09773,-83.6835,Feb,1,12.70416667,3.2875,30.54166667,0.0,2002
4317,17729,4.5,Debris Burning,30.73640501,-83.6100967,May,0,0.0,0.0,0.0,0.0,2011
4318,17731,0.7,Arson,38.83295,-77.53468000000001,Mar,0,0.0,0.0,0.0,0.0,1992
4319,17733,1.0,Debris Burning,37.44764526,-80.80964773,Jan,0,0.0,0.0,0.0,0.0,2001
4320,17734,4.2,Lightning,36.46166667,-106.19,Jul,0,0.0,0.0,0.0,0.0,1995
4321,17735,3.0,Debris Burning,37.70602409,-80.78671919,Apr,0,0.0,0.0,0.0,0.0,1995
4322,17737,35.0,Lightning,34.06833333,-111.53333329999998,Jul,1,25.96,1.32,57.4,1.0,1994
4323,17738,2.0,Debris Burning,31.70898472,-81.36661731,Mar,0,0.0,0.0,0.0,0.0,2012
4324,17747,30.0,Arson,34.334653,-87.925765,Nov,0,0.0,0.0,0.0,0.0,2005
4325,17748,60.0,Arson,33.557527,-87.69256,Mar,0,0.0,0.0,0.0,0.0,2008
4326,17751,6.0,Accidental,34.39849698,-89.87039627,Apr,0,0.0,0.0,0.0,0.0,1995
4327,17755,1.0,Arson,33.573574,-85.403289,Mar,1,1.779166667,6.233333332999999,67.08333333,0.0,2005
4328,17756,1.0,Lightning,25.9716,-80.4274,Aug,0,0.0,0.0,0.0,0.0,2015
4329,17762,320.0,Lightning,48.745,-115.74,Aug,9,16.48617512,2.5188940090000003,53.25,39.0,1994
4330,17775,1.0,Lightning,37.23361111,-83.48388889,Aug,4,22.741,1.804,64.08,0.0,1999
4331,17780,3.6,Arson,33.37833333,-85.98055556,Jun,9,19.33023256,2.020930233,71.45581395,0.0,2006
4332,17781,4.0,Debris Burning,30.0803,-82.8736,Dec,0,0.0,0.0,0.0,0.0,2010
4333,17786,1.36,Accidental,41.11698551,-74.1517506,Apr,0,0.0,0.0,0.0,0.0,2009
4334,17792,2.0,Accidental,34.603103999999995,-82.875366,Apr,0,0.0,0.0,0.0,0.0,2012
4335,17793,20.0,Arson,34.030849,-80.167999,Apr,0,0.0,0.0,0.0,0.0,2012
4336,17797,27.0,Lightning,41.73055556,-102.4291667,Jul,1,26.01470588,5.804411765,43.82352941,0.0,2005
4337,17811,2.0,Utilities,34.6,-117.0175,May,0,0.0,0.0,0.0,0.0,1992
4338,17813,2.0,Lightning,47.45083333,-113.28555559999998,Jul,145,21.9939759,2.492168675,43.88554217,0.0,2000
4339,17818,1.5,Arson,33.434452,-79.68644,Jun,0,0.0,0.0,0.0,0.0,2014
4340,17822,15.0,Debris Burning,34.69288377,-88.46437827,Feb,0,0.0,0.0,0.0,0.0,1995
4341,17825,1.0,Debris Burning,31.58457982,-89.87128818,Oct,0,0.0,0.0,0.0,0.0,1994
4342,17826,5.0,Utilities,42.86222222,-121.7377778,Sep,2,15.522,0.738,48.32,0.0,2010
4343,17830,211.9,Arson,31.44922956,-81.40342697,Feb,0,0.0,0.0,0.0,0.0,2012
4344,17831,4.5,Lightning,37.4292,-109.3093,Jul,1,24.35517241,3.696551724,39.62068966,0.0,2006
4345,17833,3.0,Utilities,32.40694444,-94.69,Jan,0,0.0,0.0,0.0,0.0,2009
4346,17839,11.5,Lightning,36.4083,-113.7375,Jul,5,0.0,0.0,0.0,0.0,1998
4347,17843,1.5,Lightning,42.83723,-122.02947,Jul,13,16.48459384,2.553501401,46.74647887,1.0,2002
4348,17854,22.9,Debris Burning,46.52751,-67.84857,May,0,0.0,0.0,0.0,0.0,2015
4349,17859,1.0,Debris Burning,30.5111,-87.0886,Feb,0,0.0,0.0,0.0,0.0,2015
4350,17871,6.5,Arson,33.57472222,-85.71638889,Nov,1,-0.036805556,1.233333333,0.0,0.0,2008
4351,17874,4.0,Lightning,34.3527778,-94.6291667,Aug,0,0.0,0.0,0.0,0.0,2010
4352,17879,23.0,Debris Burning,31.03578438,-95.10069463,Apr,0,0.0,0.0,0.0,0.0,2010
4353,17880,5.0,Accidental,31.24539152,-89.77850286,Jan,0,0.0,0.0,0.0,0.0,2015
4354,17881,35.0,Arson,48.0542,-99.1712,Sep,0,0.0,0.0,0.0,0.0,1999
4355,17884,50.0,Lightning,43.58666667,-122.2583333,Aug,4,23.67647059,2.379411765,50.97058824,0.0,1996
4356,17887,9.6,Utilities,44.01056,-123.02861,Jul,0,0.0,0.0,0.0,0.0,2015
4357,17888,30.0,Lightning,68.8194,-162.8267,Jul,28,14.25619835,2.484297521,76.58878505,0.0,2007
4358,17899,10.0,Arson,48.8167,-99.8553,Apr,0,0.0,0.0,0.0,0.0,2007
4359,17904,100.0,Utilities,35.998717,-83.95113,Apr,1,19.684375,3.7875,43.78125,0.0,2007
4360,17912,4.0,Utilities,38.796174,-121.164087,Jun,0,0.0,0.0,0.0,0.0,2009
4361,17917,1.3,Lightning,37.00663,-107.13218,Aug,2,24.48680556,1.4625,0.0,0.0,2015
4362,17919,15.0,Accidental,34.45222222,-118.3680556,Jun,0,0.0,0.0,0.0,0.0,1999
4363,17920,1.0,Arson,33.116269,-86.71903,Feb,0,0.0,0.0,0.0,0.0,2007
4364,17925,1.0,Arson,25.5732,-80.4058,May,0,0.0,0.0,0.0,0.0,2011
4365,17934,3.5,Arson,37.0542,-108.8679,Jul,0,0.0,0.0,0.0,0.0,1997
4366,17936,7.8,Utilities,45.2416,-101.2207,Nov,0,0.0,0.0,0.0,0.0,2009
4367,17938,15.0,Arson,34.51863,-98.36177,Jan,0,0.0,0.0,0.0,0.0,2011
4368,17941,1.26,Arson,34.4302,-85.4011,Apr,0,0.0,0.0,0.0,0.0,2001
4369,17944,2.5,Debris Burning,34.97815,-78.7648,Sep,0,0.0,0.0,0.0,0.0,2012
4370,17946,45.0,Arson,33.92333333,-89.75333333,Jan,0,0.0,0.0,0.0,0.0,2000
4371,17947,1.4,Debris Burning,42.55111,-121.87833,Apr,0,0.0,0.0,0.0,0.0,2015
4372,17953,120.0,Arson,36.5059,-96.4334,Mar,1,10.875,4.658333333,40.20833333,0.0,2005
4373,17954,1.0,Arson,37.57748398,-81.91361655,Oct,0,0.0,0.0,0.0,0.0,1992
4374,17957,20.0,Arson,30.56305556,-96.82166667,Aug,0,0.0,0.0,0.0,0.0,2011
4375,17960,1.0,Debris Burning,41.52389,-78.11222,Mar,0,0.0,0.0,0.0,0.0,2012
4376,17963,5.0,Arson,30.96307034,-89.6597232,Feb,0,0.0,0.0,0.0,0.0,1994
4377,17964,10.0,Utilities,34.7,-117.1675,Sep,0,0.0,0.0,0.0,0.0,1992
4378,17971,2.35,Arson,34.2758,-84.8196,Nov,0,0.0,0.0,0.0,0.0,1993
4379,17983,10.0,Debris Burning,38.743567,-120.66705,Jan,0,0.0,0.0,0.0,0.0,2014
4380,17989,15.0,Debris Burning,35.201,-82.00866667,Jan,0,0.0,0.0,0.0,0.0,2013
4381,17991,2.0,Accidental,35.06743333,-80.73613333,Jan,0,0.0,0.0,0.0,0.0,2010
4382,18000,6.0,Utilities,33.92136,-93.27359,Jul,0,0.0,0.0,0.0,0.0,2015
4383,18008,1.0,Debris Burning,31.15808223,-89.42587776,Jan,0,0.0,0.0,0.0,0.0,1994
4384,18012,1.0,Lightning,29.09,-81.36833333,May,0,0.0,0.0,0.0,0.0,2009
4385,18020,5.0,Accidental,31.83644893,-90.19139691,Jan,0,0.0,0.0,0.0,0.0,2014
4386,18026,10095.0,Utilities,45.5,-107.3673,Oct,6,7.48962963,3.120740741,57.65909091,3.3,1996
4387,18028,43.8,Debris Burning,46.07685523,-93.09431616,Apr,0,0.0,0.0,0.0,0.0,2012
4388,18029,117.5,Debris Burning,34.466938,-80.381447,Jun,0,0.0,0.0,0.0,0.0,2012
4389,18033,5.0,Accidental,32.7592233,-112.2699262,Jun,0,0.0,0.0,0.0,0.0,1992
4390,18034,2.0,Debris Burning,26.307,-81.5553,May,0,0.0,0.0,0.0,0.0,2015
4391,18039,2.0,Arson,41.91918845,-73.94745584,May,0,0.0,0.0,0.0,0.0,2005
4392,18040,1.0,Debris Burning,38.06676237,-80.96698499,Mar,0,0.0,0.0,0.0,0.0,2003
4393,18043,2.0,Utilities,37.063884,-120.953369,May,0,0.0,0.0,0.0,0.0,2001
4394,18048,53342.0,Accidental,32.2325,-104.7522,Apr,24,21.12275862,5.229360967,19.93782383,0.0,2011
4395,18049,1.0,Lightning,43.97055556,-112.93805559999998,Jul,66,19.77358491,3.867924528,44.21226415,27.0,2004
4396,18054,4.0,Arson,31.05932347,-89.47260901,Mar,0,0.0,0.0,0.0,0.0,1992
4397,18056,4.0,Arson,41.28028,-75.91,Mar,0,0.0,0.0,0.0,0.0,2012
4398,18057,1.0,Lightning,48.58638889,-116.1744444,Jul,2,20.89583333,1.7034722219999998,57.63194444,0.0,2009
4399,18066,1.9,Debris Burning,31.6351,-81.6745,Feb,0,0.0,0.0,0.0,0.0,2000
4400,18077,22.1,Debris Burning,32.65197222,-84.06205556,Nov,0,0.0,0.0,0.0,0.0,2012
4401,18081,4.0,Arson,34.09717,-95.191,Aug,0,0.0,0.0,0.0,0.0,2015
4402,18085,10.0,Arson,31.679844800000005,-88.72556854,Mar,0,0.0,0.0,0.0,0.0,1994
4403,18087,2.82,Debris Burning,32.72666667,-81.51416667,Sep,0,0.0,0.0,0.0,0.0,2012
4404,18088,1.5,Lightning,42.0916,-113.962,Jun,0,0.0,0.0,0.0,0.0,1999
4405,18092,5.06,Accidental,33.34219774,-82.15253105,Jun,0,0.0,0.0,0.0,0.0,2012
4406,18094,0.8,Lightning,34.8628,-107.8687,Jun,2,0.0,0.0,0.0,0.0,2000
4407,18101,3.0,Lightning,64.2019,-141.8584,Jun,8,0.0,0.0,0.0,0.0,2003
4408,18102,11.0,Lightning,43.67166667,-115.6766667,Sep,1,23.45833333,2.383333333,38.88888889,0.0,2011
4409,18108,2.0,Arson,34.07032199,-90.08062431,Apr,0,0.0,0.0,0.0,0.0,1994
4410,18109,120.0,Accidental,43.1999,-112.1841,Jun,0,0.0,0.0,0.0,0.0,1992
4411,18110,12.0,Debris Burning,31.01075,-86.097288,Feb,0,0.0,0.0,0.0,0.0,2007
4412,18111,2.0,Arson,34.05383,-94.51833,Oct,0,0.0,0.0,0.0,0.0,2015
4413,18114,1.0,Accidental,33.71916667,-117.43444440000002,Oct,0,0.0,0.0,0.0,0.0,2001
4414,18116,200.0,Debris Burning,34.78333333,-76.73333333,Apr,6,15.79503546,4.575177305,61.05,0.0,1993
4415,18121,0.99,Accidental,33.3154,-83.4008,Jun,0,0.0,0.0,0.0,0.0,2002
4416,18123,1.0,Accidental,47.8819,-94.8928,Mar,0,0.0,0.0,0.0,0.0,2003
4417,18125,31.0,Debris Burning,34.5039,-88.37,Mar,0,0.0,0.0,0.0,0.0,2014
4418,18126,8.0,Debris Burning,45.198,-107.379,Apr,0,0.0,0.0,0.0,0.0,2001
4419,18131,8.0,Arson,32.76187099,-89.48718988,Feb,0,0.0,0.0,0.0,0.0,1992
4420,18136,1.0,Arson,40.690317,-122.423867,Jul,0,0.0,0.0,0.0,0.0,2013
4421,18137,6.0,Debris Burning,37.0203,-108.7718,Mar,3,6.185365854,4.819512195,39.54054054,0.0,1993
4422,18142,53.0,Debris Burning,34.04678781,-88.55857263,Oct,0,0.0,0.0,0.0,0.0,1995
4423,18144,25.0,Arson,34.15611111,-94.74,Jan,0,0.0,0.0,0.0,0.0,2006
4424,18158,42.0,Debris Burning,33.29182217,-89.76686259,Jan,0,0.0,0.0,0.0,0.0,1997
4425,18163,1.0,Arson,34.875,-88.98833333,Mar,0,0.0,0.0,0.0,0.0,1998
4426,18164,0.7,Arson,35.0792,-108.813,May,0,0.0,0.0,0.0,0.0,2006
4427,18165,2.5,Arson,33.719008,-86.874398,Mar,0,0.0,0.0,0.0,0.0,2003
4428,18176,5.0,Debris Burning,30.69681083,-89.42379821,Feb,0,0.0,0.0,0.0,0.0,2014
4429,18182,17.9,Lightning,31.33114999,-82.60289573,Apr,0,0.0,0.0,0.0,0.0,2011
4430,18188,24.0,Lightning,33.64777778,-116.90666670000002,Aug,0,0.0,0.0,0.0,0.0,2004
4431,18189,31.5,Lightning,46.23,-114.01833329999998,Aug,1,25.20714286,2.466666667,28.37037037,0.0,2015
4432,18192,22.0,Accidental,37.74731,-83.62553,Mar,0,0.0,0.0,0.0,0.0,2007
4433,18200,3.0,Arson,31.27916343,-89.81220075,Mar,0,0.0,0.0,0.0,0.0,1993
4434,18224,1.9,Debris Burning,45.4844,-88.9743,Apr,0,0.0,0.0,0.0,0.0,1992
4435,18225,0.71,Arson,42.40889699,-76.20650928,Apr,1,0.0,0.0,0.0,0.0,2004
4436,18226,4.0,Accidental,47.8666,-95.0169,Apr,0,0.0,0.0,0.0,0.0,1998
4437,18229,13.8,Utilities,45.52707791,-93.26173722,May,0,0.0,0.0,0.0,0.0,2014
4438,18230,695.0,Accidental,35.51888889,-106.2511111,Apr,1,0.0,0.0,0.0,0.0,2000
4439,18232,20.0,Lightning,64.5163,-143.2023,Jun,7,0.0,0.0,0.0,0.0,1999
4440,18233,1.5,Utilities,40.357611,-120.446711,Sep,0,0.0,0.0,0.0,0.0,2002
4441,18247,1.0,Lightning,33.43583333,-95.1025,Sep,0,0.0,0.0,0.0,0.0,2011
4442,18250,3.0,Lightning,35.16722222,-108.2625,Jul,12,20.60170068,3.052721088,58.02380952,55.4,2012
4443,18251,2.5,Debris Burning,34.042915,-80.139702,Mar,0,0.0,0.0,0.0,0.0,2014
4444,18255,25.0,Debris Burning,48.8186,-99.8957,Apr,0,0.0,0.0,0.0,0.0,2003
4445,18265,3.1,Accidental,42.0924,-76.8095,May,0,0.0,0.0,0.0,0.0,2015
4446,18268,1.09,Debris Burning,34.8072,-84.8443,Feb,0,0.0,0.0,0.0,0.0,2000
4447,18269,4.05,Accidental,31.7387,-84.3373,Jun,0,0.0,0.0,0.0,0.0,2002
4448,18271,404.0,Lightning,33.64472222,-107.7394444,Jun,44,26.71738123,3.238117647,37.68352941,19.6,2007
4449,18276,1.0,Lightning,39.75,-111.5674,Jun,0,0.0,0.0,0.0,0.0,1996
4450,18278,10.0,Arson,38.707461,-120.881539,Apr,0,0.0,0.0,0.0,0.0,2001
4451,18288,1000.0,Lightning,29.85,-93.7611111,Aug,2,28.73958333,3.777083333,0.0,0.0,1993
4452,18289,0.9,Debris Burning,31.2932,-84.7359,Aug,0,0.0,0.0,0.0,0.0,1993
4453,18290,3.71,Arson,32.5789,-84.9892,Oct,0,0.0,0.0,0.0,0.0,1993
4454,18295,393.0,Lightning,43.1549,-113.6211,Aug,0,0.0,0.0,0.0,0.0,2004
4455,18299,37.0,Arson,31.59743668,-90.26378198,Mar,0,0.0,0.0,0.0,0.0,2013
4456,18322,280.0,Utilities,35.0017,-97.745,Apr,3,2.880439815,2.8875,0.0,0.0,2011
4457,18332,4.0,Accidental,38.24281,-82.93961,Mar,0,0.0,0.0,0.0,0.0,2010
4458,18335,3.0,Debris Burning,37.48753,-87.2032,Sep,0,0.0,0.0,0.0,0.0,2010
4459,18336,2.0,Utilities,38.46794275,-81.87984163,Apr,0,0.0,0.0,0.0,0.0,2015
4460,18344,1.8,Lightning,44.73,-117.6186,Jul,1,21.15833333,3.070833333,43.0,0.0,2013
4461,18345,4.0,Arson,37.45222222,-83.93361111,Mar,2,8.388888889,2.912962963,52.34,1.0,1999
4462,18353,5.0,Debris Burning,38.68538,-82.99235,Apr,0,0.0,0.0,0.0,0.0,2009
4463,18361,300.0,Debris Burning,44.8572,-108.829,Mar,0,0.0,0.0,0.0,0.0,2004
4464,18362,0.6,Arson,45.61387804,-88.02552262,May,0,0.0,0.0,0.0,0.0,1996
4465,18370,3.0,Utilities,35.75333333,-82.25333333,Nov,0,0.0,0.0,0.0,0.0,1999
4466,18374,100.0,Arson,31.41282858,-88.77190162,Feb,0,0.0,0.0,0.0,0.0,1996
4467,18378,200.0,Lightning,33.7275,-103.9378,Aug,1,0.0,0.0,0.0,0.0,2010
