,fire_name,discovery_month,putout_time,year
52078,BIG MUD,Jun,86,2003
52079,PASS CREEK,Jun,30,2003
52080,CORNUCOPIA,Jun,79,2003
52081,TSYOOKUIHV,Jul,37,2003
52082,DELPUERTO,Jul,4,2003
52083,COYOTE,Jul,9,2003
52084,ROBLAR 2,Oct,7,2003
52085,SMOKE,Jul,7,2003
52086,LIGHTNING HONEYDEW4M,Sep,0,2003
52087,GARCO 5,Jul,10,2003
52088,DEEP,Aug,10,2003
52089,MENAN 2,Aug,7,2003
52090,WILKINS,Jul,2,2003
52091,HARKNESS,Jul,5,2003
52092,TIMMERMAN,Aug,2,2003
52093,MISSOUBRKS,Jul,8,2003
52096,3 MILE,Aug,2,2003
52097,LUERA,Jul,3,2003
52098,JUNIPERCYN,Jun,1,2003
52099,ROOSTER CO,Aug,2,2003
52100,APEX,Jun,10,2003
52101,LONESOMEBE,May,103,2003
52102,WSA,Jul,16,2003
52103,HATTEN RD,Jul,4,2003
52104,JUNIPER DU,Aug,2,2003
52105,BIG SPRING,Jul,26,2003
52110,HELEN'S 2,Jun,21,2003
52111,TRAPPER,Jul,75,2003
52112,CENTER,Aug,44,2003
52113,HARRISON,Aug,44,2003
52114,DOUBLE MOUNTAIN 2,Aug,43,2003
52115,GRIZZLY,Aug,87,2003
52116,EAST,Aug,60,2003
52121,SHEENJEK,Jun,62,2003
52122,KERULU CREEK,Jun,18,2003
52123,HADWEENZIC,Jun,76,2003
52125,MICKEY BUTTE,Jul,9,2003
52126,WINSLOW,Aug,76,2003
52127,MCCLEAN BOTTOMS,Apr,1,2003
52128,WEST BOUNDRY,Jun,0,2003
52129,UNIT 8 WILDFIRE,Nov,2,2003
52131,UNIT 6 WF,Aug,2,2003
52132,UMTANUM RIDGE,Jul,4,2003
52143,BLACK MTN #2,Aug,37,2003
52145,GRAND PRIX,Oct,24,2003
52146,PADUA,Oct,9,2003
52147,BOLES MEADOW,Aug,47,2003
52148,OVERLAND,Oct,20,2003
52149,OTAY,Oct,4,2003
52151,ROSETTA LANE,Jan,0,2004
52153,EAST HANSEL VALLEY,Aug,4,2003
52155,TREASURE COUNTY COMPLEX,Jul,4,2003
52156,ROCKY TOP,Apr,2,2003
52157,HAIRPIN CURVE FIRE,Apr,2,2003
52158,COONEY RIDGE ,Aug,145,2003
52160,VERDALE,Oct,5,2003
52161,SIMI INCIDENT,Oct,17,2003
52166,234,May,4,2003
52167,THE ALLEY FIRE,May,3,2003
52168,THE REFUGE FIRE,Jun,6,2003
52172,BOILER,Apr,125,2003
52175,POWER,Oct,15,2004
52176,FREDS,Oct,4,2004
52179,EAST FORK,Apr,0,2004
52180,IMPASABLE 1,Mar,64,2004
52181,COLE COMPLEX,Jun,6,2004
52182,WATERFALL,Jul,13,2004
52184,HAWKINS 2,Jul,13,2004
52185,HAWKINS 1,Jul,2,2004
52187,DEEP,Aug,5,2004
52188,PINES,Jul,9,2004
52189,THREE FORKS,Jun,15,2004
52191,KP,May,71,2004
52192,JACKET,Jun,0,2004
52193,DEEP HARBOR,Jul,92,2004
52194,POT PEAK,Jun,114,2004
52195,SIMS,Jul,18,2004
52196,CAMP 36,Aug,80,2004
52197,NUTTALL,Jun,38,2004
52200,SEDGWICK,Jun,18,2004
52202,GRANNY,Jun,87,2004
52203,SIX MILE,Jul,87,2004
52204,CEDAR CREE,Feb,1,2004
52205,VAMOOSA,Feb,2,2004
52206,LOG SPRING,Jul,23,2004
52207,HOPKINS CA,Jun,9,2004
52210,NORTH DAG,Jun,132,2004
52211,BOUNDARY,Jun,109,2004
52214,HILLBILLY,Jun,93,2004
52218,PINGO,Jun,126,2004
52219,WINTER TRAILL,Jun,126,2004
52222,CHICKEN 1,Jun,147,2004
52223,GARDINER C,Jun,145,2004
52226,BILLY CK,Jun,144,2004
52228,PORCUPINE,Jun,141,2004
52229,WALLSTREET,Jun,27,2004
52234,BONANZA CK,Jun,126,2004
52235,ANOMALY,Jun,23,2004
52236,BOULDER CK,Jun,94,2004
52243,AMMERMAN M,Jul,7,2004
52244,EVANSVILLE,Jul,108,2004
52246,CLAWANMENK,Jul,108,2004
52247,LOWER MOUT,Jul,86,2004
52248,BIG YETNA,Jul,111,2004
52249,WALDRON,Jul,80,2004
52254,RODO RIVER,Jul,47,2004
52255,LOUIS LAKE,Jul,74,2004
52256,TATALINA,Jul,97,2004
52257,WOOD RIVER,Jul,91,2004
52258,TATALINA 2,Jul,96,2004
52259,MUD FORK,Jul,95,2004
52260,MYRTLE CRE,Jul,28,2004
52261,LK TODATON,Jul,80,2004
52262,NORUTAKH 2,Jul,79,2004
52263,BEAR CREEK,Jul,41,2004
52264,HAT LIE LA,Jul,67,2004
52265,WILLOW CR,Aug,53,2004
52266,MUD FORK 2,Aug,4,2004
52269,MINTO 1,Aug,65,2004
52270,CHANDALAR,Aug,37,2004
52271,MINERAL,Aug,14,2004
52272,CERRITO,May,5,2004
52273,MATAGUAY,Jul,3,2004
52274,MELTON,Jul,4,2004
52275,GREASEWOOD,Jun,52,2004
52276,CAMPBELL,Jul,49,2004
52277,LACEY GULCH,May,1,2004
52279,NICKEL,Jun,7,2004
52280,DMERON CPX,Jun,3,2004
52281,SQUARE,Jun,6,2004
52282,SQUARE2,Jun,6,2004
52283,BIG CANYON,Aug,43,2004
52284,BEEBE,Jul,4,2004
52285,UVGOON CR,May,37,2004
52290,599 GLACIER CREEK,Aug,51,2004
52310,PICNIC ROCK,Mar,10,2004
52312,DEEP CREEK,Sep,3,2004
52314,EAGLE,May,6,2004
52315,GAVIOTA,Jun,11,2004
52316,STRAYLOR,Jul,7,2004
52317,CROWN,Jul,5,2004
52318,FOOTHILL,Jul,4,2004
52319,FISCHER,Aug,45,2004
52320,CITRUS,Mar,3,2004
52321,BLAND MT 2,Aug,16,2004
52326,GEYSERS,Sep,12,2004
52329,FORK,May,92,2005
52330,MASON,Jul,9,2005
52331,RICCO,Jul,26,2005
52332,CEMENT,Jul,4,2005
52333,STODDARD CREEK POINT,Aug,81,2005
52334,RUNNING LAKE,Aug,51,2005
52335,MILL CREEK,Jul,2,2005
52336,BEAVER JACK,Aug,91,2005
52337,BURNT,Aug,76,2005
52338,KELLY POINT,Aug,7,2005
52339,SCHOOL,Aug,57,2005
52340,NINE SHOT,Aug,66,2005
52341,REYNOLDS LAKE,Aug,85,2005
52342,NORTH ROAD,Aug,2,2005
52343,WOOLEY,Sep,0,2005
52344,JOHNSON,Jun,78,2005
52345,BEAR CREEK WFU,Aug,94,2005
52346,STRIPE CREEK,Aug,85,2005
52347,MUDERSBACH,Jun,73,2005
52349,VALLEY ROAD,Sep,25,2005
52350,BURNT STRIP MOUNTAIN,Aug,78,2005
52351,BULL,May,139,2005
52352,SIGNAL ROCK,Aug,91,2005
52353,ROCK IN,Aug,27,2005
52354,PROSPECT,Aug,65,2005
52355,BEETLE,Oct,4,2005
52356,SHEEP CREEK WFU,Jul,150,2005
52357,JOE CREEK WFU,Aug,85,2005
52358,WEST FORK WFU,Aug,82,2005
52359,WOLF FANG WFU,Aug,85,2005
52360,MISSOURI RIDGE WFU,Aug,92,2005
52361,BUTTE,Jul,8,2005
52362,PINE CANYON,Sep,9,2005
52364,OK STATE LINE,Dec,0,2005
52366,WHITE DOG,Nov,11,2005
52367,EDGE,Jul,8,2005
52368,SADDLE,Aug,30,2005
52369,ANTIOCH,Nov,4,2005
52370,RATLIFFCIT,Jan,9,2006
52371,HOLT MTN,Nov,3,2005
52372,WAINWRIGHT 2,Jan,1,2006
52373,SIMPSONTIG,Nov,3,2005
52374,PROCTOR,Nov,2,2005
52375,MEADOW,Nov,1,2005
52376,BEARDEN,Nov,2,2005
52377,HANNA,Nov,3,2005
52378,FLATROCKCO,Nov,0,2005
52379,DRIPPNGSPR,Nov,4,2005
52380,SHAMROCK,Jan,0,2006
52381,WAINWRIGHT,Jan,0,2006
52382,PRAGUE,Jan,1,2006
52383,WELTY,Jan,6,2006
52384,ARLINGTON,Jan,2,2006
52385,BIRCH RESE,Mar,1,2005
52386,CABINESS,Nov,8,2005
52387,PINESPRING,Dec,1,2005
52389,NEW YEAR,Jan,1,2006
52390,MEKASUKEY,Dec,8,2005
52391,LITTLERIV2,Dec,3,2005
52392,SHERWOOD F,Dec,0,2005
52394,WOLFE PNT,Jul,6,2005
52395,MCKINLEY,Aug,28,2005
52396,SECOND HUD,Jul,15,2005
52397,W OMAK LK,Jul,5,2005
52398,BIGHORN,Jul,8,2005
52399,KIMBALRANC,Mar,2,2005
52401,JEFF,Jul,9,2005
52402,CLAY TANK,Jul,9,2005
52403,NNEOLA,Aug,6,2005
52405,PILOT POIN,May,5,2005
52406,CHAPMAN CK,May,123,2005
52407,BEAR CREEK,Jun,104,2005
52408,BIG SITDOW,Jun,24,2005
52409,CHANGE,Jun,24,2005
52410,KANDIK R,Jun,107,2005
52411,CHARLEY C1,Jun,107,2005
52412,LIT MUD 2,Jun,111,2005
52413,SHEENJEK,Jun,106,2005
52414,PREACHER,Jun,95,2005
52415,BIG SITDO2,Jun,106,2005
52416,HODZANA RI,Jun,95,2005
52417,TROUT CR,Jun,105,2005
52418,NELSON MT,Jun,105,2005
52419,JIM R 3,Jun,39,2005
52420,HIGH POWER,Jun,108,2005
52421,HERRON RIV,Jun,28,2005
52422,STONE CK,Jun,107,2005
52424,SIX MILE,Jun,87,2005
52425,BABANTALTL,Jun,89,2005
52426,BAKATIGIKN,Jun,81,2005
52427,FISH CREEK,Jun,102,2005
52428,N BONANZA,Jun,78,2005
52429,FOSSIL CR,Jun,102,2005
52430,BONEY CRK,Jun,106,2005
52431,OLD DUMMY,Jun,106,2005
52432,RAY RIVER,Jun,106,2005
52433,HOLLY LAKE,Jun,67,2005
52434,COSNA RIVE,Jun,105,2005
52435,BITZSHTINI,Jun,105,2005
52436,BEAVER CR,Jun,98,2005
52437,BOX RIVER,Jun,48,2005
52438,UPPER TATL,Jun,66,2005
52439,KING COUNT,Jun,17,2005
52440,SWIFT,Jun,45,2005
52441,CAMP CREEK,Jun,60,2005
52442,W BUTTONS,Jun,15,2005
52443,GISASA RIV,Jul,61,2005
52445,ALATNA HIL,Jul,51,2005
52446,SETHKOKNA,Jul,81,2005
52447,BOUNDARY CREEK,Jul,76,2005
52448,BEARPAW MT,Jul,76,2005
52449,SALMON FK,Jul,69,2005
52450,BLACK WATE,Jul,47,2005
52451,MISSION CK,Jul,67,2005
52452,BIG WALDRE,Jul,41,2005
52453,RABBIT MT,Jul,64,2005
52454,COLEEN MT,Jul,64,2005
52455,CHEKHECHUN,Jul,63,2005
52456,HOLTNATKATNA CREEK,Jul,29,2005
52457,J HERBERTS,Jul,63,2005
52458,LITTLEMUD1,Jul,66,2005
52459,SQUIRREL C,Jul,62,2005
52460,PAPA WILLIE,Jul,66,2005
52461,MENOTL EAS,Jul,11,2005
52462,GRANT DOME,Jul,66,2005
52463,L MUD 2,Jul,65,2005
52464,TLATL HILL,Jul,31,2005
52465,NULATO 3,Jul,25,2005
52466,HUGHES CRE,Jul,64,2005
52467,TOZITNA RIVER,Jul,63,2005
52468,KALYUH HIL,Jul,29,2005
52469,GRAYLING C,Jul,47,2005
52470,E FORK YU,Jul,62,2005
52472,CHICK MTN,Aug,30,2005
52474,YETNA,Aug,34,2005
52476,CHITANATAL,Aug,52,2005
52477,TITNA RIVE,Aug,51,2005
52478,DULBISOUTH,Aug,49,2005
52479,STUYAHOK,Aug,8,2005
52480,FANNY MT,Aug,42,2005
52481,GLACIER CR,Aug,42,2005
52482,LAST CHANC,Jun,34,2005
52483,MTBANGSCOM,Jun,38,2005
52484,TWEEDY PT,Jun,29,2005
52485,TANK,Jul,8,2005
52486,COW,Jul,6,2005
52487,TOP,May,1,2005
52488,VEKOL,May,7,2005
52489,BOBBY,Jun,1,2005
52490,GOLDWATER,Jun,9,2005
52491,SUNSET PT,Jun,3,2005
52492,PERKINS,Jun,38,2005
52493,BIGHORN,Jun,5,2005
52494,SAND TANK,Jun,6,2005
52495,TRACKS,Jul,2,2005
52496,J CANYON,Jul,6,2005
52497,TWIN MILLS,Jul,5,2005
52498,PARADISE,Jun,6,2005
52499,CHINA LAKE,Jul,6,2005
52500,KINGSTON,Jul,2,2005
52501,BORDER 50,Oct,5,2005
52503,BARREL,Aug,18,2005
52504,BROWN DUNE,Jun,1,2005
52505,RUPERT,Jul,3,2005
52506,LONGRUGGLE,Aug,21,2005
52507,BLACKERBY,Aug,12,2005
52508,NORTH HAM,Jun,1,2005
52509,SOUTHBLACK,Aug,1,2005
52510,BOWNSROOST,Sep,3,2005
52511,ROUND BUTTE,Sep,2,2005
52512,MAGIC,Jun,2,2005
52513,INDIANRDGE,Jul,1,2005
52514,CLOVER,Jul,5,2005
52515,BELRAPIDS2,Aug,2,2005
52516,SAWMILL,Sep,27,2005
52517,JUNIPER,Sep,4,2005
52518,RATTLESNAK,Sep,17,2005
52519,ESTARLAKE,Aug,3,2005
52520,LAIDLAW BT,Aug,3,2005
52521,WILSON,Sep,1,2005
52522,DUNPHY,Jul,1,2005
52523,WILSON,Jul,6,2005
52524,ESMERALDA,Jul,6,2005
52525,RAWHIDE,Jul,6,2005
52526,PETAN,Jul,6,2005
52527,CARLIN,Jul,5,2005
52528,SHERMAN,Aug,4,2005
52529,CHANCE,Aug,4,2005
52530,CRISPIX,Sep,4,2005
52531,SUMMIT,Jun,7,2005
52534,TOQUOP,Jun,3,2005
52537,MORMON MT,Jun,3,2005
52538,EMORMOM,Jul,4,2005
52539,USAF1,Jun,8,2005
52540,HALFWAY,Jun,8,2005
52541,BUNKERVILL,Jun,8,2005
52542,GOODSPRING,Jun,14,2005
52543,FORK,Jun,10,2005
52544,TRAMP,Jun,7,2005
52545,NORTH VALLEY,Jul,4,2005
52546,BEEF TRAIL,Aug,3,2005
52547,FAREWELL B,Jul,2,2005
52548,DOUBLE MTN,Jul,3,2005
52549,DRY,Jul,2,2005
52550,WESTSID CX,Jun,7,2005
52551,BLUE SPRIN,Jun,10,2005
52552,DIAMD V CX,Jun,17,2005
52553,DAMMERON,Jul,23,2005
52554,SUNRISE,Jul,5,2005
52555,OAK PATCH,Jul,1,2005
52556,COVE,Jul,4,2005
52559,PARK VALLE,Jul,6,2005
52562,WALL LAKE,Jul,5,2005
52563,BIXBY,Aug,1,2005
52564,IMELYAK,Jun,34,2005
52565,GOITER,Jun,34,2005
52566,DRAGON CLX,Jun,96,2005
52568,PINE RIDGE,Jul,1,2005
52570,HACKBERRY,Jun,15,2005
52571,WILDHORSE,Jun,15,2005
52572,TOPANGA,Sep,12,2005
52573,450 FOX CREEK WFU,Jul,28,2005
52576,I-5,Aug,0,2005
52578,UNIT 4-05-01,Jun,3,2005
52579,HEARTLAND,Sep,7,2005
52580,SHEEP,Sep,7,2005
52581,CLEAR LAKE,Sep,2,2005
52582,VEGAS,Jul,1,2005
52585,COALTON,Nov,1,2005
52589,MCLANE,Aug,2,2005
52590,WEATHER STATION,Jul,2,2005
52630,SNAKE ONE,Jul,12,2005
52631,MONROE CREEK,Jul,3,2005
52632,TRYON,Aug,55,2005
52635,BART,May,7,2005
52636,HUMBOLDT,Jun,20,2005
52638,FOUR CORNERS,Jan,5,2006
52641,MAURICIO CANYON ,Jan,18,2006
52643,OAKS ,Apr,0,2005
52645,JUNIPER CANYON,Jun,1,2005
52647,HAZARD LAKE,Aug,120,2005
52651,SPORTSMAN LAKE FIRE,Dec,3,2005
52654,ARBUCKLE FIRE,Jan,7,2006
52656,WEWOKA CR. FIRE,Dec,3,2005
52657,REVIVAL,Nov,1,2005
52658,ERICK FIRE,Nov,2,2005
52659,CLEAR VIEW FIRE,Nov,4,2005
52663,NO MANS LAND,Mar,9,2006
52664,WINDY,Mar,0,2006
52665,I-40,Mar,7,2006
52666,FLATSIDE,Apr,5,2006
52667,GOODALE,Jun,4,2006
52668,JACKASS,Jul,4,2006
52669,MARTINEZ,Jun,8,2006
52670,MARTINEZ II,Jun,17,2006
52672,TIGER,Jun,9,2006
52673,BEAR PAW,Jun,12,2006
52675,RUSH,Jul,112,2006
52676,SHARPS RIDGE,Aug,18,2006
52677,BEAR,Jun,65,2006
52678,WARM,Jun,62,2006
52679,POTATO,Jun,34,2006
52680,BLACK HORSE CREEK,Jul,5,2006
52681,VERDI (STONE RIDGE),Aug,3,2006
52682,SIERRA,Feb,0,2006
52683,BIG CREEK,Jul,82,2006
52684,DERBY,Aug,58,2006
52685,PASSAGE FALLS,Aug,51,2006
52686,JUNGLE,Aug,49,2006
52687,0564 - MAXWELL FIRE,Jul,47,2006
52688,ROBERTS TRACT,Jul,25,2006
52689,SPOTTED TAIL #3,Jul,23,2006
52691,SNOW CANYON,Aug,7,2006
52692,MILKSHAKE,May,2,2006
52694,BOUNDARY,Aug,98,2006
52696,HORSE,Jul,6,2006
52697,SHERWOOD,Jun,0,2006
52699,CUMMINGS,Jul,4,2006
52700,NORTH ELK,Aug,30,2006
52701,COLUMBIA COMPLEX,Aug,49,2006
52702,EAST ROARING,Sep,38,2006
52703,SAGE,Jul,2,2006
52704,RED MOUNTAIN,Aug,53,2006
52705,SOMES,Jul,86,2006
52706,TROUT CREEK,Aug,40,2006
52707,JIM CREEK,Aug,24,2006
52708,RATTLESNAKE,Aug,78,2006
52709,RALSTON,Sep,0,2006
52710,HUNTER,Jul,45,2006
52711,HANCOCK,Jul,91,2006
52712,PUZZLE,Aug,21,2006
52714,DUNCE WFU,Jul,66,2006
52715,DAY,Sep,56,2006
52716,PERKINS,Jun,31,2006
52717,KINGSLEY,Jul,15,2006
52718,PIGEON,Sep,38,2006
52719,TRIPOD COMPLEX,Jul,108,2006
52720,SPUR PEAK,Jul,129,2006
52721,TATOOSH,Aug,79,2006
52722,CLEAR CREEK,Sep,27,2006
52724,SHEEP CREEK WFU,Aug,77,2006
52725,RAINBOW,Jul,12,2006
52726,VAN METER,Aug,77,2006
52727,TAILHOLT CREEK,Aug,75,2006
52728,COUGAR,Aug,77,2006
52729,MEADOW,Sep,18,2006
52730,GREEN ACRES,Aug,62,2006
52732,BLACK BUTTE,Aug,66,2006
52733,0668 - LAKE GEORGE,Aug,70,2006
52734,0570  BLACK CRATER,Jul,69,2006
52735,FAMINE LAKE,Sep,52,2006
52737,CAVITY LAKE,Jul,80,2006
52738,MOUNT CARMEL,Nov,1,2006
52739,JUNIPER,Aug,14,2006
52740,SKATE,Jun,26,2006
52741,MONTEZUMA 1,Feb,0,2006
52743,DOG VALLEY,Jul,18,2006
52745,DEVILS DEN,Aug,14,2006
52746,GASH,Jul,99,2006
52749,SULPHUR MOUNTAIN,Jun,36,2006
52750,TAMARACK,Jul,155,2006
52751,TINPAN,Jul,141,2006
52752,THORN CREEK,Aug,43,2006
52754,JIM CREEK WFU,Jul,137,2006
52755,PURDY,Aug,72,2006
52756,LITTLE VENUS,Jun,84,2006
52757,BIA EMPIRE,Mar,1,2006
52758,BIALOCO,Mar,4,2006
52759,HARPER SWAMP,Aug,1,2006
52760,DANIELS,Apr,3,2006
52761,CHAMBERS,Mar,0,2006
52762,KENWORTHY,Aug,2,2006
52763,STONE MAN CHURCH,Jul,5,2006
52764,LUND,Jul,6,2006
52765,LIGHTNING COMPLEX,Jul,6,2006
52766,GOOD FIRE,Aug,0,2006
52767,RED WATER,Aug,5,2006
52768,NAVAJO MOUNTAIN 1,Jun,77,2006
52769,ASHLEY LAKE,Aug,53,2006
52770,WOLFE POINT #2,Jul,19,2006
52771,BIRTHDAY2,Jul,8,2006
52772,OWL,Jul,7,2006
52773,HOWARD,Jul,0,2006
52774,BUFFALO RANCH,Jul,1,2006
52775,RED LAKE,Apr,3,2006
52776,NAGEETHLUK RIVER,May,8,2006
52777,KONESS RIVER,Jun,43,2006
52778,COLEEN RIVER,Jun,43,2006
52779,TAKSLESLUK NORTH,Jul,15,2006
52780,GRASS RIVER,Jul,81,2006
52781,JACOB,Jun,4,2006
52782,COTTONWOOD 3,Jul,10,2006
52783,WHITE HILLS COMPLEX,Jul,6,2006
52785,RICO,Jul,6,2006
52786,THREE ROCKS,Jul,3,2006
52787,SAWMILL,Sep,9,2006
52789,SAWTOOTH,Jul,11,2006
52790,QUAIL,Aug,3,2006
52792,THOMAS,Jun,8,2006
52793,DIVIDE,Jul,6,2006
52794,RABBIT,Aug,2,2006
52795,BEAR TRAP,Aug,1,2006
52796,MARTHAS MUD,Jun,1,2006
52797,CHERRY,Aug,8,2006
52798,DITTO REST,Aug,1,2006
52799,COLD,Aug,2,2006
52800,FRENCHIE,Aug,3,2006
52801,CRYSTAL,Aug,26,2006
52803,SAILOR CAP,Aug,3,2006
52804,OLD WIND,Sep,1,2006
52805,CHUBBY SPAIN,Aug,4,2006
52809,HWY 46 MM 7,Jun,1,2006
52810,3 WELLS,Jul,1,2006
52811,4WD,Aug,1,2006
52812,OWINZA,Aug,1,2006
52813,GOODTIME,Aug,1,2006
52814,BUNDY RAILROAD,Jul,9,2006
52815,DOVETAIL,Aug,10,2006
52816,LARB CREEK,Jul,8,2006
52817,HORTON HAY COMPLEX,Jul,65,2006
52818,BLACK PULASKI COMPLEX,Jul,14,2006
52819,LISCOMB CREEK,Aug,3,2006
52820,PACKER GULCH,Jul,15,2006
52823,HALL,Jul,7,2006
52824,305,Aug,2,2006
52825,GAP,Sep,8,2006
52826,LINEHAN,Jun,4,2006
52827,VIIRGINIA,Jun,8,2006
52828,STORMCLOUD,Jul,3,2006
52829,BOOTLEGGER,Aug,7,2006
52830,FRENCHIE,Jun,2,2006
52831,SUZIE,Jun,7,2006
52832,ELBURZ 1,Jun,3,2006
52833,SNEEKEE,Jun,7,2006
52834,NORTH ANTELOPE,Jun,4,2006
52835,MARBLE,Jul,3,2006
52836,WINTERS,Jul,9,2006
52837,BASCO,Jul,7,2006
52838,TAYLOR,Jul,7,2006
52839,GOPHER,Aug,4,2006
52840,CHARLESTON,Aug,5,2006
52841,TP,Aug,9,2006
52842,EAST HUMBOLDT,Aug,7,2006
52843,MUDD,Aug,3,2006
52844,WEBB,Sep,4,2006
52845,DEER,Sep,7,2006
52846,AMAZON,Sep,8,2006
52847,SHEEP,Sep,7,2006
52848,ROCKY,Jun,3,2006
52849,HIKO,Jul,1,2006
52851,SPRINGER,Jul,1,2006
52852,HAMBLY,Jul,24,2006
52853,RANGE,Jul,15,2006
52854,4 WHEELER,Jul,43,2006
52855,COLUMBUS,Aug,1,2006
52856,HIGBY,Aug,19,2006
52857,DUSKY,Sep,16,2006
52858,FWS 9,Jul,9,2006
52859,SAGE,Jun,1,2006
52860,POITO,Jun,4,2006
52861,SMELSER PASS,Jul,1,2006
52862,NORTH BLUE,Jul,2,2006
52863,TRIDENT,Jul,4,2006
52864,NEW YORK PEAK,Jul,2,2006
52865,CENTENNIAL,May,3,2006
52866,ADOBE,May,44,2006
52867,PIPELINE,May,1,2006
52868,DIAMOND CRATERS,Jul,2,2006
52869,BASQUE WELLS,Aug,3,2006
52870,PUEBLO FIRE,Aug,13,2006
52871,GRANDDAD,Aug,15,2006
52872,CRATERS,Aug,5,2006
52873,WILSON FIRE,Sep,5,2006
52874,0893 BAKER CANYON,Aug,23,2006
52875,JERRY WELLS,Jun,4,2006
52876,HAPPY VALLEY,Jul,8,2006
52877,FOSTER GULCH,Jul,20,2006
52878,MUD SPRINGS,Aug,8,2006
52879,STAR MTN,Aug,6,2006
52880,MOORES HOLLOW,Aug,3,2006
52881,JACKIES BUTTE,Sep,2,2006
52882,IRON MTN,Sep,3,2006
52883,CAVE,Jun,7,2006
52884,KOLOB,Jun,15,2006
52885,JARVIS,Jun,10,2006
52886,BULL COMPLEX,Jun,13,2006
52887,RANCH,Jul,6,2006
52888,REILLY,Jul,47,2006
52889,BADGER,Aug,15,2006
52890,TWIN PEAKS,Jul,16,2006
52891,TUNNEL ROAD,Jun,5,2006
52892,SCORPIO,Jun,4,2006
52896,HIGHLAND ROAD,Sep,3,2006
52897,BUFFALO CREEK FIRE,Jul,69,2006
52902,TWENTY MILE,Jul,50,2006
52903,SAWMILL,Jul,22,2006
52907,POISON SPIDER,Aug,10,2006
52911,HWY 152,Mar,0,2006
52912,POTTER#1FP,Apr,5,2006
52916,FROG,Jul,86,2006
52917,FLICK CREEK,Jul,69,2006
52918,MEMORIAL DAY FIRE,May,2,2006
52919,AIRBOAT,Jun,5,2006
52921,EUREKA PALM,Apr,25,2006
52922,FLAT TIRE,Jul,8,2006
52923,VALENTINE,Jul,15,2006
52925,COPPERHEAD DEN,Mar,0,2006
52926,HATCH GRADE,Jul,2,2006
53005,GRAN,Jul,5,2006
53007,KELLY,Jul,1,2006
53008,WHITE OWL,Aug,4,2006
53009,PARKS HIGHWAY,Jun,116,2006
53010,BLACK MOUNTAIN COMPL,Jun,8,2006
53011,HODGEMAN WEST,Mar,1,2006
53012,GASS COMPLEX,Jun,9,2006
53013,I-76,Jul,0,2006
53014,OLINGHOUSE,Jun,3,2006
53015,CHEYENNE FIRE,Apr,7,2006
53016,OBEE,Mar,3,2006
53017,VELMA,Mar,5,2006
53019,254 FIRE,Mar,2,2006
53020,MEADE,Mar,1,2006
53022,MILE 208 ,Jul,1,2006
53023,TWELTH STREET,Feb,6,2006
53030,MEEKS,Mar,0,2006
53031,CHARLIE O'BRIEN FIRE,Mar,6,2006
53032,CHANDLER,Mar,5,2006
53033,NORTH LOCO,Mar,5,2006
53035,BIG SPRING FIRE,Feb,3,2006
53038,BRANTLEY CABIN,Mar,2,2007
53039,PROMONTORY,May,64,2007
53040,HAM LAKE,May,30,2007
53041,HL,Jun,38,2007
53043,RATTLESNAKE,Jul,129,2007
53044,JAMES,Jul,4,2007
53045,SAGE,Jul,5,2007
53046,TRAPPER RIDGE,Jul,91,2007
53047,GOLDLEDGE,Jun,13,2007
53049,SOLDIER CREEK COMPLE,Aug,6,2007
53050,MOONLIGHT,Sep,22,2007
53051,RED HILL,Jul,25,2007
53053,WHEELER,Jul,16,2007
53054,BALLS CANYON,Jul,5,2007
53055,SLIDE,Jul,18,2007
53056,SHEEP TRAIL,Jul,75,2007
53057,TROUT MEADOWS,Aug,26,2007
53059,COTTONWOOD,Aug,2,2007
53063,AHORN,Jul,141,2007
53064,ANGORA,Jun,26,2007
53065,RAILLEY,Jul,84,2007
53066,CORPORAL,Aug,62,2007
53069,TAG WFU,Jun,100,2007
53070,POE CABIN,Jul,86,2007
53071,BATTLE CREEK,Jul,50,2007
53072,GRIZZLY RIDGE,Jul,15,2007
53073,MADISON ARM,Jun,31,2007
53074,FLETCHER,Jul,20,2007
53075,BEAR WFU,Aug,83,2007
53077,LIGHTNING,Jul,106,2007
53078,CHIEF PARISH,Sep,11,2007
53079,WICKED CREEK,Aug,61,2007
53081,ROMBO,Jul,47,2007
53082,COLUMBINE,Aug,25,2007
53083,JIM CANYON,Jul,0,2007
53086,RIORDON,Jul,36,2007
53088,DRAKE,Jul,91,2007
53090,LIZARD,Jul,86,2007
53091,ZACA,Jul,60,2007
53092,DOG,Jul,85,2007
53093,RAINES,Jul,94,2007
53095,EL CAPITAN WEST,Jul,98,2007
53096,ELKHORN RIDGE,Jul,101,2007
53097,HARRINGTON RIDGE,Jul,104,2007
53098,MAGRUDER MTN #1,Jul,112,2007
53099,GRIZZLY,Aug,68,2007
53100,BATTLE,Aug,67,2007
53101,SHORTOFF,Jun,47,2007
53102,CLEAR SAGE,Jul,110,2007
53103,PAPOOSE,Aug,91,2007
53104,BONE CREEK,Aug,49,2007
53105,LITTLE GOOSE,Aug,34,2007
53106,WARM SPRINGS,Jul,42,2007
53107,DOMKE,Aug,155,2007
53109,MERIWETHER,Jul,77,2007
53110,BOUNDARY JUNCTION,Aug,102,2007
53111,BLACK PINE 2,Jul,62,2007
53112,EASY STREET,Jul,4,2007
53114,CHITTY,Jun,12,2007
