,fire_index,fire_size,fire_cause,latitude,longitude,discovery_month,putout_time,Temp_pre_15,Wind_pre_15,Hum_pre_15,Prec_pre_15,year
2214,9328,0.75,Debris Burning,36.03622,-120.182219,Jun,0,17.48172324,3.490384615,51.94736842,5.4,2010
2215,9332,0.7,Arson,33.52222222,-85.86888889,Dec,2,6.093002257,3.272009029,74.73869347,33.6,2003
2216,9335,15.0,Arson,31.21646488,-89.81437524,Feb,0,11.08830084,1.701392758,69.04178273,0.0,1994
2217,9336,6.76,Arson,32.94227899,-84.52803966,Feb,0,9.80462963,2.570740741,62.62904809,0.0,2011
2218,9337,1.0,Arson,33.97703607,-83.74727571,Mar,0,11.71666667,3.203981481,58.8787037,0.0,2011
2219,9338,2.0,Utilities,26.6877,-81.5572,Nov,0,21.42167102,3.0226912930000003,69.58356164,5.8,2014
2220,9341,360.0,Debris Burning,35.98916667,-92.38388889,Mar,0,0.0,0.0,0.0,0.0,2006
2221,9348,1.97,Debris Burning,34.7901,-85.198,Feb,0,5.994214876,2.638429752,61.17598344,47.4,2002
2222,9351,5.0,Arson,31.03555556,-89.05111111,Jan,2,7.014619883,1.585087719,70.72485207,0.0,2000
2223,9355,4.0,Lightning,39.15,-108.8173,Jun,1,27.93333333,6.666666667,49.5,0.0,1996
2224,9356,2378.0,Lightning,46.4475,-106.4075,Jul,1,27.40026042,3.8484375,32.2890625,0.0,2006
2225,9358,1.0,Lightning,40.16861111,-120.6186111,Jul,1,17.66472222,2.13557423,43.32492997,0.0,2001
2226,9363,3.6,Accidental,31.2065,-81.5179,Mar,0,15.54305556,3.425,60.8951049,51.0,1995
2227,9364,2.0,Debris Burning,31.90407571,-89.76380524,Mar,0,15.19016083,3.221327014,62.15260664,16.5,2012
2228,9365,25.0,Utilities,38.32638889,-119.9608333,Aug,4,14.96971047,2.24922049,42.59465479,0.0,2006
2229,9368,2.0,Utilities,43.68312,-116.18638,Aug,0,24.47033493,3.009156627,36.64337349,1.6,2001
2230,9376,35.0,Arson,36.34815,-84.41589,Apr,0,11.52039801,1.781840796,72.84776903,79.0,2009
2231,9384,0.7,Debris Burning,34.88091944,-85.54142432,Jun,0,25.32907407,0.0,0.0,0.0,2012
2232,9387,2.05,Arson,32.1835,-81.4482,Nov,0,-1.241891892,3.215540541,82.6015625,0.0,1995
2233,9388,7.0,Lightning,46.2564,-108.1609,Aug,0,23.45170455,3.709943182,40.11079545,7.1,2005
2234,9394,10.0,Debris Burning,31.73999094,-89.32536012,Oct,0,23.67609302,1.756837209,67.13915416,0.0,2015
2235,9401,0.8,Debris Burning,32.38945995,-82.55641884,Oct,0,16.5537037,2.214444444,72.56498389,0.0,2011
2236,9402,3.75,Arson,33.7788,-85.3507,Mar,0,12.23676471,2.818694362,58.3445122,0.0,1994
2237,9417,4.0,Utilities,35.998283,-120.6195,May,0,18.78898167,1.7247222219999998,0.0,0.0,2015
2238,9419,120.0,Lightning,45.9075,-114.6816667,Aug,103,23.18032787,2.298360656,42.54098361,0.0,1999
2239,9432,5.0,Arson,34.41278,-86.501778,Mar,0,14.48533586,2.611258278,49.41468254,0.0,2007
2240,9435,0.95,Arson,44.16424113,-90.03839182,May,0,14.2525,3.742222222,57.35277778,0.0,1995
2241,9436,1.0,Arson,33.3317,-110.439,Apr,0,14.48728205,2.6872820510000004,29.27692308,0.0,1995
2242,9440,4.5,Lightning,37.7514,-110.0212,Jul,2,26.23376623,3.911688312,24.07792208,3.3,2000
2243,9442,15698.3,Lightning,41.6258,-115.1233,Sep,7,19.97594595,2.563783784,25.18918919,0.0,2006
2244,9451,185.0,Debris Burning,35.995,-103.853867,Jan,0,-8.301604278,5.921925133999999,71.18716578,5.6,2015
2245,9462,1.0,Arson,30.3639,-87.3624,Oct,0,21.83210634,3.897341513,80.80368098,172.0,2015
2246,9468,4.7,Debris Burning,34.775,-85.20833333,Mar,0,7.910546139,2.225706215,59.76963351,0.0,2014
2247,9475,8.4,Debris Burning,31.17616111,-82.037275,Sep,0,27.32468354,1.384599156,83.00797267,0.0,2014
2248,9482,10.0,Debris Burning,46.39351,-120.7803,Jun,1,18.64329412,2.526823529,54.52941176,19.8,2013
2249,9484,1.4,Accidental,48.3846,-119.2923,Mar,0,7.241626794,3.589473684,57.51558753,5.1,2004
2250,9488,1.02,Debris Burning,32.27967573,-81.30067637,Feb,0,11.38759259,2.238703704,64.61947791,0.0,2011
2251,9500,1.0,Lightning,33.7265,-105.573528,Aug,0,20.6187384,3.189638319,47.74557957,0.0,2009
2252,9503,3.16,Debris Burning,32.9213,-83.6281,Mar,0,10.97056277,4.029004329,62.19733925,92.3,1996
2253,9510,5.1,Debris Burning,32.20543889,-83.379425,Aug,0,26.02836946,1.4489161169999998,73.71312804,0.0,2014
2254,9522,11.1,Arson,45.8622,-100.4592,Mar,0,-5.751977401,5.246792453,74.08113208,7.7,2013
2255,9523,1.0,Debris Burning,33.28669,-81.041595,Jan,0,0.0,0.0,0.0,0.0,2013
2256,9527,693.0,Lightning,30.66913333,-101.6172,Aug,6,31.92083333,3.412605042,42.7394958,0.0,2015
2257,9530,1.39,Arson,34.58277778,-89.23055556,Mar,0,8.552287582,3.660784314,75.75688073,0.0,2008
2258,9532,1.0,Debris Burning,35.2683,-96.9386,Jun,0,23.56967985,4.778060264,66.46546547,0.0,2012
2259,9535,1.0,Utilities,33.66507,-92.907971,Oct,0,21.28110161,1.825309229,62.34919125,0.0,2015
2260,9543,1.19,Utilities,31.0524,-82.1779,Jan,0,0.0,0.0,0.0,0.0,2001
2261,9548,5.0,Arson,31.311058600000003,-86.2168874,Oct,0,16.60705882,1.821647059,65.29411765,0.9,2011
2262,9549,1.5,Utilities,33.78833333,-111.4883333,Jun,0,17.61494253,2.834482759,42.44827586,3.0,1995
2263,9553,0.75,Debris Burning,46.41611111,-91.25,Apr,0,7.397177419,2.982258065,66.60199005,90.8,2004
2264,9555,1.0,Debris Burning,36.41833333,-78.90333333,Mar,0,11.02069614,2.469056604,59.94421053,0.0,2012
2265,9557,30.0,Arson,35.7472,-94.7175,Dec,0,7.811862836,3.172196478,70.178487,0.0,2010
2266,9563,10682.0,Lightning,65.9083,-152.5167,May,16,12.70935131,2.713647852,57.25947767,0.0,2010
2267,9568,12.0,Debris Burning,37.07,-96.02,Mar,0,5.21634169,3.41634169,69.2368932,0.0,2015
2268,9570,4.0,Debris Burning,38.500347,-82.511284,Sep,0,19.95446429,1.32757079,74.58472554,160.0,2015
2269,9572,1.0,Accidental,35.02721667,-80.7167,Feb,0,8.608617594,3.444244604,65.16730038,37.0,2012
2270,9575,3.2,Debris Burning,32.68638889,-84.65075,Jan,0,0.0,0.0,0.0,0.0,2014
2271,9576,15.0,Accidental,35.29333333,-83.75444444,Nov,1,10.75931521,0.7670694859999999,69.88180884,0.0,2005
2272,9579,45.0,Debris Burning,38.98392198,-81.37145194,Feb,0,2.684375,1.6779017859999998,60.23198198,3.6,2004
2273,9582,1.0,Arson,46.9844,-95.4158,Apr,0,6.641527002,4.233985102,56.18063315,19.8,2006
2274,9584,25.0,Arson,35.047217,-88.868217,Apr,0,11.30982906,3.869871795,70.72198276,36.3,2011
2275,9588,8.0,Arson,31.32367785,-90.00433884,Sep,0,23.65462185,1.78767507,68.82352941,0.0,1995
2276,9594,10.0,Accidental,41.81378555,-103.4967804,Jul,0,0.0,0.0,0.0,0.0,2013
2277,9597,10.0,Lightning,32.8728,-109.3459,Jun,1,28.76901408,4.258433735,13.5,0.0,2001
2278,9598,4506.0,Lightning,40.0274,-115.122,Aug,6,21.52337963,4.543735225,33.53191489,14.8,2001
2279,9601,4.0,Debris Burning,31.42044767,-89.75766069,Jan,0,0.0,0.0,0.0,0.0,1999
2280,9603,80.0,Debris Burning,32.202593,-86.81585600000001,Apr,0,0.0,0.0,0.0,0.0,2004
2281,9606,2.0,Arson,34.47333333,-94.57333336,Jun,0,22.62383613,1.618715084,67.84971645,0.0,2009
2282,9613,0.8,Debris Burning,34.38802778,-84.12438889,Apr,0,8.684308264,2.228412256,50.71973929,0.0,2013
2283,9614,1.0,Debris Burning,37.41652,-83.34499,Feb,1,0.48020654,2.465232358,74.05786618,28.5,2009
2284,9617,1.0,Arson,41.0499,-123.6845,Aug,0,14.69118457,2.988705234,84.27439024,0.0,1995
2285,9618,2.0,Lightning,42.24,-104.456,Mar,0,2.141573034,4.239101123999999,61.72146119,8.4,2011
2286,9620,24.5,Utilities,45.0066,-107.3556,Aug,0,27.30253807,2.868229167,40.03394256,0.0,2007
2287,9625,1.0,Lightning,35.50007,-94.1291,Jul,0,26.40641026,1.853589744,65.29442971,5.1,2012
2288,9627,1.0,Lightning,32.54966864,-83.27973935,Aug,0,28.59166667,1.7520370369999998,62.92324561,0.0,2011
2289,9629,1.5,Lightning,42.3888889,-111.251111,Oct,19,18.66346154,3.082178218,30.8019802,0.0,2010
2290,9630,3.0,Debris Burning,34.65550003,-95.2495,Mar,0,7.809318182,4.715454545,60.08447489,6.4,2009
2291,9632,43.0,Debris Burning,36.7128,-96.0439,Apr,0,17.758937200000002,4.873671498,60.47330097,32.8,2006
2292,9637,6.0,Debris Burning,35.4375,-76.4209,Dec,0,15.7700831,2.611206897,79.17748918,0.0,2001
2293,9639,32.0,Arson,35.95333333,-92.15,Feb,1,12.28366528,8.467726167,78.86954951,62.0,1995
2294,9652,2.0,Debris Burning,32.34273648,-88.81894654,Sep,0,21.5798995,2.589447236,63.98989899,0.0,1999
2295,9660,15.0,Debris Burning,29.93261667,-94.53555,Mar,0,13.08064085,3.3978638180000003,85.73435115,0.0,2014
2296,9661,3.07,Arson,34.1388,-85.4176,Oct,0,12.93178484,1.786797066,64.58988764,5.0,2000
2297,9665,2.0,Debris Burning,34.41456666,-78.2537,Apr,0,16.84370861,4.3731788080000005,66.27860697,178.4,2014
2298,9669,1.5,Debris Burning,34.617149,-83.130676,Mar,0,13.04385965,2.4933333330000003,66.29019608,22.7,2015
2299,9673,0.9,Debris Burning,32.2012,-83.1655,Aug,0,24.47115789,2.609894737,78.3686747,20.9,1997
2300,9676,5.0,Lightning,34.85333333,-112.0,Jul,0,11.33333333,7.7,65.0,0.0,1994
2301,9687,1.0,Lightning,34.03555556,-108.45194440000002,Jul,0,20.0,3.1,26.0,0.0,1999
2302,9688,2.0,Arson,41.0792,-123.6869,Oct,0,13.90821018,1.591390728,85.37170264,1.3,2015
2303,9689,42.0,Lightning,33.01194444,-108.0047222,Jun,0,27.62700535,4.085561497,14.19518717,0.0,2012
2304,9690,2.1,Lightning,48.3575,-120.32916670000002,Jul,1,22.15041783,3.686629526,43.3454039,0.0,2000
2305,9691,3.0,Accidental,42.731093,-71.061686,May,0,11.18358974,3.327763496,57.38701299,1.5,2015
2306,9712,2.0,Lightning,34.16666667,-110.8066667,Jul,1,24.42696629,2.130337079,64.63636364,207.9,1996
2307,9713,918.5,Utilities,33.2422,-104.51379,Jan,0,2.030670372,2.737083333,0.0,0.0,2009
2308,9719,1.0,Debris Burning,30.61611836,-88.68890137,Feb,0,14.03055556,3.801111111,71.98932384,108.0,1994
2309,9721,1.5,Lightning,47.59965,-108.46535,Aug,1,23.3369146,3.164738292,42.63911846,20.2,2008
2310,9722,40.0,Debris Burning,38.1276,-92.5008,Jan,0,0.0,0.0,0.0,0.0,2014
2311,9724,3.0,Arson,33.3751,-110.474,Jun,0,22.25994236,2.283557692,21.68461538,0.0,1995
2312,9728,2.0,Debris Burning,45.1291,-107.4648,Apr,0,1.357107843,4.142647059,54.53940887,1.5,2008
2313,9731,2.0,Accidental,45.1166,-108.7674,Jun,0,11.68009709,3.812135922,68.36893204,0.0,1992
2314,9733,50.0,Debris Burning,38.27,-96.55,Apr,0,12.78597561,5.667886179,66.10901468,24.4,2015
2315,9735,1.0,Debris Burning,31.62243713,-90.94172312,Jan,0,0.0,0.0,0.0,0.0,2012
2316,9736,1.0,Utilities,46.71788001,-95.76048779,Sep,0,11.04104478,3.469682836,55.67785235,0.0,2012
2317,9737,3.0,Arson,47.9931,-99.0439,May,0,4.177736202,7.0001874410000005,53.17432052,21.8,2008
2318,9738,1369.0,Debris Burning,31.02984992,-95.08657719,Apr,1,20.3227459,3.408811475,62.12540193,0.0,2011
2319,9744,11.0,Arson,31.076624,-89.51149632,May,0,18.41049563,2.126900585,71.93567251,0.0,1995
2320,9746,10.0,Debris Burning,36.16102,-91.60692,Feb,0,6.579240037000001,2.978220575,53.64935065,19.0,2014
2321,9749,2.0,Lightning,45.23638889,-96.37111111,Sep,0,15.55962441,1.983661972,75.04710145,0.0,2006
2322,9754,10.0,Lightning,41.25665,-101.3381,Aug,0,25.7981982,3.004104104,47.07407407,12.8,2012
2323,9766,17.0,Lightning,39.1333,-108.9673,Jun,2,23.40857143,3.474285714,32.18,1.0,1999
2324,9770,0.83,Debris Burning,32.38926111,-83.31205278,Dec,0,12.15553435,0.79389313,66.54769231,0.0,2012
2325,9774,2.0,Debris Burning,41.308567,-122.770967,Nov,0,0.0,0.0,0.0,0.0,2013
2326,9775,2.0,Arson,39.92519254,-80.57457273,Sep,0,22.0492228,3.137046632,70.47416413,35.4,2002
2327,9784,5.5,Debris Burning,36.3417,-96.5208,Apr,0,15.83580705,4.671587744,57.37453532,0.0,2010
2328,9785,2.0,Arson,36.60611111,-105.9913889,May,0,13.49667616,4.217758784,22.28231939,0.0,2002
2329,9788,23.5,Debris Burning,31.983848,-86.86641800000001,Mar,0,0.0,0.0,0.0,0.0,2004
2330,9789,95.0,Arson,34.78085,-95.34195,Mar,0,5.188,3.696,67.68210526,54.4,2013
2331,9793,8.0,Debris Burning,35.90843,-91.64371,Apr,0,13.86248831,3.476894294,61.54162769,92.1,2014
2332,9795,1.57,Arson,31.276,-84.5957,Aug,0,26.33043478,3.2125,78.2543554,0.0,1997
2333,9798,1891.6,Lightning,40.7141,-114.7628,Jun,4,23.24233983,4.862395543,21.4735376,0.0,2000
2334,9804,25.0,Debris Burning,31.3447,-84.9765,Feb,0,7.856891496,4.623235294,64.78456592,0.0,1996
2335,9806,3.0,Lightning,37.45444444,-113.4063889,Aug,0,0.0,0.0,0.0,0.0,2001
2336,9809,320.0,Lightning,37.31407976,-81.74301351,Mar,1,16.234375,1.29921875,64.26984127,0.0,2012
2337,9812,5.0,Arson,47.65071439,-95.36524907,Apr,1,4.924074074,3.254166667,61.36887608,0.0,2012
2338,9814,1.0,Debris Burning,45.3577,-108.5643,Sep,0,11.9882904,3.523185012,40.93911007,3.0,2003
2339,9816,3.0,Debris Burning,35.152,-108.7506,Jun,0,15.34880015,6.644050208,80.36151487,1187.0,1995
2340,9819,1.0,Utilities,45.40166667,-114.20194440000002,Sep,0,17.70264966,1.395383104,45.82612967,0.5,2007
2341,9822,1.0,Arson,34.4476,-92.72578,Sep,0,27.89341772,1.49721519,68.80203046,2.1,2011
2342,9829,2.0,Arson,34.82166667,-95.24916667,Nov,0,13.13779528,2.918372703,61.94225722,0.5,2012
2343,9831,1.0,Debris Burning,39.8025,-120.46666670000002,May,0,16.90441176,4.173394495,30.77631579,0.0,2001
2344,9836,40.0,Accidental,34.54744345,-89.77323512,Feb,0,4.786944444,4.077777778,59.41107872,270.0,1995
2345,9839,2.0,Arson,35.89916667,-95.01972222,Jun,0,25.22242817,2.217886932,72.32170119999999,0.0,2012
2346,9844,1.5,Arson,31.5664,-81.374,Aug,0,30.42248521,2.064497041,64.38461538,21.0,1993
2347,9845,18.0,Arson,35.64200001,-94.70616665,Mar,0,8.95761079,4.0452793830000005,56.87536232,0.0,2009
2348,9846,1.0,Arson,43.69001,-116.18031,Jul,0,23.56643026,3.13060241,36.89879518,6.1,2001
2349,9847,6.5,Debris Burning,36.85527778,-84.40444444,Feb,2,3.753541076,2.428026692,63.56057495,0.0,2011
2350,9851,2.0,Arson,27.1977,-80.3915,Jan,0,0.0,0.0,0.0,0.0,2012
2351,9852,1.55,Arson,42.66672401,-73.63833252,Apr,0,9.182170543,3.272093023,48.14147287,9.6,2005
2352,9854,7.0,Accidental,36.285,-115.5225,Jun,2,26.18181818,3.761538462,20.30769231,0.0,2004
2353,9856,1.17,Debris Burning,31.17097222,-82.44533333,Oct,0,19.40591133,1.69039604,73.38046272,0.0,2012
2354,9860,640.0,Debris Burning,42.55027778,-119.6358333,Aug,2,21.91011236,2.078651685,36.34831461,0.0,1997
2355,9877,1.0,Arson,40.3778,-110.0297,Mar,0,1.020779221,1.5625329819999998,61.17724868,1.5,2009
2356,9881,3.0,Accidental,37.68891084,-81.13873682,Apr,0,13.11161731,4.366059226,69.23923445,40.4,2001
2357,9882,4.88,Debris Burning,32.1321,-81.3881,Feb,0,-10.89263804,4.533128833999999,77.70129870000001,0.0,1996
2358,9885,24.4,Arson,41.60354,-87.22889,Apr,1,5.546218487000001,5.080252101,0.0,0.0,1995
2359,9890,1.0,Arson,43.2688328,-78.04637361,Mar,0,0.71219963,4.20037037,66.63148148,132.0,2009
2360,9893,5.0,Lightning,38.65,-109.15,Jul,2,18.1,0.0,43.66666667,0.0,1995
2361,9895,5.0,Debris Burning,32.847,-94.4005,Jul,1,25.98543689,1.149027237,75.74027237,0.0,2012
2362,9898,1.0,Debris Burning,40.63819,-96.25088,Apr,0,12.88157407,5.036851852,63.69859155,60.8,2012
2363,9903,12.79,Debris Burning,32.5957,-83.9138,Jun,0,25.94,2.891388889,67.01392758,301.2,1993
2364,9911,3.0,Debris Burning,48.8555,-99.9003,May,0,2.72972973,4.873134328,69.55569782,0.0,2013
2365,9913,11.2,Arson,31.6522,-81.6141,Mar,0,17.1712963,3.09212963,63.65865385,46.7,1997
2366,9925,6.0,Arson,33.928148,-85.820398,Sep,0,22.55534532,1.7018921480000002,70.43424787,85.3,2007
2367,9929,225.0,Lightning,32.485,-105.7606,Jun,1,27.94057567,3.873259053,20.87418453,0.0,2010
2368,9932,1.0,Arson,47.9914,-99.0,Sep,0,13.64799253,4.278932584,66.59082397,18.6,2008
2369,9935,1.36,Arson,41.46407417,-74.55763499,Apr,0,5.310408922,4.48455814,56.34770115,111.3,2009
2370,9937,10.0,Debris Burning,35.08636,-91.96993,Feb,0,-0.06422629,2.6868552410000004,73.03374778,20.4,2014
2371,9945,600.0,Lightning,44.1367,-99.1069,Jul,0,24.7052356,3.550802139,58.10962567,0.6,2006
2372,9951,200.0,Lightning,38.75,-112.0174,Sep,0,27.80722222,4.107777778,80.53932584,0.0,1992
2373,9954,40.0,Lightning,38.7833,-112.7341,Jul,3,26.92921348,2.257303371,27.16853933,0.0,1994
2374,9955,30.0,Debris Burning,35.66366666,-94.55949999,Aug,0,29.4530095,1.5038014780000002,66.11700975,0.0,2010
2375,9960,2.0,Lightning,36.017,-108.7993,Jul,1,22.44285714,2.419312169,37.9047619,8.9,2007
2376,9962,35.0,Arson,31.48367782,-90.17850227,Feb,0,10.65675676,3.14972973,76.53513514,0.0,1992
2377,9963,1.0,Accidental,32.576581,-116.7457,Jul,0,17.55269923,2.221336761,76.34300792,0.0,1999
2378,9964,0.8,Debris Burning,35.345,-79.155,Sep,0,23.327762300000003,0.990807799,61.92941176,0.0,2010
2379,9969,2.0,Lightning,40.8131,-111.1919,Oct,0,18.89911935,0.919166667,0.0,0.0,2008
2380,9978,80.0,Lightning,46.95,-108.8674,Sep,2,19.44101124,3.572752809,39.12921348,13.0,1996
2381,9984,5.0,Debris Burning,33.8567153,-89.1079733,Mar,0,11.29470752,2.647632312,64.99721448,0.0,1994
2382,9985,1.0,Utilities,32.8362,-109.0626,Jan,0,8.524717513999999,1.89039548,65.64689266,0.0,1995
2383,9988,2.5,Accidental,31.43527778,-110.3497222,Jun,1,0.0,0.0,0.0,0.0,2004
2384,9991,990.0,Arson,36.77888889,-84.315,Apr,6,8.067475728,3.1951456310000004,63.37593985,54.4,2002
2385,9995,45300.0,Utilities,34.57305556,-118.6983333,Oct,26,17.00527578,1.798321343,56.61870504,12.4,2007
2386,10001,30.0,Arson,31.3493349,-89.99123519,Jun,0,27.36490251,1.83454039,62.86072423,0.0,1998
2387,10002,30.0,Accidental,34.22666667,-116.7430556,Jun,2,22.06024096,4.096202532,51.73239437,0.0,2001
2388,10004,1.0,Lightning,36.40916667,-106.2977778,Jun,0,19.82227222,4.025646794,29.06974128,22.4,2002
2389,10012,125.0,Utilities,41.066481,-121.7052,Jun,4,27.32209945,3.128453039,33.49723757,0.0,1999
2390,10014,1.0,Arson,41.039,-123.6542,Mar,0,7.651096491,2.721929825,80.79136691,89.2,2010
2391,10020,5.0,Debris Burning,38.45882172,-81.31424362,Mar,0,7.128035714,3.1272401430000003,64.29569892,107.6,2011
2392,10028,19.0,Debris Burning,33.74163,-91.68983,Nov,0,15.53134715,1.753766234,73.52467532,19.6,2014
2393,10033,53.0,Utilities,45.18137551,-87.64286583,Apr,0,1.672625698,3.629888268,55.28212291,0.0,1994
2394,10034,1.64,Utilities,43.17056265,-77.7062548,Apr,0,7.89291498,4.306275304,65.8097166,56.2,2006
2395,10039,1.25,Utilities,41.0982,-74.0162,Apr,193,12.39789227,3.849882904,55.14519906,36.4,2014
2396,10043,0.8,Lightning,48.61361111,-117.4258333,Jul,17,22.05257453,2.863372093,44.48546512,3.8,2015
2397,10049,32.4,Debris Burning,35.1743,-95.9306,Apr,4,14.72470309,4.587173397,57.99524941,21.5,2014
2398,10050,1.0,Lightning,45.725,-115.065,Aug,55,0.0,0.0,0.0,0.0,1999
2399,10053,0.8,Utilities,37.70985822,-81.08008657,Mar,0,2.113983051,4.54924406,73.15675676,55.3,2001
2400,10058,0.6,Utilities,36.4295,-84.94365,Oct,5,18.26774892,1.3136363640000002,66.46089385,21.3,2007
2401,10064,10.0,Utilities,42.63549,-98.91016,Mar,0,3.054139535,4.612465116,52.92,0.8,2015
2402,10067,68.0,Debris Burning,38.44237,-83.3052,Nov,0,9.436549165,2.067669173,62.74898785,113.4,2010
2403,10074,46.0,Lightning,30.5826,-81.9129,Jan,0,0.0,0.0,0.0,0.0,2014
2404,10075,10.0,Arson,31.00608648,-89.32853583,Apr,0,14.05783784,3.27027027,68.02702703,0.0,1992
2405,10078,4.0,Utilities,35.2342,-96.6244,Dec,1,9.528037383,2.371495327,69.278826,0.0,2015
2406,10082,1.0,Debris Burning,39.44350904,-80.01300883,Mar,0,7.538461538,2.74863388,58.51169591,25.1,2000
2407,10088,3500.0,Lightning,38.8333,-109.7173,Jun,1,15.45555556,3.233333333,48.25,0.0,1995
2408,10091,0.74,Debris Burning,30.9332,-84.6334,Mar,0,13.80979827,2.919596542,59.36050157,38.7,2002
2409,10103,2.0,Debris Burning,33.488152,-81.399353,Dec,0,-6.403009259,2.711111111,0.0,0.0,2011
2410,10105,3.0,Utilities,33.189255,-81.215492,Apr,0,16.08938547,2.839423077,58.53319502,0.0,2014
2411,10106,3.0,Debris Burning,35.736883,-83.63941700000001,Mar,0,4.1,3.3615625,73.82204724,146.4,2013
2412,10110,6.0,Arson,35.1583,-98.2311,May,0,15.51363636,5.261969697,55.68794326,0.0,2011
2413,10116,3.0,Lightning,40.1633,-109.0154,Jul,1,24.67063712,2.024930748,21.97777778,0.0,2007
2414,10117,10.0,Lightning,47.1489,-108.2621,Jul,1,18.33057851,3.460881543,42.75206612,42.2,1996
2415,10120,6.12,Debris Burning,31.56580226,-84.23719759999999,Mar,0,15.02971175,2.806873614,67.77560976,0.5,2011
2416,10128,25.0,Lightning,31.7551,-81.8747,Sep,4,26.35175879,3.191959799,69.92857143,4.6,1997
2417,10134,2.28,Accidental,34.1559,-85.10799999999999,Mar,0,5.638983051,1.582608696,70.07826087,0.0,1992
2418,10136,12.0,Lightning,47.06305556,-114.6863889,Aug,3,22.46908665,2.407728337,38.70023419,1.6,2013
2419,10146,2.0,Debris Burning,39.54316037,-80.04829204,Feb,0,0.428211587,3.635768262,65.95360825,37.6,2004
2420,10147,1.0,Lightning,34.01666667,-108.705,Aug,0,35.0,2.5,12.0,0.0,1994
2421,10151,20.0,Arson,34.085732,-79.420265,Mar,0,11.9566855,3.08220339,66.21357063,0.0,2011
2422,10156,5.0,Accidental,33.95050776,-85.34643168,Jan,0,0.0,0.0,0.0,0.0,2012
2423,10162,2.0,Debris Burning,30.5039,-82.0803,May,0,22.0075,3.067777778,76.14331209999999,176.8,1994
2424,10164,6.0,Lightning,28.1663,-80.7189,May,0,23.09974619,3.97284264,71.58375635,47.8,2012
2425,10167,10.96,Debris Burning,33.1439,-83.0724,Mar,0,15.46361111,3.566944444,55.07042254,16.2,1994
2426,10172,10.0,Arson,31.2288437,-88.96688668,Mar,0,10.83611111,2.3227777780000003,61.71944444,0.0,1998
2427,10174,9.58,Debris Burning,33.0413,-83.7906,Feb,0,12.54,3.074675325,69.06388206,9.2,2000
2428,10182,2.0,Debris Burning,39.70129361,-80.30418293,Mar,0,4.616550117,4.381074766,60.93925234,15.9,2014
2429,10183,7.6,Lightning,37.6875,-111.8652778,Jun,4,14.51965602,4.688943489,48.23341523,7.7,2005
2430,10194,6.0,Arson,33.3334,-110.4507,May,0,18.48582834,2.332834331,25.72255489,0.0,1994
2431,10199,47.0,Debris Burning,34.778662,-87.79172700000001,Jan,0,0.0,0.0,0.0,0.0,2004
2432,10200,0.57,Debris Burning,32.2184,-83.5103,Feb,0,8.973684211,2.904155125,71.25367647,230.9,1994
2433,10201,3.0,Accidental,27.1645,-80.2245,Jun,0,28.25,4.951744186,63.63953488,0.0,2011
2434,10204,2.0,Debris Burning,35.78199,-92.37872,Mar,0,11.16233766,1.229684601,71.43533487,0.0,2015
2435,10210,22.0,Accidental,41.18743,-76.07203,Sep,8,14.61431127,2.4880434780000003,71.32246377,21.8,2014
2436,10217,20.0,Arson,31.20726946,-89.86943929,Mar,0,10.98305556,2.442777778,64.53055556,0.0,1993
2437,10224,7.5,Debris Burning,34.9572,-96.6186,Nov,0,10.00937207,4.4095595130000005,60.87830688,0.0,2008
2438,10225,1.0,Debris Burning,34.22916485,-89.82547208,Feb,0,3.986748216,2.995282051,59.50052687,0.0,2015
2439,10226,342.0,Arson,34.9138,-76.367778,Jun,30,0.0,0.0,0.0,0.0,1998
2440,10231,1.0,Arson,31.63194444,-92.51166667,May,0,13.61298343,6.432596685,75.19871795,0.0,2005
2441,10234,1.2,Accidental,41.69972222,-123.88055559999998,Aug,0,13.66194444,2.658611111,0.0,0.0,2014
2442,10237,25.0,Debris Burning,27.5849,-80.8464,Apr,0,20.10251631,2.808201305,71.28586839,0.0,2014
2443,10240,7.0,Debris Burning,33.6509139,-85.4107194,Mar,0,14.18240741,2.114537037,66.41158841,0.0,2011
2444,10248,11381.0,Utilities,37.75861111,-80.19888889,Apr,19,13.64583333,2.020738636,61.08995215,0.0,2012
2445,10257,10.0,Arson,31.49666667,-88.90833333,May,0,17.66763006,2.337283237,67.89017341,0.0,1997
2446,10258,1.0,Debris Burning,43.0013,-108.7682,Nov,0,-0.095,2.5375,62.54237288,24.3,1995
2447,10259,3.0,Utilities,37.18478,-87.91091999999999,Sep,0,22.51496259,2.206359102,68.68329177,2.3,2008
2448,10260,1.8,Debris Burning,33.0412,-83.6071,Feb,0,8.792431192999999,2.438106236,62.19761905,38.6,2001
2449,10261,3.0,Utilities,46.80055556,-103.4505556,Mar,0,-1.466390041,5.437422037,76.41452991,7.6,2006
2450,10262,2.0,Accidental,44.225,-85.875,May,0,6.514056225,3.892369478,65.34136546,0.0,1997
2451,10272,3.0,Debris Burning,32.99266675,-89.66809305,Sep,0,25.92473404,0.978989362,71.82841823,6.1,2013
2452,10278,0.53,Debris Burning,32.2183,-83.0848,May,0,18.19156909,3.173302108,67.96464646,21.1,1997
2453,10282,1.0,Arson,33.09232706,-89.12076858,Apr,0,14.37675676,3.556216216,65.76216216,0.0,1992
2454,10284,1.1,Accidental,33.7984,-110.129,Jul,0,25.46341463,3.831707317,36.93902439,27.0,1998
