,fire_name,fire_size,fire_cause,latitude,longitude,state,discovery_month,putout_time,Vegetation,Temp_pre_30,Wind_pre_30,Hum_pre_30,Prec_pre_30,remoteness,year
10028,DRE8819721,19.0,Debris Burning,33.74163,-91.68983,AR,Nov,0,16,18.00981941,2.4782805430000003,75.4405436,60.8,0.2225593100868141,2014
10035,HERREN,6.4,Other,45.19388889,-119.3083333,OR,Oct,1,9,15.05,3.322853186,52.97642164,9.2,0.485419940361012,2007
10043,LOST,0.8,Lightning,48.61361111,-117.4258333,WA,Jul,17,15,22.70327422,2.44247392,44.28912072,3.8,0.4655792430373169,2015
10049,PEACH GROUND,32.4,Debris Burning,35.1743,-95.9306,OK,Apr,4,15,12.2600224,4.261030235,61.61142217,101.4,0.2610955849155272,2014
10050,POET CREEK,1.0,Lightning,45.725,-115.065,ID,Aug,55,15,0.0,0.0,0.0,0.0,0.4423439392833903,1999
10053,S2001400066.0,0.8,Utilities,37.70985822,-81.08008657,WV,Mar,0,0,2.430064655,4.317083787,67.623498,124.9,0.1242151844720087,2001
10057,CAMPGROUND,15.0,Other,46.36272,-105.44931,MT,May,0,9,8.916912599,5.251759364,57.10538642,44.2,0.3472128752740588,2008
10058,CRABTREE,0.6,Utilities,36.4295,-84.94365,TN,Oct,5,0,18.73606195,1.188274336,69.14868421,30.2,0.1594146514897658,2007
10067,STRAIGHT FORK 2,68.0,Debris Burning,38.44237,-83.3052,KY,Nov,0,0,12.13617619,1.983254494,61.41304348,150.6,0.1436386802382032,2010
10072,TRUCK FIRE,2.0,Other,43.69083333,-105.3658333,WY,Jul,0,9,24.52962515,4.46703163,41.98756219,15.8,0.3471352697748535,2012
10074,FOREST RD. 215  (45),46.0,Lightning,30.5826,-81.9129,FL,Jan,0,12,14.10576271,2.804067797,78.8,0.0,0.1362642308038271,2014
10078,SPARK,4.0,Utilities,35.2342,-96.6244,OK,Dec,1,15,8.858141858,2.49005994,69.67728365,0.0,0.2675735713043972,2015
10082,MUDLLICK,1.0,Debris Burning,39.44350904,-80.01300883,WV,Mar,0,0,7.457978076,3.117990074,63.46989529,138.7,0.1139149462143092,2000
10088,VC#2,3500.0,Lightning,38.8333,-109.7173,UT,Jun,1,0,16.25555556,2.722222222,45.6875,0.0,0.3916746005275127,1995
10091,FY2002-DECATUR-104,0.74,Debris Burning,30.9332,-84.6334,GA,Mar,0,12,12.14492754,2.629130435,54.89377845,40.8,0.1603066034813334,2002
10100,WOLF,5.0,Other,35.1011,-96.6911,OK,Feb,1,15,6.231890875,4.601599247,60.93207547,0.0,0.2682830272529874,2008
10106,HATCHER MTN,3.0,Debris Burning,35.736883,-83.63941700000001,TN,Mar,0,15,4.863123467,3.408039377,69.70816158,199.2,0.1481184021848414,2013
10110,LAMAR,6.0,Arson,35.1583,-98.2311,OK,May,0,15,16.81602914,5.937340619,52.66407767,0.0,0.2827720539315499,2011
10113,LOZEAU NEST,2.0,Other,47.1,-114.7838889,MT,Oct,0,15,9.225225225,2.3027777780000003,0.0,0.0,0.4392108286323799,2001
10116,ROCK CREEK,3.0,Lightning,40.1633,-109.0154,CO,Jul,1,14,22.06689373,2.591280654,27.17053206,1.0,0.3841423203233305,2007
10117,BRATTEN,10.0,Lightning,47.1489,-108.2621,MT,Jul,1,15,18.44739803,3.5250704230000003,46.28732394,55.3,0.3744944133342744,1996
10120,FY2011-DOUGHERTY-019,6.12,Debris Burning,31.56580226,-84.23719759999999,GA,Mar,0,12,15.81592633,2.798049837,69.52544379,10.7,0.1562724300225471,2011
10136,NEMOTE,12.0,Lightning,47.06305556,-114.6863889,MT,Aug,3,15,21.62103408,2.2739130430000003,41.43713278,16.8,0.4382400431673354,2013
10146,OPEKISKA RD.,2.0,Debris Burning,39.54316037,-80.04829204,WV,Feb,0,0,-3.0775026910000003,3.708081897,70.88876772,83.4,0.1141797303015861,2004
10156,FY2012-POLK-032,5.0,Accidental,33.95050776,-85.34643168,GA,Jan,0,16,0.0,0.0,0.0,0.0,0.1645704501303324,2012
10159,CUT N TORCH,12.0,Other,37.50055556,-90.96833333,MO,Mar,0,0,0.0,0.0,0.0,0.0,0.2136454469393638,2000
10164,LAKE WASHINGTON RESERVE  (05),6.0,Lightning,28.1663,-80.7189,FL,May,0,12,22.71933086,4.356009913,69.27881041,103.0,0.1276559974862168,2012
10174,FY2000-MONROE-051,9.58,Debris Burning,33.0413,-83.7906,GA,Feb,0,16,7.348113207999999,3.325,67.74616293,97.9,0.1512106491424865,2000
10182,8608 MASON-DIXON HWY,2.0,Debris Burning,39.70129361,-80.30418293,WV,Mar,0,0,1.1782988,3.821724891,63.45524017,32.8,0.1163658249634249,2014
10183,STUMP 1,7.6,Lightning,37.6875,-111.8652778,UT,Jun,4,0,11.89617756,4.720987654,52.19506173,30.6,0.4135156892020422,2005
10194,PIZZA,6.0,Arson,33.3334,-110.4507,AZ,May,0,16,19.34501229,2.085307125,25.50909091,0.0,0.4021372745456772,1994
10201,HESS (43),3.0,Accidental,27.1645,-80.2245,FL,Jun,0,12,27.79775281,4.595362319,63.28695652,0.0,0.1241668598676906,2011
10210,GLEN LYON,22.0,Accidental,41.18743,-76.07203,PA,Sep,8,15,17.88915989,2.437306642,71.39763421,62.6,0.078648536822218,2014
10224,OLD LADY,7.5,Debris Burning,34.9572,-96.6186,OK,Nov,0,16,12.72463768,4.03941094,58.349593500000005,0.0,0.2676908973968757,2008
10225,1.07202E+13,1.0,Debris Burning,34.22916485,-89.82547208,MS,Feb,0,16,4.733203505,2.857729941,62.8033622,0.0,0.2050899621401956,2015
10226,ATLANTICFD,342.0,Arson,34.9138,-76.367778,NC,Jun,30,16,0.0,0.0,0.0,0.0,0.08446508391471,1998
10231,032 CHICO,1.0,Arson,31.63194444,-92.51166667,LA,May,0,12,10.55633609,5.903856749,66.33134328,0.0,0.2316429257764283,2005
10234,SHIP,1.2,Accidental,41.69972222,-123.88055559999998,CA,Aug,0,15,13.327121,2.6262865090000003,0.0,0.0,0.5335395557586406,2014
10237,TURKEY SLOUGH (47),25.0,Debris Burning,27.5849,-80.8464,FL,Apr,0,12,19.39571695,2.958845438,71.23796348,0.0,0.1292914214988045,2014
10240,"173233 CO RD 49, AL",7.0,Debris Burning,33.6509139,-85.4107194,AL,Mar,0,16,9.329777365,2.333395176,64.95494505,0.0,0.1653491022374296,2011
10241,INDIAN WELL FIRE  (67),1.0,Other,30.672,-85.762,FL,Nov,0,12,1.391446759,2.536111111,0.0,0.0,0.1706696679770694,2011
10248,ALLEGHANY TUNNELS,11381.0,Utilities,37.75861111,-80.19888889,VA,Apr,19,0,13.22290292,1.724269557,64.17495219999999,0.0,0.1163951156179716,2012
10257,TOUCHSTONE,10.0,Arson,31.49666667,-88.90833333,MS,May,0,12,16.48542024,2.289365352,64.14236707,0.0,0.1986067367313733,1997
10258,BLUESKY 4,1.0,Debris Burning,43.0013,-108.7682,WY,Nov,0,9,4.833194444,2.721805556,50.08963585,24.3,0.3805932578740445,1995
10260,FY2001-JONES-034,1.8,Debris Burning,33.0412,-83.6071,GA,Feb,0,16,8.342872228,2.457889126,69.40787949,106.6,0.149568069731137,2001
10261,WESTPORT 40-22,3.0,Utilities,46.80055556,-103.4505556,ND,Mar,0,15,-4.995530726,5.351444548,75.99905393,9.1,0.3277784460752873,2006
10262,WARFIELD ROAD,2.0,Accidental,44.225,-85.875,MI,May,0,15,7.34351145,4.144656489,63.62213739999999,0.0,0.1643923664990234,1997
10269,KING,1.0,Other,33.0848,-111.7029,AZ,Jul,0,16,33.98286969,2.860322108,20.39970717,0.0,0.4147122131460967,1994
10280,CAMP GERONIMO FIRE,7.0,Other,33.05462,-105.56162,NM,Feb,1,16,4.91086351,5.724591694,30.70574498,0.0,0.3544205375341722,2009
10284,AMOSWASH,1.1,Accidental,33.7984,-110.129,AZ,Jul,0,16,23.78888889,5.346111111,29.63333333,27.0,0.398646029015028,1998
10289,LEFFLER (64),2.3,Lightning,28.9499,-81.1104,FL,Jun,0,12,26.38657407,4.143160377,68.76315789,0.0,0.1304578893521781,2014
10302,BENA 1,1.5,Other,47.34305556,-94.21055556,MN,May,0,15,7.1989700370000005,2.144557477,54.3840812,0.0,0.2400805806407084,2007
10315,FY2015-COFFEE-012,24.0,Lightning,31.43761111,-83.02886111,GA,Jul,0,12,27.9082397,1.8957397,69.04345772,0.0,0.1455540522343792,2014
10327,BEAVER CREEK,1.0,Lightning,47.38,-113.6383333,MT,Aug,1,15,0.0,0.0,0.0,0.0,0.427682554233638,1996
10336,FY2014-EMANUEL-040,2.3,Debris Burning,32.56494444,-82.34302778,GA,Mar,0,12,12.23287015,2.233780546,69.13870968,0.0,0.1386178256178947,2014
10339,COUNTRY,1.0,Utilities,34.46,-118.1933333,CA,Aug,0,16,31.58546638,5.601956522,21.50980392,0.0,0.4789659160270063,1995
10341,UNNAMED FIRE 0102,120.0,Arson,35.224236,-119.4797,CA,Aug,0,15,29.03735955,2.964366197,43.21971831,0.0,0.4915757424465639,1998
10345,LIVINGSTON - 179,5.0,Utilities,30.32120556,-95.36041667,TX,Jul,0,12,28.90263789,2.346642686,69.8691358,49.5,0.2591621824716879,2009
10349,748,1.0,Debris Burning,31.52407933,-89.69814558,MS,Oct,0,12,21.85928004,2.219606004,67.08825065,37.6,0.2058108027313248,2015
10350,ABBY,1.0,Other,33.3353,-110.4423,AZ,May,0,16,19.77394035,4.443710692,23.51257862,2.5,0.4020529528323771,2003
10351,17,15.0,Debris Burning,31.98224276,-90.25311861,MS,Jul,0,12,26.9798895,2.988902007,75.85596222,126.5,0.2105625715202534,2015
10360,FORT FAIRFIELD,1.5,Arson,46.70000093,-67.883332,ME,May,0,15,5.099171271,3.5027624310000003,54.18232044,0.0,0.0069707128953553,1992
10364,(65) BETHEL RD FIRE,2.5,Debris Burning,30.24,-84.335,FL,Feb,0,12,9.721262767,2.128824627,73.91074856,170.8,0.1581662593136799,2011
10368,4.52014E+12,275.0,Debris Burning,30.3414026,-89.44135665,MS,Jan,1,12,8.435329341000001,3.707784431,0.0,0.0,0.2043649179243947,2014
10372,GODDARD,1.0,Lightning,46.07111111,-115.60666670000002,ID,Sep,3,9,17.72399445,0.59778086,74.43055556,56.6,0.4477057094330716,2009
10378,FIVER POINTS #1,20.0,Utilities,35.042266999999995,-87.37,TN,Feb,0,15,4.050364204,2.83735692,75.32234043,39.0,0.1821723640516594,2011
10383,DUKE,2.5,Lightning,34.53833333,-110.9333333,AZ,Aug,0,16,26.41573034,2.338418079,39.93678161,44.3,0.4061155030233312,1997
10385,1.59201E+13,1.0,Accidental,32.94095615,-89.31184577,MS,Jan,0,12,6.040712468,1.511959288,77.99694190000001,0.0,0.2012540857870244,2014
10389,8106,13.66,Debris Burning,30.91368333,-93.82838333,TX,Oct,0,12,24.44447048,1.374542897,69.72808251,0.0,0.2444058831670144,2015
10397,MASON,2.0,Lightning,32.998269,-116.421931,CA,Jul,1,12,0.0,0.0,0.0,0.0,0.4620101312851361,1998
10399,TIOGA,13.2,Lightning,37.99,-119.145,CA,Jul,2,0,20.49705882,3.292647059,22.19117647,0.0,0.4865938569257648,1996
10401,ABBEY,10.0,Arson,34.045,-89.80333333,MS,Jan,0,16,14.23714286,4.071428571,79.89156627,7.9,0.205007476811355,2003
10412,CB RANCH,7.0,Lightning,45.91472222,-114.1444444,MT,Aug,0,15,21.4647343,2.036763285,40.77756286,1.8,0.4330648818856153,2005
10418,SHAFFER,250.0,Utilities,40.3832,-120.3511,CA,Jul,0,14,21.87486111,3.50125,39.97638889,32.8,0.4977625194250048,1995
10429,FY2011-FLOYD-107,0.83,Other,34.18579553,-85.30847681,GA,Jun,0,16,20.83549383,1.254715026,71.2544317,51.2,0.1640741263180076,2011
10445,FY2003-JENKINS-014,3.19,Arson,32.84728427,-82.10708776,GA,Aug,0,12,27.98032995,1.329904762,63.8611465,0.0,0.1363191785569175,2002
10453,MILLER CREEK FIRE,1.0,Debris Burning,35.243016,-82.056933,NC,Feb,0,15,5.051740139,1.869791183,56.24858174,36.4,0.1342989247309514,2015
10460,FY2016-WARE-004,55.0,Arson,31.19438889,-82.66744167,GA,Jul,0,12,27.93050928,1.891670633,73.89840881,0.0,0.142512372859888,2015
10461,PALA,10.0,Other,33.43333333,-117.0833333,CA,Jul,0,16,20.39208333,2.602638889,59.66944444,0.0,0.4683944293020008,1992
10463,PARKER TICKET,0.6,Arson,35.01916667,-93.85055556,AR,Jul,0,15,24.07912458,1.237373737,78.30573248,197.2,0.2417603415654041,2000
10465,JUDGE,1.0,Other,48.8517,-100.0304,ND,Apr,0,15,2.146054181,6.568674699,71.11111111,21.1,0.2946487994044566,2000
10470,KAVENA,1.0,Accidental,35.8997,-110.2644,AZ,Jul,0,15,24.01396277,5.08018617,13.71143617,1.6,0.3986613825275771,2011
10471,HUGHES CR,1.0,Other,66.0661,-154.3026,AK,May,6,0,8.113272727,2.011893204,61.77939317,0.0,0.8654469325216896,2004
10472,CRYSTAL,1.0,Other,38.591231,-120.862219,CA,Nov,0,0,15.48176292,2.063829787,49.86135182,0.0,0.5038329591735871,2003
10473,FY2000-GRADY-103,7.2,Debris Burning,31.0188,-84.3547,GA,Mar,0,12,16.19252874,3.813969336,65.37890625,0.0,0.1577386217176652,2000
10480,FRY,1.0,Accidental,35.05555556,-111.7719444,AZ,Jul,1,15,18.20210526,2.571445358,45.43478261,47.8,0.4141046018561873,2009
10487,OLD CYPRESS STUMP(21),8.0,Lightning,29.6555,-82.7174,FL,Jun,0,12,27.33414634,2.314356436,64.79455446,16.1,0.1441631425424414,2011
10491,ASTRO (53),40.0,Arson,27.9,-81.7616,FL,Jan,0,12,18.38573744,2.785218978,71.78484108,0.0,0.1371314207970291,2012
10492,FY2011-COFFEE-059,0.8,Debris Burning,31.57453947,-83.04946123,GA,Feb,0,12,10.51437848,1.917764378,65.06557377,0.0,0.1456358991769355,2011
10499,ECKERTY Y,8.6,Utilities,38.33333333,-86.62222222,IN,Mar,0,0,0.239213545,3.316174863,65.46557377,0.0,0.1735332562262272,2003
10501,OLD DUMP,15.0,Arson,31.19166667,-89.02666667,MS,Mar,1,12,11.32617354,2.613817664,71.99430199,0.0,0.1999168735661129,1995
10502,FLAT TOP,34.0,Other,42.8517,-113.6947,ID,Jul,0,4,22.95620053,2.999604222,47.57519789,10.4,0.4294739382984855,2012
10503,SQUAW RUN RD,10.0,Utilities,40.89853,-80.25775,PA,Mar,0,15,-0.23255814,3.503023256,57.24941176,0.0,0.115430076326602,2014
10504,1,2.0,Other,39.57,-95.3,KS,Jan,0,0,-0.0554240629999999,3.928063241,81.90711462,10.7,0.2528102490534805,2015
10505,WATSON,20.9,Utilities,32.6233,-103.3283,NM,Feb,0,12,8.142458101,5.091620112,37.46397695,0.0,0.3331149472471602,2011
10507,INDIAN CREEK,172.0,Lightning,45.21,-106.06,MT,Jul,2,9,19.23636364,1.821212121,71.73076923,43.0,0.3534347502528714,1995
10510,TOWN,6.0,Arson,35.6106,-88.59343,TN,May,0,15,16.76552147,3.450306748,66.95460123,86.9,0.192958818251713,2007
10514,CSRAILROAD,250.0,Other,45.86666667,-119.1666667,OR,Aug,0,15,26.61495845,2.753601108,53.78481013,8.9,0.4838035701660741,1998
10515,SUBSTATION,47.0,Arson,37.47666667,-91.1,MO,Oct,0,0,15.87247421,7.747925685,79.78026985,92.0,0.2148705891671529,1995
10516,RIVER ROAD # 1,1.0,Debris Burning,35.28533333,-77.25398333,NC,Feb,0,15,6.604015444,2.554903475,75.83095238,0.0,0.0919549585736421,2013
10522,BOAR,1.0,Accidental,47.7372,-102.668,ND,Jun,0,15,11.13687351,4.599880668,68.61286408,162.3,0.3200614095956087,2004
10528,SHADOW,12.0,Arson,34.44138889,-118.3641667,CA,Jun,0,16,26.48831169,1.989238845,0.0,0.0,0.4807130487510438,2000
10534,LEFT FORK OF BIG LYNN CREEK,9.0,Arson,38.13984025,-82.40681901,WV,Mar,0,0,10.27791017,2.907940905,64.23292797,171.4,0.135776981557548,2012
10542,POINT,1762.0,Accidental,36.44833333,-112.1183333,AZ,Jun,4,0,28.22041667,3.858611111,76.00694444,0.0,0.4167141698765659,1993
10548,POTOSI,81.0,Lightning,35.9933,-115.4672,NV,Jul,1,15,34.47320442,5.03301105,7.263812155,0.0,0.4504697007079341,2007
10550,120352-11043-03122015-1341,1.0,Other,37.90372,-90.6946,MO,Mar,0,0,-2.580630213,3.356003709,67.82123979,56.9,0.2109134898289804,2015
10553,1.17201E+13,3.0,Accidental,34.56095037,-88.42473709999999,MS,May,0,16,15.16706105,2.965340909,65.22147651,0.0,0.1920720310369754,2014
10555,POWER,5.5,Other,34.59055556,-118.45555559999998,CA,Aug,0,16,27.10563187,4.938812155,28.01936376,1.0,0.4815461489515331,2014
10557,HILLVIEW#1,33.0,Lightning,33.96061,-116.18194,CA,Aug,1,16,32.60233918,2.647214076,31.8372434,0.0,0.4589377818328286,1999
10564,FY2002-MCINTOSH-059,2.24,Debris Burning,31.4979,-81.3948,GA,May,0,12,23.89473684,3.624641148,57.97777778,51.1,0.1309659906333276,2002
10568,HAYBARN RD(64),2.0,Other,29.3511,-81.4942,FL,Jan,0,12,10.51515222,0.0,0.0,0.0,0.1335294611687776,2013
10569,MAVERICK,1.7,Other,38.89366,-121.400336,CA,Jul,0,0,25.42762221,3.693925012,41.60227812,0.0,0.5092029654300148,2015
10574,HAMMONTON,9.0,Other,39.166905,-121.446756,CA,Jun,0,0,20.58267442,3.02372093,50.49825378,1.3,0.5095474901162418,2012
10577,CORN FIELD,6.3,Arson,48.0375,-105.7586,MT,Apr,0,15,1.5066257669999998,4.429135802,59.09753086,4.9,0.3498852419962928,2014
10582,STEVEN'S ROAD,45.0,Lightning,38.26805556,-75.57638889,MD,Jul,0,0,26.44559304,2.372905332,71.84903519,97.1,0.075687635533314,2011
10590,SOLID WASTE,2.0,Arson,48.1061,-105.1786,MT,Apr,0,15,8.772093023,4.41544186,60.4,381.1,0.3442415783795149,2006
10592,COBRA,1.0,Lightning,34.98055556,-111.6319444,AZ,Sep,9,16,17.65325581,2.234430082,48.71210341,54.6,0.4127614397287136,2009
10599,EAST PENINSULA,1.0,Other,47.98,-102.5911,ND,Jun,0,15,11.54421569,5.463064833,69.3434238,11.4,0.3192796493855929,2015
10609,30174,6.0,Other,35.49111665,-95.00923333,OK,Mar,0,15,2.646248086,4.000459418,75.85553471,86.4,0.2522757548651901,2003
10613,ASENAPER,1.0,Arson,34.6222,-98.7742,OK,Jan,0,16,5.026814815,4.754666667,62.34724292,13.0,0.2882504471296832,2009
10617,RUBBLE,1.0,Debris Burning,25.8621,-97.4197,TX,Jul,1,12,28.09089888,4.12505618,78.41588785,131.2,0.282362521026321,2003
10634,CROOKSTON,14453.0,Utilities,43.059847,-100.972106,SD,Oct,2,9,25.68320802,4.276541353,70.90125313,0.0,0.3050312460606648,2012
10642,TATER HEAD,50.0,Arson,30.301111,-89.958333,LA,Sep,0,12,0.0,0.0,0.0,0.0,0.2091326073317878,1997
10643,FY2002-HARRIS-091,2.03,Debris Burning,32.7503,-85.0722,GA,Apr,0,12,17.20444444,2.857777778,61.94906832,34.0,0.1629188116638242,2002
10646,ROSITA#2,3.0,Lightning,35.45,-101.8505,TX,Oct,0,15,14.74229607,5.493333333,57.10520362,12.8,0.3170548669115671,2000
10658,CALAVERAS,1.0,Lightning,36.03416667,-106.6516667,NM,Jun,1,0,18.97777778,3.693103448,41.24137931,0.0,0.3631239006906057,2001
10661,VIEW,49.0,Lightning,35.84638889,-106.5516667,NM,Sep,16,15,18.70185185,2.65537037,47.5339851,0.0,0.3622598693414147,2009
10666,LITTLECOY,27.2,Debris Burning,45.5667,-106.3006,MT,Jun,0,15,13.8030303,3.404040404,61.40816327,27.5,0.3556837443501917,1992
10667,NW-BLKPINN,1.8,Lightning,36.2833,-109.2173,AZ,Aug,0,0,28.15625,5.285694444,72.13472222,0.0,0.3881128376244829,1994
10674,HOCKEY PUCK,63.0,Lightning,35.9408,-113.1858,AZ,Jul,6,15,20.93734777,2.587415426,20.02841678,0.5,0.4276426055083295,2007
10679,FRENCH RIDGE,2.5,Lightning,47.63666667,-121.0197222,WA,Jul,4,15,14.06161616,2.665197429,69.80899908,29.1,0.5023633507263257,2009
10682,TANBARK,1.0,Lightning,34.18861111,-117.76555559999998,CA,Jun,0,16,1.0,0.0,0.0,0.0,0.4748010811213059,2009
10688,M-115 MUSHROOM,2.0,Accidental,44.3375,-85.59138889,MI,Apr,0,15,6.9527121,3.581641168,62.04078762,0.0,0.161799657418636,1999
10691,10 MI RY,1.2,Lightning,48.3242,-105.0925,MT,Sep,0,15,20.20696056,2.94612529,50.44315545,20.7,0.3433709176074848,2006
10695,1051,1.0,Utilities,31.75407748,-89.1485255,MS,Oct,0,12,20.74033535,1.957801584,64.42105263,0.0,0.2006106582903892,2015
10697,COP,4.0,Other,33.3451,-110.4573,AZ,Jun,0,16,21.95585542,2.352700096,23.987946,0.0,0.4021945358608538,1995
10706,BUCKEYE,1.4,Utilities,32.472570000000005,-103.27088,NM,May,0,12,21.48314607,5.653239437000001,22.33144476,0.0,0.332668610318263,2011
10708,DOG BAR,1.0,Debris Burning,39.092824,-121.001254,CA,Nov,0,0,17.40277778,1.979475309,57.99409554,0.0,0.5050123017603347,2010
10713,GLADWIN 03,0.8,Debris Burning,44.13712,-84.47913,MI,Mar,0,15,0.290051584,3.887952698,77.23994039,132.8,0.151851640558456,2012
10715,P.COMEAU,1.0,Lightning,45.8475,-100.821,SD,Jul,0,15,23.25806452,4.819969743,69.07305936,99.5,0.3027677412670855,2001
10720,BAKKEN,1.0,Arson,46.812,-95.987,MN,May,0,15,8.146431881,4.307460612,58.95227062,0.0,0.256796463198053,2011
10727,C-256,125.0,Other,31.02194444,-93.2025,LA,Mar,0,12,10.33590713,3.568196544,85.41109531,111.8,0.2385062222933369,2015
10738,ANTELOPE CREEK,100.0,Lightning,47.1583,-106.3017,MT,Jul,0,15,21.548,3.956413793,47.95310345,8.8,0.3553320285378785,2006
10740,4.52014E+12,30.0,Debris Burning,30.42264439,-89.52110640000001,MS,Feb,0,12,7.60472879,4.46077886,0.0,0.0,0.2050311398023745,2014
10741,COON BRANCH,1.0,Debris Burning,37.43458839,-81.8173359,WV,Apr,0,0,8.01018078,3.12849667,58.70101107,0.0,0.1309040666409344,2015
10750,BRININSPOOL,5.0,Lightning,32.396667,-103.660833,NM,Apr,0,12,16.55982143,4.591071428999999,31.30326797,0.6,0.3364821865471195,2012
10752,DEEPSLEEP1,1.0,Arson,41.0832,-123.6262,CA,Aug,0,15,14.67085954,2.138929696,85.8587156,13.5,0.5311547249807982,2003
10759,TEN MILE,5.0,Lightning,42.0554,-117.8374,OR,Aug,1,9,30.31578947,2.670676692,20.44360902,6.8,0.4714786611394701,2005
10760,VALLEY,425.0,Arson,36.015,-118.8178,CA,Jul,1,0,24.96292683,2.64499756,40.57519531,181.6,0.4843565287583058,2003
10761,FY2002-FLOYD-051,18.82,Debris Burning,34.3273,-85.0063,GA,Feb,0,16,0.0,0.0,0.0,0.0,0.1612618163643344,2002
10788,TAMARACK NORTH WFU,29.0,Lightning,44.99972222,-115.3211111,ID,Aug,18,15,18.57557355,1.940620783,47.82417582,0.3,0.445108173329777,2006
10803,CONSOLIDATED,1.1,Other,44.02347,-107.87622,WY,May,0,15,10.12082294,3.500626566,50.46037736,4.9,0.3715085963323716,2012
10812,KINGS,3.27,Other,31.4208,-109.6305,AZ,Mar,0,12,13.75128552,3.373770492,30.58879781,11.3,0.3954098265603056,2014
10815,SW ADDISON (14),6.0,Debris Burning,27.1391,-81.9459,FL,Jan,0,12,21.09727273,4.202727273,82.77272727,14.7,0.1394423957019017,2014
10818,FY2014-APPLING-024,0.62,Debris Burning,31.79027778,-82.15527778,GA,Mar,0,12,11.77345216,2.196575985,67.59109646,0.0,0.1375060378240999,2014
10822,LIVINGSTON - 596,27.0,Lightning,30.232,-93.8009,TX,Jul,0,12,28.14745684,3.121205044,71.7786761,0.0,0.2446805703456969,2011
10825,PINE TOP FIRE,1.0,Debris Burning,34.86196666,-78.34041666,NC,May,0,16,18.78501629,2.066682178,70.40609391,89.4,0.1017199593404296,2014
10840,CLINIC,25.0,Arson,36.0303,-118.7992,CA,Jul,1,0,25.69956668,2.663023592,45.63408763,1.0,0.4841582654629388,2006
10856,15TH WAY (21),3.0,Debris Burning,29.7169,-82.8321,FL,Jan,0,12,15.52098569,1.835612083,78.57580645,8.1,0.1451365437704501,2012
10862,POITRA,5.0,Accidental,47.6669,-101.8375,ND,Jul,0,15,18.14612188,4.541274238,66.05409154,34.4,0.3121026005624168,2006
10871,26,1.0,Arson,47.9842,-98.9956,ND,Apr,0,15,2.049074074,5.014080593,69.23668365,38.4,0.2849505053859433,2010
10874,PETE LOOP,2.6,Lightning,48.75805556,-118.5555556,WA,Aug,3,15,24.38525547,3.135620438,44.88394277,12.4,0.4770213821689306,2012
10876,LANCASTER HILL,103.0,Lightning,30.71333333,-101.6541667,TX,Aug,6,12,31.4700831,3.507391911,45.43514644,0.0,0.3184450726880801,2015
10878,AGRICOLA,200.0,Arson,34.047087,-86.05801600000001,AL,May,0,16,20.88422035,1.834796824,58.67631948,4.1,0.1709264611690388,2007
10880,WOODY GRADE,1.7,Lightning,47.02418018,-116.9936696,ID,Jul,1,15,20.57486413,2.215006821,50.7899045,5.9,0.4614870747203918,2014
10896,GLOW,3.0,Other,37.585,-119.7116667,CA,Sep,1,0,17.21153956,7.207859465,80.28327699,1171.5,0.4925855149619198,1995
10899,NYLANDER,4.0,Other,42.8275,-110.5247222,WY,Jun,2,4,12.62431012,3.998408488,41.30106101,4.6,0.3979663421185679,2007
10900,OTTO,2.0,Debris Burning,33.3017,-110.4573,AZ,Apr,0,16,15.01730673,2.301297405,27.41417166,0.0,0.4022241435300471,1995
10903,LEONA,622.0,Other,34.6,-118.3176,CA,Aug,4,16,28.75732759,5.819109195,21.87338129,0.0,0.4801383808424428,1994
10912,JACKSON LN FIRE,0.57,Other,45.881926,-88.103308,WI,May,0,15,4.033024977,3.520999075,73.42581888,32.6,0.1841423029999351,2014
10913,WILLIAMS DITCH ROAD (17),3.4,Lightning,30.6317,-87.2909,FL,Jun,0,12,25.27310924,3.416521739,72.1826087,0.0,0.1845379506984965,2011
10922,435,1.0,Other,31.36938763,-90.37785038,MS,Sep,0,12,24.94814815,1.845604964,74.0971831,66.7,0.2121611946462063,2015
10949,RUTHLESS,12.0,Other,43.1344,-102.3731,SD,Aug,0,9,22.8469697,4.0578088580000005,63.07962529,154.5,0.3184248620022476,2008
10950,BUGGY FIRE,20.0,Debris Burning,31.52205,-95.48921667,TX,Apr,0,12,19.14477958,2.311183295,67.01680185,0.0,0.2594480622367572,2010
10953,WP RUNWAY,1.0,Accidental,48.0964,-105.5825,MT,May,0,15,12.63436123,4.125991189,52.73018293,18.3,0.3481640582891794,2000
10954,RAINBOW CREEK,5740.0,Lightning,43.1425,-122.4594444,OR,Sep,41,9,19.0505102,1.337117347,62.50257732,14.8,0.5183361852849895,2009
10955,GOLDEN GULCH #1,10.0,Lightning,46.61861111,-113.5858333,MT,Jul,5,15,18.99408284,4.338636364,42.84090909,0.0,0.4273143259492378,2001
10963,NEW CREEK,0.7,Lightning,39.03789115,-79.21406426,WV,Aug,0,0,19.52364696,1.177518734,76.32188295,33.7,0.1070698051035587,1999
10964,Z,12.0,Lightning,41.77751,-119.78882,NV,Aug,1,15,17.24573864,3.291465149,45.056899,0.0,0.4914420765931111,1999
10969,THREESIXFOUR,1.0,Other,34.80666667,-111.9094444,AZ,Jul,0,16,25.30097538,3.751648862,15.04876916,0.0,0.4156261899001634,2011
