,fire_size,fire_cause,latitude,longitude,discovery_month,putout_time,Temp_pre_7,Wind_pre_7,Hum_pre_7,Prec_pre_7,year
8923,10.0,Accidental,44.50333333,-112.655,Oct,1,5.389830507999999,3.620689655,48.54385965,0.0,1999
8926,2.0,Arson,37.16861111,-119.43444440000002,Dec,0,7.031840796,2.123115578,75.20710059,0.0,1999
8927,10.0,Debris Burning,34.11981666,-78.00661666,Mar,0,6.667065868,6.749700599,0.0,0.0,2014
8928,6.0,Arson,30.830059,-88.403211,Apr,0,20.31081081,3.244401544,75.86100386,0.6,2004
8935,3.0,Arson,34.47918,-92.75313,Sep,0,24.04842105,2.036842105,64.46842105,20.3,2012
8939,2.6,Accidental,37.0792,-108.7357,Jul,0,24.68783784,2.1,20.38181818,0.0,1995
8941,6.0,Debris Burning,33.505464,-85.947673,Apr,0,10.44604651,3.115813953,63.86772487,25.6,2004
8946,40.0,Arson,33.75900002,-94.59816666,Apr,0,17.93069307,4.7536633660000005,59.41386139,0.0,2011
8948,1.5,Accidental,43.2428,-100.8601,Oct,0,11.12650602,4.75,43.71686747,0.0,1999
8949,3.0,Accidental,37.75947952,-86.20359802,Mar,0,5.934848485,4.467045455,67.83657588,29.5,2013
8954,1.0,Accidental,37.0086111,-88.1283333,Sep,0,23.62701422,2.693809524,65.68571429,84.8,2010
8956,1.0,Lightning,47.8638,-114.7071,Aug,0,21.57419355,1.925806452,26.0,0.0,1993
8964,4.0,Lightning,29.2234,-82.6479,Sep,0,26.42973523,1.674285714,78.14444444,0.0,2011
8971,9.0,Debris Burning,37.62,-91.025,Mar,0,25.87321429,1.948214286,68.15476190000001,0.0,1994
8974,2.0,Arson,31.38478689,-90.25421132,Mar,0,10.71428571,1.647619048,59.94047619,0.0,1998
8980,4.79,Utilities,31.2932,-84.5958,Feb,0,2.066455696,4.692405063,63.22222222,0.0,1996
8982,7.6,Arson,48.3014,-109.9733,Aug,1,20.68294931,5.024884793,48.09677419,10.2,2008
8985,20.0,Debris Burning,34.643196,-81.29815699999999,Feb,0,9.75498008,2.279282869,54.47272727,0.0,2011
8990,16.0,Arson,33.74921,-85.456673,Oct,0,17.38368056,1.2363095240000002,0.0,0.0,2008
8994,2.0,Arson,31.75920176,-88.64877646,May,0,23.64070796,2.334513274,75.89010989,0.0,1998
9002,1.3,Arson,48.0186,-94.9022,Apr,0,1.72310757,3.94501992,64.66267465,0.0,2008
9003,2.0,Debris Burning,33.0617,-111.679,Jun,0,24.60359281,2.943712575,20.60479042,0.0,1993
9004,50.0,Debris Burning,32.353865,-85.943021,Mar,0,15.22804233,4.603703704,60.47340426,25.9,2008
9014,2.0,Lightning,32.99166667,-105.4461111,May,2,18.31845842,4.848073022,34.24130879,0.0,2009
9022,158.0,Arson,41.34395,-123.785267,Jul,7,14.84901186,2.748790323,85.12831858,0.0,2015
9025,28.0,Debris Burning,26.51666667,-99.11416667,Sep,0,27.56772908,1.816533865,72.63283582,0.0,2007
9027,1.0,Utilities,33.16518,-93.97081,Aug,0,33.08176471,2.413529412,45.4,0.0,2011
9033,2.0,Debris Burning,33.39845,-94.20175,Aug,0,21.72295082,1.312757202,79.96354167,6.4,2013
9036,16.0,Debris Burning,32.94751448,-90.07313942,Feb,0,15.540625,3.6875,72.53459119,0.0,1994
9037,12.4,Utilities,36.05,-89.3133333,Aug,0,27.03042596,1.277281947,68.26369168,0.0,2005
9039,23.0,Debris Burning,33.90581282,-88.48511056,Mar,0,7.773619632000001,4.081481481,60.03703704,0.0,1996
9040,1.0,Utilities,38.931135,-121.093623,Aug,0,24.57057654,2.291848907,38.93240557,0.0,2010
9042,20.0,Accidental,40.65744,-97.246,Oct,0,11.90562249,4.720080321,53.77212389,0.0,2012
9043,5.0,Accidental,41.36464,-96.99517,Mar,0,-2.512922465,4.283300199,46.38568588,0.0,2015
9045,0.75,Arson,34.954927000000005,-87.893555,Feb,0,12.0953271,3.838317757,75.13615023,20.1,2008
9047,15.0,Arson,36.27555002,-95.11258334,Mar,0,10.70377734,4.5194831010000005,67.57700651,0.0,2010
9050,3.0,Arson,34.105677,-86.076403,Mar,0,12.42544732,2.449701789,53.8250497,3.0,2004
9051,51.0,Debris Burning,35.4745,-92.6702,Mar,0,8.078470825,1.620120724,67.37330317,0.0,2014
9057,32.0,Arson,42.0836,-96.3639,Jun,0,19.484,4.291,61.77,0.0,2006
9069,1.92,Utilities,31.0361,-84.8736,May,0,26.03178295,2.805426357,65.8125,0.0,1994
9074,6.2,Lightning,42.5682,-122.7784,Aug,8,20.9377451,2.042857143,43.20197044,0.0,2006
9083,1.0,Debris Burning,43.1078,-90.8462,Apr,0,10.56210938,2.197265625,70.44488189,3.4,2011
9103,5.0,Accidental,37.90722222,-106.5252778,Jun,1,14.4702381,2.844047619,38.48809524,0.0,2000
9105,2.0,Utilities,39.29485466,-80.48532696,Apr,0,2.898380567,3.395528455,64.75203252,28.2,2014
9108,0.89,Arson,44.92743536,-74.06533957,Sep,0,20.77868852,2.507377049,82.75438596,76.7,2005
9113,64.0,Debris Burning,34.70480560000001,-90.13707523,Mar,0,11.11845238,3.202380952,52.01785714,0.0,1994
9116,3.0,Utilities,31.55338333,-95.62213333,Dec,0,12.74255952,0.0,0.0,0.0,2012
9117,1.5,Debris Burning,41.13408,-80.37617,Nov,0,8.124571429,2.085142857,71.74698795,8.7,2014
9118,0.94,Accidental,32.5097,-82.9859,May,0,15.37678571,2.966071429,58.23809524,0.0,1992
9119,1.0,Accidental,38.38837,-83.18408000000001,Nov,0,9.712686567,1.892883895,65.68871595,0.6,2007
9123,1.22,Debris Burning,33.0413,-83.6479,Mar,0,16.13707865,2.848314607,59.84049079999999,1.8,1997
9132,2.05,Debris Burning,30.916,-84.3742,May,0,22.02839506,3.095679012,67.16049383,0.0,1993
9138,3.0,Arson,37.33,-95.23,Mar,0,4.108482143,3.124215247,65.95431472,0.0,2015
9139,0.7,Debris Burning,43.55557,-89.19734,Apr,0,4.951190476,3.885119048,42.88690476,0.0,2009
9141,0.67,Debris Burning,34.3958,-84.8412,May,0,20.99664804,1.439106145,69.86335404,1.0,2000
9146,1.48,Debris Burning,31.5837,-81.8957,Mar,0,10.87619048,3.823809524,64.88888889,14.0,1993
9150,1.0,Accidental,39.48055556,-82.25805556,Apr,0,11.40040161,2.52811245,61.67073171,17.6,2006
9151,137.2,Arson,34.3274,-85.441,Mar,0,8.449056603999999,2.605660377,55.10691824,0.0,1994
9153,2.0,Accidental,37.1363,-85.31845,Oct,0,14.54217391,1.584347826,76.05882353,10.7,2008
9164,40.0,Arson,48.0083,-98.9087,Apr,0,3.850595238,5.176785714,66.2202381,9.0,1996
9165,120.0,Lightning,35.07166667,-111.9416667,Sep,60,16.20890052,1.671204188,74.09039548,18.8,1997
9169,3.0,Debris Burning,31.34101,-87.18425699999999,Mar,0,0.0,0.0,0.0,0.0,2009
9171,1.5,Lightning,48.92194444,-120.70555559999998,Aug,1,23.33536585,3.673780488,39.31707317,1.0,2003
9174,11.0,Arson,34.6269,-97.2611,Mar,0,11.55165289,5.1727272730000005,58.27118644,0.0,2007
9177,300.0,Lightning,39.9666,-113.8342,Jul,2,0.0,0.0,0.0,0.0,1996
9178,6.0,Lightning,33.370909999999995,-109.79591,Aug,4,32.74709302,4.472093023,21.90697674,0.0,2009
9187,5.5,Debris Burning,35.4023,-106.4509,Jan,0,0.0,0.0,0.0,0.0,2000
9188,20.0,Debris Burning,33.48264246,-89.96670469,Mar,0,4.709493671000001,3.406369427,61.67515924,4.0,1996
9195,8.0,Arson,34.62833917,-89.48670229,Feb,0,9.040935673,4.597660819,63.33918129,0.0,1998
9196,1.0,Utilities,40.3825,-122.170111,Sep,0,28.71752577,2.855497382,37.010471200000005,0.0,2001
9197,21.0,Accidental,45.90194444,-86.87,Apr,0,2.172786177,3.2639308860000003,49.15334773,0.0,2009
9200,5.0,Arson,42.2539,-123.2622,May,5,14.42791667,2.335833333,59.84583333,18.0,2013
9207,11.0,Lightning,33.3225,-79.84388889,Jul,0,28.38900204,1.419144603,72.00203666,0.0,2015
9211,3.0,Arson,33.14801704,-89.10204308,Nov,0,7.820833332999999,1.458682635,68.80838323,0.0,1995
9217,7.0,Utilities,37.34900978,-80.88976802,Apr,0,10.69076305,2.12334004,63.46478873,0.0,2005
9218,66.0,Lightning,43.8833,-108.9674,Jul,3,19.62721893,3.487272727,44.38181818,0.0,2000
9219,2.85,Debris Burning,32.9898,-83.587,Jan,0,0.0,0.0,0.0,0.0,2001
9221,1.0,Lightning,29.2834,-81.0649,Aug,0,29.20930233,3.26,70.58536585,0.0,2011
9226,39.0,Lightning,32.775,-87.18277778,May,0,0.0,0.0,0.0,0.0,2002
9229,102.0,Lightning,40.05,-107.9256,May,6,15.15243902,3.358823529,43.74264706,0.0,2001
9230,13.4,Lightning,44.8464,-101.6154,May,0,7.25297619,4.8778443110000005,41.59638554,0.0,2013
9234,1.25,Accidental,40.0599,-74.2784,Mar,18,4.509920635,3.25297619,57.4939759,6.8,2014
9237,3.0,Arson,34.76166667,-114.5438889,Jun,1,27.37969543,4.355837563,13.94923858,0.0,2004
9245,2.0,Arson,48.54589,-113.0105,Apr,0,0.0,0.0,0.0,0.0,2014
9253,1.0,Accidental,43.94444444,-115.91055559999998,Oct,0,21.05628141,2.613567839,36.33668342,0.0,2003
9260,0.8,Debris Burning,31.11222222,-83.38388889,Jan,0,0.0,0.0,0.0,0.0,2013
9270,4.0,Arson,31.57480669,-89.73652298,Mar,0,10.014,2.4733466930000003,61.28256513,4.1,2013
9273,3.46,Lightning,33.1953,-83.0525,Jul,0,29.06130952,2.424404762,67.92857143,26.9,1993
9274,85.0,Arson,31.06996253,-89.53395256,Feb,0,10.19161677,1.7532934130000002,57.66467066,0.0,1999
9279,1.5,Debris Burning,38.0756,-83.0472,Mar,0,11.34541833,1.959163347,70.59704641,0.0,2015
9281,1.0,Lightning,47.7069,-109.4413,Aug,0,19.85207101,3.569230769,49.0591716,5.8,1997
9284,0.75,Arson,41.30547828,-73.87816618,Apr,0,10.42767296,4.161654135,51.97709924,0.0,2001
9288,1.0,Debris Burning,32.490701,-85.326582,Nov,0,11.54108216,2.984769539,51.09218437,0.0,2007
9289,6.0,Lightning,37.36833333,-113.5522222,Aug,62,0.0,0.0,0.0,0.0,2004
9299,15.0,Arson,34.95333333,-111.6533333,Jan,0,0.0,0.0,0.0,0.0,1996
9304,23.0,Arson,33.15691705,-89.49425831,Apr,0,12.75625,3.309375,63.5625,0.0,1992
9305,2.3,Accidental,48.1492,-104.9147,Aug,0,25.74117647,4.785882353,41.7,0.0,2003
9309,2.2,Accidental,46.53936,-90.95041,Oct,0,6.825570776,3.132420091,72.8960396,0.3,2012
9311,3.15,Debris Burning,32.7331,-84.7469,Nov,0,16.18392857,2.930357143,69.14906832,0.0,1993
9313,146.0,Utilities,48.3892,-105.3592,Aug,0,12.43412698,1.595238095,0.0,0.0,2014
9315,4.0,Arson,35.94083333,-94.92333333,Aug,0,23.51888668,1.596819085,62.93891403,0.0,2012
9316,3.0,Arson,35.14823333,-78.89065,Mar,0,8.297077922,3.2155844160000004,70.18877551,26.4,2013
9319,10.0,Arson,31.22833582,-88.91138897,Mar,0,10.06369048,2.1375,71.80357143,0.0,1993
9322,0.71,Arson,34.3272,-84.9856,Sep,0,22.29518072,0.939759036,68.90967742,0.3,1997
9328,0.75,Debris Burning,36.03622,-120.182219,Jun,0,18.39060773,2.868208092,51.39766082,1.8,2010
9332,0.7,Arson,33.52222222,-85.86888889,Dec,2,6.040096618,3.712560386,72.75555556,14.3,2003
9335,15.0,Arson,31.21646488,-89.81437524,Feb,0,14.32754491,1.7670658680000002,75.80239521,0.0,1994
9336,6.76,Arson,32.94227899,-84.52803966,Feb,0,14.76785714,2.562301587,68.15652174,0.0,2011
9337,1.0,Arson,33.97703607,-83.74727571,Mar,0,10.57738095,3.683333333,53.8015873,0.0,2011
9338,2.0,Utilities,26.6877,-81.5572,Nov,0,19.56420455,2.8948275860000003,67.47023809999999,2.5,2014
9341,360.0,Debris Burning,35.98916667,-92.38388889,Mar,0,0.0,0.0,0.0,0.0,2006
9348,1.97,Debris Burning,34.7901,-85.198,Feb,0,7.7,2.45678392,49.78894472,0.0,2002
9351,5.0,Arson,31.03555556,-89.05111111,Jan,2,7.341463415,1.228658537,65.18404908,0.0,2000
9355,4.0,Lightning,39.15,-108.8173,Jun,1,23.8,3.6,48.0,0.0,1996
9356,2378.0,Lightning,46.4475,-106.4075,Jul,1,28.3964497,3.379289941,33.15384615,0.0,2006
9358,1.0,Lightning,40.16861111,-120.6186111,Jul,1,17.53809524,2.313939394,42.47878788,0.0,2001
9363,3.6,Accidental,31.2065,-81.5179,Mar,0,17.1225,3.3425,69.40506329,8.0,1995
9364,2.0,Debris Burning,31.90407571,-89.76380524,Mar,0,16.96153846,3.427530364,65.36437247,16.2,2012
9365,25.0,Utilities,38.32638889,-119.9608333,Aug,4,14.96574074,2.092592593,42.53703704,0.0,2006
9368,2.0,Utilities,43.68312,-116.18638,Aug,0,27.17927461,2.9161458330000003,32.44270833,0.0,2001
9376,35.0,Arson,36.34815,-84.41589,Apr,0,10.13722222,2.246666667,67.85549133,23.9,2009
9384,0.7,Debris Burning,34.88091944,-85.54142432,Jun,0,26.28799603,0.0,0.0,0.0,2012
9387,2.05,Arson,32.1835,-81.4482,Nov,0,0.8830985920000001,2.790140845,88.21311475,0.0,1995
9388,7.0,Lightning,46.2564,-108.1609,Aug,0,24.2994012,3.3353293410000004,40.34730539,7.1,2005
9394,10.0,Debris Burning,31.73999094,-89.32536012,Oct,0,23.57335984,1.871172962,70.30263158,0.0,2015
9401,0.8,Debris Burning,32.38945995,-82.55641884,Oct,0,13.94047619,1.849801587,71.70779221,0.0,2011
9402,3.75,Arson,33.7788,-85.3507,Mar,0,11.62721519,3.032911392,51.62,0.0,1994
9417,4.0,Utilities,35.998283,-120.6195,May,0,18.57038328,1.332142857,0.0,0.0,2015
9419,120.0,Lightning,45.9075,-114.6816667,Aug,103,24.5,2.117857143,40.78571429,0.0,1999
9432,5.0,Arson,34.41278,-86.501778,Mar,0,13.55804481,3.1311608960000004,51.66063348,0.0,2007
9435,0.95,Arson,44.16424113,-90.03839182,May,0,15.50238095,3.4214285710000003,46.20238095,0.0,1995
9436,1.0,Arson,33.3317,-110.439,Apr,0,13.01045455,2.441818182,36.22272727,0.0,1995
9440,4.5,Lightning,37.7514,-110.0212,Jul,2,26.79487179,3.5128205130000003,24.53846154,0.0,2000
9442,15698.3,Lightning,41.6258,-115.1233,Sep,7,18.89047619,2.241666667,26.44642857,0.0,2006
9451,185.0,Debris Burning,35.995,-103.853867,Jan,0,0.0,0.0,0.0,0.0,2015
9462,1.0,Arson,30.3639,-87.3624,Oct,0,21.44739583,2.840625,77.10416667,0.0,2015
9468,4.7,Debris Burning,34.775,-85.20833333,Mar,0,6.116232465,2.639478958,51.76753507,0.0,2014
9475,8.4,Debris Burning,31.17616111,-82.037275,Sep,0,26.36505376,1.573387097,83.41142857,0.0,2014
9482,10.0,Debris Burning,46.39351,-120.7803,Jun,1,17.93880597,1.885572139,64.95024876,19.8,2013
9484,1.4,Accidental,48.3846,-119.2923,Mar,0,8.473372781,3.893491124,51.07692308,0.0,2004
9488,1.02,Debris Burning,32.27967573,-81.30067637,Feb,0,15.74781746,2.163492063,65.76222222,0.0,2011
9500,1.0,Lightning,33.7265,-105.573528,Aug,0,20.24055666,3.162723214,51.20541761,0.0,2009
9503,3.16,Debris Burning,32.9213,-83.6281,Mar,0,8.835564854,4.841422594,65.8583691,57.2,1996
9510,5.1,Debris Burning,32.20543889,-83.379425,Aug,0,24.798998,1.6390781559999998,73.35314685,0.0,2014
9522,11.1,Arson,45.8622,-100.4592,Mar,0,-4.252631579,4.197356828,75.24669604,2.8,2013
9523,1.0,Debris Burning,33.28669,-81.041595,Jan,0,0.0,0.0,0.0,0.0,2013
9527,693.0,Lightning,30.66913333,-101.6172,Aug,6,32.51607143,3.45,42.45783133,0.0,2015
9530,1.39,Arson,34.58277778,-89.23055556,Mar,0,11.76449275,3.88442029,79.04545455,0.0,2008
9532,1.0,Debris Burning,35.2683,-96.9386,Jun,0,22.96296296,4.047942387,67.29411765,0.0,2012
9535,1.0,Utilities,33.66507,-92.907971,Oct,0,19.05295316,2.20203666,62.598778,0.0,2015
9543,1.19,Utilities,31.0524,-82.1779,Jan,0,0.0,0.0,0.0,0.0,2001
9548,5.0,Arson,31.311058600000003,-86.2168874,Oct,0,16.33467337,1.535175879,67.42211055,0.0,2011
9549,1.5,Utilities,33.78833333,-111.4883333,Jun,0,17.74146341,2.709756098,44.29268293,0.0,1995
9553,0.75,Debris Burning,46.41611111,-91.25,Apr,0,6.707070707000001,2.994949495,63.71502591,13.2,2004
9555,1.0,Debris Burning,36.41833333,-78.90333333,Mar,0,12.99196787,2.445875252,58.58441558,0.0,2012
9557,30.0,Arson,35.7472,-94.7175,Dec,0,4.537698413,2.309126984,63.48441247,0.0,2010
9563,10682.0,Lightning,65.9083,-152.5167,May,16,14.35,1.82537594,60.20112782,0.0,2010
9568,12.0,Debris Burning,37.07,-96.02,Mar,0,11.05555556,2.854365079,65.79069767,0.0,2015
9570,4.0,Debris Burning,38.500347,-82.511284,Sep,0,16.86463768,1.415942029,77.95959596,156.0,2015
9572,1.0,Accidental,35.02721667,-80.7167,Feb,0,10.22977941,4.405514706,70.41825095,35.0,2012
9575,3.2,Debris Burning,32.68638889,-84.65075,Jan,0,0.0,0.0,0.0,0.0,2014
9576,15.0,Accidental,35.29333333,-83.75444444,Nov,1,13.78867102,0.806535948,71.57142857,0.0,2005
9579,45.0,Debris Burning,38.98392198,-81.37145194,Feb,0,4.396172249,2.054545455,60.97101449,1.0,2004
9582,1.0,Arson,46.9844,-95.4158,Apr,0,10.13373253,3.975648703,52.29341317,0.0,2006
9584,25.0,Arson,35.047217,-88.868217,Apr,0,8.356903766,3.525104603,76.44491525,23.1,2011
9588,8.0,Arson,31.32367785,-90.00433884,Sep,0,21.68502994,2.147904192,67.62874251,0.0,1995
9594,10.0,Accidental,41.81378555,-103.4967804,Jul,0,0.0,0.0,0.0,0.0,2013
9597,10.0,Lightning,32.8728,-109.3459,Jun,1,28.401197600000003,4.369620253,14.48101266,0.0,2001
9598,4506.0,Lightning,40.0274,-115.122,Aug,6,21.44174757,3.7335,39.98,7.2,2001
9601,4.0,Debris Burning,31.42044767,-89.75766069,Jan,0,0.0,0.0,0.0,0.0,1999
9603,80.0,Debris Burning,32.202593,-86.81585600000001,Apr,0,0.0,0.0,0.0,0.0,2004
9606,2.0,Arson,34.47333333,-94.57333336,Jun,0,23.15079365,1.553769841,67.08383234,0.0,2009
9613,0.8,Debris Burning,34.38802778,-84.12438889,Apr,0,11.89021956,2.14251497,53.35943775,0.0,2013
9614,1.0,Debris Burning,37.41652,-83.34499,Feb,1,8.502824859,2.724293785,57.90960452,1.3,2009
9617,1.0,Arson,41.0499,-123.6845,Aug,0,14.06627219,2.51183432,84.71621622,0.0,1995
9618,2.0,Lightning,42.24,-104.456,Mar,0,6.940540541,4.341621622,52.85955056,1.5,2011
9620,24.5,Utilities,45.0066,-107.3556,Aug,0,24.7037037,2.782320442,50.72375691,0.0,2007
9625,1.0,Lightning,35.50007,-94.1291,Jul,0,26.66949153,2.071186441,65.35795455,1.3,2012
9627,1.0,Lightning,32.54966864,-83.27973935,Aug,0,27.94246032,1.700595238,60.503386,0.0,2011
9629,1.5,Lightning,42.3888889,-111.251111,Oct,19,20.62962963,2.435185185,27.81481481,0.0,2010
9630,3.0,Debris Burning,34.65550003,-95.2495,Mar,0,9.391534392,5.539153439,57.40740741,0.0,2009
9632,43.0,Debris Burning,36.7128,-96.0439,Apr,0,21.20893855,5.069273743,56.31073446,0.0,2006
9637,6.0,Debris Burning,35.4375,-76.4209,Dec,0,12.97619048,2.651685393,73.23863636,0.0,2001
9639,32.0,Arson,35.95333333,-92.15,Feb,1,11.91549561,8.402534713,78.61243697,9.0,1995
9652,2.0,Debris Burning,32.34273648,-88.81894654,Sep,0,20.15306122,2.514285714,68.70769231,0.0,1999
9660,15.0,Debris Burning,29.93261667,-94.53555,Mar,0,11.07164557,4.081772152,88.69371728,0.0,2014
9661,3.07,Arson,34.1388,-85.4176,Oct,0,15.35979381,0.975257732,66.32450331,0.0,2000
9665,2.0,Debris Burning,34.41456666,-78.2537,Apr,0,19.88392157,5.040392157,64.88627451,12.8,2014
9669,1.5,Debris Burning,34.617149,-83.130676,Mar,0,14.71659389,2.493859649,68.16666667,17.3,2015
9673,0.9,Debris Burning,32.2012,-83.1655,Aug,0,24.33415842,2.29950495,75.63157895,2.1,1997
9676,5.0,Lightning,34.85333333,-112.0,Jul,0,14.0,6.2,51.0,0.0,1994
9687,1.0,Lightning,34.03555556,-108.45194440000002,Jul,0,0.0,0.0,0.0,0.0,1999
9688,2.0,Arson,41.0792,-123.6869,Oct,0,14.86358543,1.288983051,87.02336449,1.3,2015
9689,42.0,Lightning,33.01194444,-108.0047222,Jun,0,28.11853933,4.579775281,18.15730337,0.0,2012
9690,2.1,Lightning,48.3575,-120.32916670000002,Jul,1,23.38323353,3.734730539,37.20359281,0.0,2000
9691,3.0,Accidental,42.731093,-71.061686,May,0,13.55675676,2.123913043,59.88333333,0.0,2015
9712,2.0,Lightning,34.16666667,-110.8066667,Jul,1,23.55555556,2.1577777780000003,69.52272727,119.8,1996
9713,918.5,Utilities,33.2422,-104.51379,Jan,0,2.68173913,2.979166667,0.0,0.0,2009
9719,1.0,Debris Burning,30.61611836,-88.68890137,Feb,0,10.77797619,3.214285714,64.4522293,9.1,1994
9721,1.5,Lightning,47.59965,-108.46535,Aug,1,23.33411765,3.054705882,45.21764706,12.5,2008
9722,40.0,Debris Burning,38.1276,-92.5008,Jan,0,0.0,0.0,0.0,0.0,2014
9724,3.0,Arson,33.3751,-110.474,Jun,0,22.8804878,2.33197556,19.95723014,0.0,1995
9728,2.0,Debris Burning,45.1291,-107.4648,Apr,0,1.225581395,3.30872093,45.94186047,0.0,2008
9731,2.0,Accidental,45.1166,-108.7674,Jun,0,11.15393258,3.878651685,67.24719101,0.0,1992
9733,50.0,Debris Burning,38.27,-96.55,Apr,0,13.7195122,5.785365854,71.70129870000001,4.3,2015
9735,1.0,Debris Burning,31.62243713,-90.94172312,Jan,0,0.0,0.0,0.0,0.0,2012
9736,1.0,Utilities,46.71788001,-95.76048779,Sep,0,9.106639839,3.111066398,59.08119658,0.0,2012
9737,3.0,Arson,47.9931,-99.0439,May,0,5.136,6.843574297000001,45.68072289,0.0,2008
9738,1369.0,Debris Burning,31.02984992,-95.08657719,Apr,1,22.51116625,3.699751861,64.02941176,0.0,2011
9744,11.0,Arson,31.076624,-89.51149632,May,0,19.16089744,1.702580645,71.78709677,0.0,1995
9746,10.0,Debris Burning,36.16102,-91.60692,Feb,0,8.14484127,3.581349206,45.98409543,0.0,2014
9749,2.0,Lightning,45.23638889,-96.37111111,Sep,0,14.27959184,2.577142857,78.53465347,0.0,2006
9754,10.0,Lightning,41.25665,-101.3381,Aug,0,25.14592445,3.28528827,49.80715706,10.5,2012
9766,17.0,Lightning,39.1333,-108.9673,Jun,2,24.19254658,3.605590062,39.52795031,1.0,1999
9770,0.83,Debris Burning,32.38926111,-83.31205278,Dec,0,12.9897541,0.493237705,75.74031891,0.0,2012
9774,2.0,Debris Burning,41.308567,-122.770967,Nov,0,0.0,0.0,0.0,0.0,2013
9775,2.0,Arson,39.92519254,-80.57457273,Sep,0,21.50581395,3.570930233,68.55214724,19.8,2002
9784,5.5,Debris Burning,36.3417,-96.5208,Apr,0,20.32405567,5.439243028,52.77290837,0.0,2010
9785,2.0,Arson,36.60611111,-105.9913889,May,0,13.95454545,3.864669421,28.58884298,0.0,2002
9788,23.5,Debris Burning,31.983848,-86.86641800000001,Mar,0,0.0,0.0,0.0,0.0,2004
9789,95.0,Arson,34.78085,-95.34195,Mar,0,5.597905759,4.382722513,60.94240838,11.7,2013
9793,8.0,Debris Burning,35.90843,-91.64371,Apr,0,14.3346856,3.555983773,61.336714,65.1,2014
9795,1.57,Arson,31.276,-84.5957,Aug,0,25.49382716,3.714814815,79.21621622,0.0,1997
9798,1891.6,Lightning,40.7141,-114.7628,Jun,4,22.10179641,5.022754491000001,22.82035928,0.0,2000
9804,25.0,Debris Burning,31.3447,-84.9765,Feb,0,11.6,4.3275,57.00662252,0.0,1996
9806,3.0,Lightning,37.45444444,-113.4063889,Aug,0,0.0,0.0,0.0,0.0,2001
9809,320.0,Lightning,37.31407976,-81.74301351,Mar,1,0.0,0.0,0.0,0.0,2012
9812,5.0,Arson,47.65071439,-95.36524907,Apr,1,6.011904762,2.292261905,63.58898305,0.0,2012
9814,1.0,Debris Burning,45.3577,-108.5643,Sep,0,11.12526998,3.608207343,40.63714903,0.0,2003
9816,3.0,Debris Burning,35.152,-108.7506,Jun,0,15.68614959,6.664572193,81.02855919,1088.0,1995
9819,1.0,Utilities,45.40166667,-114.20194440000002,Sep,0,16.77373737,1.385425101,48.07692308,0.5,2007
9822,1.0,Arson,34.4476,-92.72578,Sep,0,27.80470588,1.612352941,62.94705882,2.1,2011
9829,2.0,Arson,34.82166667,-95.24916667,Nov,0,14.30882353,2.197058824,59.55294118,0.0,2012
9831,1.0,Debris Burning,39.8025,-120.46666670000002,May,0,19.10447761,4.770833333,28.08888889,0.0,2001
9836,40.0,Accidental,34.54744345,-89.77323512,Feb,0,8.529166667,3.942857143,62.49382716,0.0,1995
9839,2.0,Arson,35.89916667,-95.01972222,Jun,0,26.19444444,1.638293651,70.35507246,0.0,2012
9844,1.5,Arson,31.5664,-81.374,Aug,0,30.43294118,2.337647059,62.14117647,16.0,1993
9845,18.0,Arson,35.64200001,-94.70616665,Mar,0,9.872916667,4.273333333,55.90416667,0.0,2009
9846,1.0,Arson,43.69001,-116.18031,Jul,0,24.35544041,2.830319149,44.17021277,6.1,2001
9847,6.5,Debris Burning,36.85527778,-84.40444444,Feb,2,9.642857143,3.099794239,55.92857143,0.0,2011
9851,2.0,Arson,27.1977,-80.3915,Jan,0,0.0,0.0,0.0,0.0,2012
9852,1.55,Arson,42.66672401,-73.63833252,Apr,0,9.482142857,3.220982143,37.71875,0.0,2005
9854,7.0,Accidental,36.285,-115.5225,Jun,2,29.82142857,4.539285714,15.17857143,0.0,2004
9856,1.17,Debris Burning,31.17097222,-82.44533333,Oct,0,18.70464135,2.029237288,70.8677686,0.0,2012
9860,640.0,Debris Burning,42.55027778,-119.6358333,Aug,2,20.64285714,1.954761905,35.5,0.0,1997
9877,1.0,Arson,40.3778,-110.0297,Mar,0,2.940828402,1.933939394,52.56969697,0.0,2009
9881,3.0,Accidental,37.68891084,-81.13873682,Apr,0,7.566666667000001,4.746666667,70.09230769,20.0,2001
9882,4.88,Debris Burning,32.1321,-81.3881,Feb,0,-16.89863014,3.997260274,73.94117647,0.0,1996
9885,24.4,Arson,41.60354,-87.22889,Apr,1,5.388392857,4.575892857,0.0,0.0,1995
9890,1.0,Arson,43.2688328,-78.04637361,Mar,0,0.7474576270000001,3.689361702,65.3787234,32.0,2009
9893,5.0,Lightning,38.65,-109.15,Jul,2,16.6,0.0,32.0,0.0,1995
9895,5.0,Debris Burning,32.847,-94.4005,Jul,1,27.05422993,1.317570499,72.13882863,0.0,2012
9898,1.0,Debris Burning,40.63819,-96.25088,Apr,0,13.525,4.704563492,62.81349206,3.8,2012
9903,12.79,Debris Burning,32.5957,-83.9138,Jun,0,28.07619048,2.988095238,61.67261905,0.0,1993
9911,3.0,Debris Burning,48.8555,-99.9003,May,0,5.095238095,3.764880952,60.86980609,0.0,2013
