,fire_name,fire_cause
38402,POTTERY,Accidental
38403,BRUIN CREEK,Lightning
38406,FY2012-TREUTLEN-052,Accidental
38418,MTN MEADOWS,Debris Burning
38421,FIRST,Other
38423,DONT KNOW,Arson
38432,FY2014-PIKE-006,Debris Burning
38436,SEABOY,Debris Burning
38440,HOUSTON,Arson
38443,CASTLEPOIN,Lightning
38444,CAR,Other
38446,ROCK SPRINGS FIRE,Debris Burning
38454,JAMES SHOCKLEY 2 20 11,Arson
38466,LIVINGSTON - 749,Lightning
38467,MARTINSON FIRE,Arson
38469,POCHAHONTA,Lightning
38472,FY2002-FANNIN-053,Debris Burning
38475,194 AVE,Debris Burning
38490,388 FIRE                                          ,Other
38492,HENDERSON - 582,Lightning
38495,OASIS,Lightning
38503,FY2011-LANIER-048,Debris Burning
38507,LATE,Other
38520,SOLACE,Lightning
38526,FY2000-PULASKI-056,Debris Burning
38537,MOUND FIRE,Other
38539,HIDALGO4,Arson
38541,HARPER ST (57),Debris Burning
38548,BATES RD (32),Debris Burning
38551,DEHESA,Arson
38558,FY2011-MACON-043,Debris Burning
38562,TOAD,Debris Burning
38566,"LODGE ST, AL",Debris Burning
38569,30514,Arson
38571,UNION COMP,Utilities
38573,ECHO,Lightning
38576,VIRGINIA PEAK,Lightning
38581,CHERRYVILLE ROAD,Debris Burning
38589,28,Debris Burning
38596,NORTHFORK,Lightning
38598,SWAN FALLS,Accidental
38605,1540056,Debris Burning
38606,KUCHUK,Lightning
38608,RIDGE RD,Arson
38611,NARROWS 5,Other
38622,BAILEY CRK,Lightning
38624,SUNRISE,Lightning
38638,S TURN,Lightning
38642,SAND MINE (29),Utilities
38644,JOHN,Utilities
38650,FY2002-HARALSON-020,Arson
38655,804,Accidental
38657,HENDERSON - 137,Debris Burning
38659,FY2011-GLASCOCK-017,Debris Burning
38664,CHANGE,Lightning
38667,60TH AVE TRASH(21),Debris Burning
38677,FY2015-GILMER-004,Debris Burning
38682,BARTON,Other
38685,IRENE,Lightning
38688,9.32015E+12,Debris Burning
38691,TIMBER LANE,Other
38693,WIED,Arson
38700,CROOKED STREET FIRE,Debris Burning
38707,FY2002-STEWART-015,Debris Burning
38713,LEE,Other
38721,FY2012-IRWIN-010,Debris Burning
38722,INDEPENDEN,Accidental
38724,BROWNS CREEK,Debris Burning
38728,MS2112,Arson
38732,RED LAKE 279,Arson
38737,13,Debris Burning
38741,MAZZETTI,Other
38743,FY2013-TWIGGS-039,Debris Burning
38759,FY2011-WORTH-097,Arson
38760,MILL CREEK FIRE,Lightning
38765,SANDERSON,Other
38767,LEADER,Other
38769,DEVIL SKULL,Debris Burning
38774,ORANGE TREE FIRE,Other
38791,DURRANCE (18),Other
38792,10360,Debris Burning
38793,1500034,Debris Burning
38799,RIVER RD 2,Arson
38801,LINDEN - 492,Utilities
38804,SADDLEBACK,Debris Burning
38805,BENNETT ROAD,Debris Burning
38806,CHURCH,Arson
38807,SMITH CREEK #1,Utilities
38812,TOWER,Lightning
38818,DAHL LAKE,Lightning
38819,BEAVER JACK,Lightning
38822,"WHITE OAK CHURCH D , AL",Other
38825,CHIMNEY,Arson
38826,HARBOUR DR. (08),Arson
38828,GOSHEN RANGE,Lightning
38830,BEAVER SLIDE,Other
38831,VIEWPOINT,Other
38833,FY2002-HALL-018,Debris Burning
38854,RT. 10 GRAFTON,Debris Burning
38862,ELLIOT,Debris Burning
38863,HONEY BUNCH #1,Arson
38865,RYE,Lightning
38867,BRANCH OFF,Debris Burning
38868,LINDEN - 340,Utilities
38870,MUD HOLE,Arson
38873,BILTMORE CIRCLE,Debris Burning
38877,TONKA TOY,Arson
38882,MIDGET,Arson
38883,TANK,Lightning
38885,SODA,Lightning
38891,ISUZU,Other
38898,BOTTLE,Other
38899,HIGHWAY 5 FIRE,Arson
38906,CLAUDE ROGERS,Debris Burning
38914,SLAUGHTER HOUSE,Other
38920,RL288,Other
38923,APPLE,Debris Burning
38930,CANEY FLAT,Lightning
38932,GOLDSTONE,Lightning
38939,BUCKHORN,Lightning
38940,DARK,Other
38942,20236,Debris Burning
38944,UNNAMED FIRE 0372,Utilities
38946,FOX HUNTERS KNOB #3,Debris Burning
38949,EAGLE CREEK,Lightning
38952,25TH DRIVE (24-4),Lightning
38963,FLASH LAKE,Accidental
38967,1.01201E+13,Debris Burning
38977,HONEYMOON FR,Arson
38978,SMITH I,Debris Burning
38981,UTE TRAIL,Other
38983,FM 109 COMPLEX,Utilities
38987,OTA 57,Arson
38998,DRY CREEK,Lightning
39000,FOIL,Arson
39003,GUNTLEY,Arson
39004,DAHLBERG,Utilities
39017,DAVENPORT PLACE FIRE,Other
39021,WEED,Debris Burning
39031,PLUTO ROAD,Debris Burning
39032,JURASSIC,Accidental
39033,ANNUAL,Debris Burning
39036,CONCHO,Lightning
39047,BIG HOLE,Lightning
39048,STAIRS II,Other
39051,BIG COULEE,Lightning
39055,SWATHER FIRE,Utilities
39065,BROKEN,Other
39067,2015021,Utilities
39068,2760 SIGNAL PEAK RD.,Debris Burning
39074,BTT NE 51,Lightning
39089,ELANORE AGAIN,Other
39091,OTHER FIRE 4,Other
39092,FY2000-MCINTOSH-097,Debris Burning
39093,HILLBERRY,Lightning
39105,DELAMAR,Lightning
39108,THIRTY NINE,Debris Burning
39110,FY2014-CHATTOOGA-045,Debris Burning
39112,COYOTE,Lightning
39117,RL206,Accidental
39118,PALUKA X2 FIRE #2,Accidental
39133,COPPER 3,Lightning
39138,FY2002-WALKER-067,Debris Burning
39146,DIANE,Debris Burning
39147,PUSH,Lightning
39148,ALERIDGE FIRE,Other
39152,WINDOWROCK,Debris Burning
39153,FY2015-WAYNE-046,Arson
39171,RED,Lightning
39172,KING MOUNTIAN,Lightning
39177,53 CREEKWOOD,Accidental
39181,HORSESHOE,Lightning
39182,DEEP LAKE,Lightning
39184,BUTTE CREEK,Lightning
39186,RENDEZOUS,Debris Burning
39191,21 CREW,Debris Burning
39194,RED LAKE 561,Other
39197,POWER DAM,Other
39198,SILVER,Other
39204,GRAMBAUER MOUNTAIN,Lightning
39207,BLUEBERRY,Accidental
39213,WETJEN LANE FIRE,Utilities
39214,LIGHT 39,Lightning
39215,ECHO,Lightning
39221,INDIAN,Other
39224,LAST DAY,Lightning
39225,BEESTING,Arson
39226,SANDY FIELD FIRE,Lightning
39231,GREENBRIER ROAD,Debris Burning
39234,SABADAN,Utilities
39238,DORIS BUTTE,Lightning
39246,WHITE BEAR,Other
39260,STEAMY POINT,Lightning
39261,ST.ANNS,Arson
39262,BROCK S,Arson
39263,TODD FARM ROAD,Arson
39268,WF- 64 BREAK 8,Lightning
39274,KELLY CRK,Lightning
39280,STIFF ROCK,Debris Burning
39287,NEWVILLE,Other
39288,GRASSY FORK,Debris Burning
39289,NAMINGHA,Debris Burning
39290,LOWRY RUIN,Lightning
39298,STERLING AV  HIGHLAND 236,Accidental
39304,NE 30022,Debris Burning
39305,BLANCA,Lightning
39306,POLE CAT,Arson
39313,TOPAZ,Lightning
39318,MON3598035,Other
39320,DALY 1,Lightning
39322,SMOKEY,Lightning
39323,380,Other
39325,FORT FAIRFIELD,Debris Burning
39332,ESTATE,Other
39334,THOMPSON,Lightning
39339,FY2013-BERRIEN-006,Debris Burning
39344,PINE CREEK # 3,Debris Burning
39346,AUSTIN,Debris Burning
39347,KUDU,Other
39348,EAST RIVER (12),Lightning
39352,MONUMENT,Utilities
39355,HURDLE 2,Arson
39357,CHINA,Lightning
39360,DANSKIN,Lightning
39366,ORCHARD,Arson
39374,LINDELL,Lightning
39378,SCARBOROGH FIRE,Other
39381,RIVERVIEW,Other
39383,INDEPENDNC,Other
39390,OLD AGENCY,Arson
39395,GOODWILL HOLLOW,Debris Burning
39402,BIGFOOT,Lightning
39409,SIERRA,Other
39414,BEACH,Debris Burning
39428,BUCKHORN,Other
39431,NORTH BRADY FIRE,Other
39436,BOOTS,Accidental
39439,LIMESTONE 1,Debris Burning
39442,LOCUST,Debris Burning
39446,BLACK,Lightning
39454,CUTTERS 2,Utilities
39460,SHEEP CREEK,Lightning
39463,IF YOU REALLY KNEW!,Debris Burning
39467,NARROWS,Accidental
39477,BILL LUNDY RD (46),Other
39489,BIG POOL,Debris Burning
39491,MARY,Arson
39503,30518,Arson
39504,STRAIT,Other
39507,1.09201E+13,Accidental
39514,WILDCAT,Lightning
39519,11100,Other
39525,SOUTH LOVE,Lightning
39528,QUAKING,Lightning
39529,BANANA FIRE (13),Arson
39542,FAIRFIELD ELM,Debris Burning
39552,FRITCH 2,Other
39555,RELFE,Arson
39557,JOHNSON CREEK,Lightning
39558,HONEY BUNCH #2,Arson
39563,MCGEE CRK.,Lightning
39575,ZARSKY'S LUMBER,Other
39576,RIVER,Accidental
39577,"COUNTY RD 51, AL",Arson
39580,CANYON,Utilities
39583,HWY 262 REKINDLE,Arson
39589,OAK SPRING,Lightning
39594,CENTERVILLE RD,Arson
39605,FY2001-MITCHELL-048,Debris Burning
39613,SW 207 AVE,Other
39614,HEATHER HOLLOW,Debris Burning
39616,NEW GRADE  (24-6) ,Lightning
39618,SHAVERS FORK,Accidental
39624,BF 6,Other
39627,MDF105,Lightning
39631,POOLE LANE,Debris Burning
39632,30420,Utilities
39639,300,Arson
39640,RENSHAW,Lightning
39645,FY2011-CRAWFORD-047,Debris Burning
39651,BLUE OAK,Utilities
39652,A1305059,Arson
39655,DEERFOOT,Lightning
39669,ADOBE,Other
39670,COUNTY,Lightning
39678,S BULLDOG,Lightning
39680,HIGH DIKE,Other
39681,WANO,Other
39691,CASPEN,Debris Burning
39693,FY2000-BIBB-033,Arson
39694,VOLCAN,Lightning
39698,LONG RIDGE 2,Accidental
39700,6348,Debris Burning
39705,AIRPORT,Debris Burning
39707,RL122,Debris Burning
39709,TELOGIA SOUTH (39),Utilities
39719,UNNAMED FIRE 0923,Lightning
39726,RIVER,Other
39729,FY2001-WILKINSON-040,Accidental
39732,GOVERNOR HILL (15),Lightning
39734,OR-BFZ-2173,Lightning
39743,FY2013-RANDOLPH-003,Debris Burning
39751,GFX ASSIST 10,Other
39759,SEMINOLEOP,Other
39764,"4034 JACKSON TRACE RD, AL",Other
39770,ACROSS FROM DUNLOW VFD,Debris Burning
39773,20079,Arson
39778,9186,Arson
39781,MP 310,Utilities
39783,SWAMP FOX HWY,Debris Burning
39787,FY2011-CRAWFORD-032,Debris Burning
39791,SUMMIT #2,Accidental
39792,FY2011-SCREVEN-109,Arson
39794,WILLIS ROAD,Debris Burning
39796,BEARTRAP,Debris Burning
39799,SCARBUROUGH,Lightning
39802,SNAKE FIRE,Arson
39803,CRYSTAL01,Accidental
39814,LAVA ROCK,Accidental
39815,FY2016-SCREVEN-005,Debris Burning
39817,BLACKJACK CIRCLE (08),Accidental
39829,KNIFECREEK,Lightning
39846,PRAIRIE DOG,Lightning
39850,STEER CREEK 6,Lightning
39852,BARN OWL,Other
39854,FY2002-LEE-035,Debris Burning
39868,OLD BLUE,Debris Burning
39870,POWER LINE,Other
39883,BOGGS RUN 2,Arson
39893,SING'BRIDG,Debris Burning
39895,KITTANNING HOLLOW RD,Debris Burning
39901,SLIDE ROCK,Other
39906,HERN,Accidental
39907,LIVINGSTON - 110,Utilities
39914,UNNAMED FIRE 0822,Lightning
39915,BORROW,Other
39928,ARCHIES FORK,Utilities
39930,DAVIS ROAD-0173  (57),Arson
39931,EAGLE CREEK,Lightning
39932,HERMAN,Arson
39939,533,Lightning
39944,CARTER,Other
39951,CHOKE HOLD,Accidental
39956,TRACKS,Accidental
39957,JACKET,Lightning
39961,ORANGE,Lightning
39964,30308,Debris Burning
39966,RL 082,Arson
39967,POSSUM TRACK,Debris Burning
39970,CHILDRESS HILL #2,Other
39989,TRAIN NO. 1,Utilities
39991,STATE 30140A,Arson
39994,BLACKJACK-248,Lightning
39996,FY2002-DECATUR-093,Arson
40000,HENDERSON - 93,Debris Burning
40001,FY2015-LOWNDES-005,Lightning
40002,BURKEHOLOW,Debris Burning
40009,TANK CYN,Lightning
40012,5.72014E+12,Accidental
40014,03-04-325 COUNTY LINE  FIRE-0856,Arson
40015,RL057,Other
40016,GUNHAMMER,Accidental
40023,118895-02222-02252015-1924,Arson
40024,TOMBSTONE CREEK,Arson
40029,LIVINGSTON - 781,Lightning
40031,"181 PARNELL DRIVE, AL",Debris Burning
40032,OR-MAF-202,Lightning
40033,R DAYS,Accidental
40034,ROCKRIDGE (53),Lightning
40036,BROKEN TILE (53) **,Other
40053,HAMMER,Lightning
40054,DEERMTN,Lightning
40058,"STANLEY RD. N. OF BROOKWOOD, AL",Utilities
40059,POOR FARM RD.,Utilities
40064,CHICO,Accidental
40067,AZURE,Other
40077,WOODVILLE - 76,Arson
40083,WF-18-JOE KING,Accidental
40087,FY2001-CRAWFORD-014,Debris Burning
40095,SOUTH KEYS,Other
40105,HOOKER #2,Arson
40106,MUD HILL,Accidental
40113,OSO,Other
40117,MAUDE LAKE,Accidental
40122,FY2011-COLQUITT-068,Debris Burning
40140,ENGINE,Lightning
40141,WEST CAMP,Lightning
40144,7093,Debris Burning
40160,WNA 8,Lightning
40162,BARE BUTTE,Other
40164,EAGLE,Lightning
40165,JACKSON,Other
40166,TIGER 2,Debris Burning
40167,WATER TANK,Arson
40170,SECOND,Lightning
40181,6039,Debris Burning
40189,TELEPHONE,Lightning
40192,ROCKY HOLLOW,Arson
40195,PONDEROSA,Utilities
40206,FISHERMAN CREEK,Lightning
40225,4,Arson
40234,APACHE,Lightning
40236,THAE,Debris Burning
40237,FY2012-CHATTOOGA-004,Debris Burning
40244,OTA 69,Lightning
40248,FY2015-MURRAY-003,Debris Burning
40255,CANYON FIRE,Debris Burning
40256,FY2002-GLYNN-010,Debris Burning
40266,RIM ROCK,Utilities
40277,SOUTH MYSTERY,Lightning
40280,MURDOCK,Utilities
40282,375,Debris Burning
40283,HOG SHOOTER,Other
40287,722,Other
40289,KEN PLOT,Other
40293,KOKRINES HILLES,Lightning
40294,CASE COMBINE,Utilities
40296,FY2011-LONG-070,Arson
40301,COTTON,Debris Burning
40305,LIVINGSTON - 933,Utilities
40309,4510,Arson
40314,SCARY PILE,Arson
40315,LIVINGSTON - 298,Debris Burning
40323,KINLEY,Debris Burning
40324,BASS CAT,Arson
40325,ROLLING HILL DRIVE,Other
40335,COONEY,Lightning
40343,FY2012-CHARLTON-010,Lightning
40345,FY2013-LONG-017,Arson
40352,GOLD MINE,Arson
40358,FIREBIRD,Other
40364,WALKER BOT,Accidental
40371,VAN LEAR (MILLERS CREEK),Accidental
40373,CYCLONE,Lightning
40375,BURNT POLLY,Other
40381,FY2002-RANDOLPH-001,Debris Burning
40384,6098,Utilities
40391,CATAMARAN(35),Lightning
40405,BROWN (49),Other
40406,COTTON,Debris Burning
40425,CHERRY GROVE 2,Accidental
40429,SPRING CR.,Debris Burning
40433,GOODWIN RD (03),Other
40435,SPRING CREEK,Utilities
40442,LIVINGSTON - 309,Lightning
40445,ALLEN HOUSING,Other
40452,MALLOY,Debris Burning
40460,ALKALI,Utilities
40464,DOLANS TRAP WFU,Lightning
40468,WILNER,Other
40474,HELPER,Lightning
40476,LINDEN - 68,Debris Burning
40477,RED LAKE 052,Arson
40482,FLAT ROCK,Debris Burning
40488,MT. PLEASANT ROAD,Debris Burning
40491,OLD RT. 75,Accidental
40496,CINNABAR,Utilities
40501,RT 92,Debris Burning
40507,RL231,Arson
40508,MUSKRAT,Accidental
40513,NEWELLTOWN,Other
40516,BURNETT WF,Other
40518,BALAKAI MESA 1,Arson
40520,CRABTREE,Other
40524,THOMISON,Other
40533,301-C,Debris Burning
40540,SPITTOON,Other
40542,LOOKING GLASS,Other
40548,CEDAR CREEK,Arson
40558,LA CASITA,Debris Burning
40563,10172,Arson
40566,ROYBAL,Other
40574,BEAR CREEK,Accidental
40585,SADDLE RIDGE,Arson
40592,FY2001-WAYNE-093,Lightning
40593,WEST FORK RIVER RT. 19,Arson
40595,HIGHWAY 58,Utilities
40598,GRAHAM PK,Lightning
40599,HOBO,Utilities
40605,41-BUCKEYE 1 FIRE-0034,Arson
40609,SMITH FIRE,Other
40610,OTA 124,Arson
40615,LEFFLER  (64),Lightning
40616,LUPE,Lightning
40617,TOM SOUTH,Arson
40624,MILLER'S RUN,Accidental
40628,COWHOUSE 07-1,Arson
40631,BREAKDOWN,Lightning
40633,FY2000-EARLY-130,Debris Burning
40637,10096,Other
40642,RL162,Accidental
40650,DEES,Lightning
40653,PALLET,Other
40661,BROWN,Other
40662,SKYWAY,Utilities
40663,FY2016-APPLING-008,Debris Burning
40664,LE FLORE,Arson
40667,9165,Debris Burning
40668,FY2011-HARALSON-066,Debris Burning
40673,BLM1,Lightning
40679,RL 362,Arson
40686,VARGAS,Other
40690,LOGGERHEAD RIDGE,Arson
40702,LIMESTONE,Other
40703,LOWER POLLOCK,Other
40721,BUCKHORN,Arson
40722,ALBRITTON (53),Accidental
40733,SEC36,Debris Burning
40734,RYAN,Arson
40735,BOTTLE ROCKET,Accidental
40750,WIDOW CREEK 2,Debris Burning
40753,JADACK FIRE,Other
40765,HENDERSON - 399,Utilities
40766,30370,Utilities
40767,GOOD SADDLE,Lightning
40768,HENDERSON FIRE,Debris Burning
40769,COWAND ROAD,Debris Burning
40772,WHISKEY,Other
40774,NATION,Arson
40784,FY2016-CATOOSA-001,Debris Burning
40788,85TH AVE(42),Debris Burning
40790,FY2001-BARTOW-031,Arson
40791,EASTER TWO,Debris Burning
40792,FY2012-EMANUEL-049,Debris Burning
40796,6057,Debris Burning
40797,FAIRVIEW,Lightning
40799,CAIN,Utilities
40803,GLADESVILLE,Accidental
40807,6196,Debris Burning
40813,RAIL ROAD,Accidental
40817,YOUNGBIRD,Debris Burning
40823,GOLFHILLTP,Accidental
40828,SHINEWELL,Arson
40829,GREEKS,Other
40835,JOJOLA,Debris Burning
40836,FY2012-COFFEE-070,Debris Burning
40840,LD2207,Arson
40842,FY2002-FLOYD-031,Debris Burning
40852,OLD ROAD,Arson
40853,10595,Arson
40854,EC20146,Arson
40859,MUSTANG LANE,Debris Burning
40865,10148,Arson
40871,30688,Arson
40873,HENDERSON - 103,Debris Burning
40886,COUNTRY PLACE (43),Lightning
40899,R254,Debris Burning
40902,HEWY FIELD,Utilities
40904,RED LAKE 346,Other
40910,THUNDER BUTTE,Other
40911,TURNOFF,Other
40913,HOSTLER #3,Other
40934,30501,Arson
40942,E-FRONTAGE,Accidental
40944,FISHHOOK,Other
40949,LANG,Other
40961,844,Debris Burning
40972,WARFIELD,Accidental
40973,SWINGER,Debris Burning
40977,FY2000-PUTNAM-029,Arson
40979,ROD AND GUN CLUB (36),Lightning
40982,PEMA RIDGE,Lightning
40983,TOWER ROAD #2,Arson
40984,RAW HIDE,Lightning
40988,FATBOY,Arson
40992,SLEEPER,Lightning
40994,HWY 164 (17),Debris Burning
40997,DENNISON FORK,Accidental
40999,HARD BOILED,Lightning
41004,KRYSTAL,Utilities
41006,WINGLETON FIRE,Utilities
41008,SIX MILE,Lightning
41009,PANAM FIRE,Other
41011,FY2011-THOMAS-089,Arson
41014,NAHAHUM,Other
41016,WEEKEND NIGHTMARE,Debris Burning
41021,MILLARD WEST BENCH,Lightning
41022,LEE WILLIAMS ROAD,Other
41024,CO RD 6 STATE ASSIST,Arson
41031,FY2013-WORTH-009,Debris Burning
41037,RL 090,Debris Burning
41051,MT. HOLDEN,Other
41055,VANNOY ROAD FIRE,Other
41057,ARCHER,Lightning
41059,FRED,Utilities
41061,30246,Accidental
41071,116510-00703-01152015-1440,Other
41072,SEA7578958,Arson
41075,GIBRALTAR RIDGE,Lightning
41076,5,Debris Burning
41077,LATIMER 17321,Other
41084,GRAND TRAVERSE 07,Other
41089,RT. 38,Debris Burning
41090,30257,Arson
41102,DUNS 2,Other
41107,BLACKTAIL 3,Lightning
41109,RABBIT RUN-64,Lightning
41110,SULPHUR SPRING,Other
41116,GROUSE FIRE,Arson
41129,DEER CREEK,Lightning
41137,R88,Debris Burning
41151,CPCC LANE,Arson
41152,MOS BLAKE,Utilities
41167,"251 COLLEGE ST., AL",Debris Burning
41171,FRISBY,Lightning
41172,FY2002-DOUGHERTY-023,Debris Burning
41174,9.92015E+12,Accidental
41176,PETERSON,Utilities
41179,UNKNOWN,Accidental
41192,FY2015-MACON-009,Debris Burning
41195,POLLIT,Other
41219,LIVINGSTON - 704,Debris Burning
41239,FY2014-COLQUITT-027,Debris Burning
41247,20059,Arson
41248,11/SHOP BLOCK FIRE,Other
41251,COOL BREEZE,Other
41252,CRAZY,Lightning
41253,CREEK,Utilities
41258,A SCHAGUN,Utilities
41259,C-BALL NE,Debris Burning
41261,10037,Arson
41269,DOBSON 1,Accidental
41275,SPRINGS,Utilities
41285,131,Debris Burning
41288,MURPHY,Arson
41291,SYCAMORE CREEK,Debris Burning
41293,FY2014-LIBERTY-009,Debris Burning
41295,DAY,Debris Burning
41301,ALPINE,Lightning
41304,CABIN CREEK,Debris Burning
41307,101,Other
41317,FALLS CANYON,Lightning
41321,CURRY HAYWOOD FIRE,Debris Burning
41324,BARTRAM TRAIL HIGH  ( 55),Lightning
41331,OXKILLER,Utilities
41334,RL220,Debris Burning
41344,CLARKS CREEK,Utilities
41350,PLANK ROAD,Debris Burning
41352,WF-64 MEMORY TRACK,Lightning
41359,1185,Arson
41366,LAKE ST.,Accidental
41370,BARRON 2,Accidental
41380,UPPER BOB SMITH,Lightning
41386,MURPHY FIRE,Lightning
41401,PARKING LOT,Accidental
41403,CAMP,Lightning
41404,CANESPRING,Lightning
41407,PAINTEDROC,Lightning
41408,ARROYO GARCENO 2,Debris Burning
41423,AZTEC,Utilities
41425,7.2015E+11,Accidental
41428,LUCKY 7,Other
41437,FY2015-TALBOT-012,Accidental
41439,MURPHYDRAW,Utilities
41442,FY2011-FAYETTE-009,Accidental
41443,10073,Other
41444,30615,Arson
41445,332457,Arson
41447,LINDEN - 6049,Debris Burning
41453,EIGHT MILE,Other
41466,NO NAME 15,Lightning
41482,OOLTEWAH GTOWN RD,Lightning
41491,4-BALES,Other
41498,SPENCER  (57),Debris Burning
41501,PINE 6,Debris Burning
41502,GLEN,Other
41512,EARLY BIRD,Arson
41513,LONG PUMPK,Accidental
41524,BRAMBLE CT (12),Other
41529,FY2012-JEFF DAVIS-044,Debris Burning
41530,MENZ,Accidental
41531,LUERA,Lightning
41541,HASTINGS,Other
41545,FY2002-TWIGGS-039,Arson
41547,FALSE ALARM 1030,Other
41566,DONALD WAPATO RD.,Other
41568,345,Lightning
41569,MILE POST 19.5,Arson
41573,BUHL CORRAL,Lightning
41579,1853,Debris Burning
41589,MULE,Lightning
41597,ROAD 12 (23),Utilities
41598,9.52014E+12,Other
41600,INCIDENT 361,Lightning
41603,FIELD,Other
41614,PANORAMA,Lightning
41615,FY2013-WHEELER-036,Debris Burning
41616,HUPPLER WF,Accidental
41617,PATSY SLOUGH,Lightning
41626,LINDEN - 637,Utilities
41630,165,Debris Burning
41631,POTLATCH PILES,Debris Burning
41635,CHECKRBORD,Lightning
41636,LAKE,Lightning
41643,TRES,Lightning
41646,THOMPSON - OLD LAKE RD,Debris Burning
41648,STUCKEYS,Lightning
41649,STUART CREEK 2,Arson
41653,CRAFTS,Debris Burning
41655,A SECTION,Accidental
41656,ICE,Lightning
41670,283,Lightning
41674,2015036,Debris Burning
41679,05-10-WOLF TRAIL FIRE-2011-07-0156,Debris Burning
41681,FELKER,Other
41688,LIVINGSTON - 463,Debris Burning
41692,JEEP,Other
41693,WHITE ROCK,Accidental
41695,BAD MOCCASIN,Accidental
41697,FY2012-EFFINGHAM-033,Debris Burning
41704,FY2014-WARREN-001,Debris Burning
41714,FY2002-FLOYD-057,Debris Burning
41715,PORK,Other
41726,LAND FILL,Arson
41727,FERRIS FIRE,Arson
41728,MP 153,Other
41730,KING RANCH,Debris Burning
41732,FY2002-SEMINOLE-048,Debris Burning
41738,CEMETARY,Debris Burning
41739,NINE MILE,Lightning
41740,CAN'T STAND THE HEAT,Arson
41743,ERIC 2,Arson
41747,KING,Lightning
41749,SUGAR CAMP BRANCH,Debris Burning
41750,COUGAR BUTTE,Lightning
41751,150,Arson
41752,STOLEN VAN,Arson
41753,CAMPMOHAVE,Debris Burning
41761,INCIDENT 112,Lightning
41764,FY2001-PULASKI-006,Debris Burning
41768,FY2011-IRWIN-075,Accidental
41779,SE10220A,Debris Burning
41782,FORT HILL,Debris Burning
41784,MARINE 14,Other
41788,TOMKI 4,Debris Burning
41793,FY2014-HARALSON-016,Debris Burning
41804,BRIGHT  LITES FIRE,Other
41807,EASTERLING,Debris Burning
41809,BUCKLAND R,Lightning
41816,EVERGREEN COMM. CENTER,Other
41824,MM62 FRONTAGE,Other
41829,FY2011-DADE-050,Arson
41836,VAN1866395,Debris Burning
41846,FREEWAY,Other
41847,SALT SPRINGS #16,Lightning
41848,ARCTIC,Lightning
41853,MS. JENNIFER'S NEIGHBORHOOD,Debris Burning
41857,BRINKER FARM,Utilities
41860,OLD SLAB FORK,Arson
41865,BLACKSHEEP,Arson
41867,FY2013-CANDLER-022,Debris Burning
41876,GLENNDALE,Accidental
41882,FOUR,Arson
41887,FY2014-WALKER-003,Debris Burning
41897,NW PONSTORD,Accidental
41901,WALKERTOWN,Debris Burning
41904,9750 NE 118TH TERR(38),Debris Burning
41908,RUSSELL GRAY STORE,Utilities
41912,HOOT OWL,Arson
41915,BEAR,Other
41921,6048,Debris Burning
41927,FY2013-JASPER-007,Debris Burning
41931,BLACK RIVER,Other
41936,CINNAMON,Lightning
41941,MAGIC CITY,Other
41971,VIPER 2,Accidental
41980,FY2012-WAYNE-059,Debris Burning
41982,YOCUM #3,Other
41987,SESSER3,Other
41988,CHAMPS,Lightning
41994,BURKE,Other
42013,01/WINDSOR FIRE,Other
42024,BOX CYN,Lightning
42027,BAR X,Lightning
42028,LINDEN - 197,Utilities
42036,BEAR CREEK,Lightning
42053,PORCUPINE,Lightning
42057,SOUTHFORK,Arson
42059,BEAUTY HILL ROAD,Debris Burning
42061,NEON,Accidental
42062,197 AVE,Debris Burning
42069,RATTLESNAKE,Lightning
42072,BEAVER,Accidental
42078,OTA 1,Lightning
42090,LA PORTE,Other
42095,RIMROCKBAR,Lightning
42101,TANK,Lightning
42110,SOUTHEND,Accidental
42112,PLAYGROUND,Accidental
42115,OLD UNION CHURCH,Other
42125,ARAUCO,Other
42126,COUNTY ROAD #1,Arson
42135,FY2012-TIFT-023,Debris Burning
42148,CLEAR SAGE,Lightning
42158,BOX (13),Utilities
42170,HWY21MP9.5,Utilities
42172,LUTHER HILL FIRE,Utilities
42176,WHITMORE,Lightning
42179,MOUNTAIN PLACE,Debris Burning
42183,USFS SCFC,Debris Burning
42188,SEABOARD TRAM SOUTH (08),Lightning
42195,0NE TREE,Debris Burning
42197,35TH LANE,Other
42201,SATURDAY NIGHT,Accidental
42204,MORGAN,Utilities
42212,109,Accidental
42218,FY2011-DECATUR-069,Debris Burning
42225,MESQUITE 3,Lightning
42226,LIVINGSTON - 332,Debris Burning
42227,MESA,Lightning
42231,EXIT 2,Utilities
42232,ELI BOWEN 2,Other
42240,LEGION #1,Arson
42243,TOOTH ACE RIDGE,Debris Burning
42246,OAK 2,Lightning
42277,STREET,Arson
42282,RL115,Other
42285,CARRASCO,Other
42290,BEARGRASS,Lightning
42303,E.F/R LAKE,Lightning
42308,TSCHAEKOSTKE,Other
42310,MM58-N,Other
42317,LIVINGSTON - 398,Lightning
42321,FY2014-MURRAY-009,Debris Burning
42322,303,Arson
42329,WORLEY 05,Arson
42332,CROSSTIE,Debris Burning
42333,HILL,Arson
42341,REFUGE,Lightning
42342,TORO INC,Other
42350,RICKEY,Debris Burning
42351,CEDAR,Lightning
42354,DANCE,Arson
42355,FY2015-BRANTLEY-035,Lightning
42370,NITE OWL,Arson
