,fire_name,latitude,longitude,state,remoteness
15517,BASE,35.6453,-98.4408,OK,0.284459272804445
15519,RUTH CREEK,48.88527778,-121.6172222,WA,0.5082938097733478
15520,I5  S/ CANYON RD,36.992222,-120.908554,CA,0.5051496051782212
15528,CEMETARY,32.107,-111.012,AZ,0.4085532200005226
15534,63 SOUTH,31.8069,-108.0183,NM,0.3792794646526711
15537,SOUTH POINT,43.36944,-116.39301,ID,0.4564000525729839
15540,FY2011-GLASCOCK-010,33.28361517,-82.51723296,GA,0.1396692875635017
15541,10527,34.21816667,-95.42999999,OK,0.2570117945689671
15551,HOLCOMB,43.85,-101.8333333,SD,0.3130121919181581
15554,LOZEAU 2,47.10055556,-114.7852778,MT,0.439224654409694
15556,RL280,47.85,-94.8669,MN,0.2461103769853774
15557,HORSE,35.27333333,-111.605,AZ,0.4123126892012227
15559,NOBODY,35.194444,-95.916667,OK,0.2609524873970674
15569,FY2002-GLYNN-001,31.1894,-81.498,GA,0.1321134585214576
15575,140,42.665297,-119.195,OR,0.4850551844239561
15576,FY2012-JENKINS-002,32.67699766,-82.04258990000001,GA,0.1358649615745579
15578,R/RLADD SPRINGS,35.023,-84.7225,TN,0.1582679460750162
15581,CONVICT,34.3455,-97.5044,OK,0.2764219365070854
15596,STONEY RIDGE,47.92888889,-113.43666670000002,MT,0.425567265899806
15602,SPRAKER,37.44833333,-80.16166667,VA,0.1162318596975682
15611,WEED,35.5281,-113.4747,AZ,0.430774016932949
15612,PORTAL,37.3105556,-119.056667,CA,0.4860551681753435
15615,CAMPBELL,34.43805556,-93.42527778,AR,0.2381739975662644
15621,SPORTSMEN,34.59555556,-112.52944440000002,AZ,0.4219265154601062
15629,BIRDSPRINGS 1,35.25733,-110.82261,AZ,0.4045683950388796
15634,BOUNDARY,34.90041,-108.03569,NM,0.3773427406133667
15637,BUCKHORN,35.27361111,-107.6575,NM,0.3734072960420396
15643,RL466,47.8638,-95.14,MN,0.2486602901341434
15644,HILLISPEAK,42.5271,-123.1228,OR,0.5253940792995315
15648,BLACK RIVER FALLS CO-OP 1,44.716883,-91.62598,WI,0.2167419696734471
15649,9143,30.92516667,-94.40233333,TX,0.2497433395655384
15650,6204,32.33803333,-94.42883333,TX,0.2489432815629075
15653,WARDEN FIRE,46.07805556,-118.8680556,WA,0.4807118554584184
15654,CRAMPTON,38.5333,-105.4506,CO,0.350076538812017
15664,BISCARA,36.70944444,-106.1013889,NM,0.3573740511095677
15674,SALT SPRINGS,33.9375,-110.1581,AZ,0.3988410941049083
15675,DRY CREEK,37.93555556,-91.21083333,MO,0.2156485948711031
15677,MAPLE,33.35333333,-109.1033333,AZ,0.3888376545796463
15689,HIGHWAY,33.5334,-116.2175,CA,0.4595815270412291
15692,THOUSAINDAIRE,36.1231,-116.0161,NV,0.4559202028912281
15694,IDLEWILD,36.8425,-88.29444444,KY,0.1895171714837555
15696,FY2014-JENKINS-013,32.74518889,-82.10150833,GA,0.1363410687755426
15698,MM109 I84,42.97774,-115.50761,ID,0.4476115686311472
15700,CREAM CAN,42.9308,-113.4078,ID,0.426579565644074
15711,JOHNSON,48.9417,-99.8429,ND,0.2928516775313565
15716,CENTER,39.690789,-121.477819,CA,0.5096205390745252
15725,6227,33.47513333,-94.38215,TX,0.2477157076114435
15727,FY2013-HANCOCK-017,33.19972222,-83.08981389,GA,0.1448344988725958
15728,SCOTT HALL,36.3653,-84.930717,TN,0.1593352387107993
15735,WINDING STAIR 4,34.7836,-95.1872,OK,0.2543775190997475
15739,NEW HOPE RD.,39.60337992,-78.18079819,WV,0.0977328108827619
15741,RL 171,47.8725,-94.9892,MN,0.247249098301725
15744,HOMESTEAD FARM RD,36.226966,-80.07335,NC,0.1161359074331715
15746,CHITTY,33.57027778,-109.3808333,AZ,0.391421882690407
15753,POWER,43.36524,-116.06212,ID,0.4530642292676567
15765,FY2014-TATTNALL-004,32.17527778,-82.08611111,GA,0.136610039930926
15769,COYOTE,35.1944,-114.1167,AZ,0.437398489707681
15773,GRIFFIN,36.8344,-104.9542,NM,0.3461616027704093
15775,PYBURN LN,36.3929,-82.73035,TN,0.1396120851548401
15778,POWELLSVILLE,38.6597222,-82.7247222,OH,0.1383475437054153
15790,STRONG,33.74333333,-116.70194440000002,CA,0.4643304386899063
15793,FY2011-CHARLTON-090,30.7811611,-82.13495779,GA,0.13808533442539
15799,MULE FIRE,42.96,-110.5394444,WY,0.3980657095665907
15810,WORK CENTER,35.23444444,-93.62833333,AR,0.2395599577167151
15817,MANNING,48.2225,-104.8,MT,0.3405522868801969
15818,RIVER BEND,39.8358,-119.3694,NV,0.4879811588550855
15822,MAPLETON,46.73333324,-68.14999994,ME,0.0092049172747288
15828,KISWASH,35.55,-98.9503,OK,0.2893439834892439
15834,7.72014E+12,31.664870500000003,-90.2213171,MS,0.2105037486595935
15835,FM 96-10,33.7,-85.8,AL,0.1688268346484209
15842,LITTLE FLATS,43.59333333,-104.04138890000002,SD,0.3343409244486559
15863,COLD SPRINGS,43.0682,-115.39524,ID,0.4464501630781812
15866,JOE MOSES,48.1196,-118.8375,WA,0.4799883980586472
15875,NEAL,39.711042,-121.666878,CA,0.5115532156437064
15883,DEER CREEK,45.88444444,-102.6827778,SD,0.3205964170374091
15886,BUTCHER,33.60277778,-111.51666670000002,AZ,0.4125109188606215
15887,FY2011-BIBB-009,32.8652567,-83.81834979,GA,0.151581529440014
15891,BOO11181735,36.35669,-93.05844,AR,0.2335979303546644
15909,1.57201E+13,31.09663678,-91.24352626,MS,0.2203310573567989
15910,GREEK SPRING,40.7783,-115.0331,NV,0.4436863297006634
15911,TH1702,47.9944,-98.9962,ND,0.2849544521224403
15919,LENA,34.2586,-98.3586,OK,0.2845486139453637
15927,FY2012-COFFEE-037,31.56764357,-82.91246073,GA,0.1444180568257216
15930,ROCK MESA,36.7272,-106.7098,NM,0.363291927341596
15934,TIOCANO,26.2031,-97.80576,TX,0.285686381603577
15944,FRALEY ACRES,35.52283333,-80.28883333,NC,0.1184561817248122
15947,RUBBLE,35.94055556,-81.67,NC,0.130439233763483
15956,POISON SPRING,47.41527778,-104.0083333,ND,0.3330369639097172
15957,SADDLE,33.71888889,-117.4336111,CA,0.4717474792773386
15958,DONALDSON TRACK (1),29.7116,-82.2059,FL,0.1395609842760188
15962,FY2002-WAYNE-061,31.7552,-81.9551,GA,0.1357513882453482
15965,THUNDERBOLT,33.499190000000006,-110.04256,AZ,0.3979934647345193
15967,SLEEPER,37.51777778,-119.4,CA,0.4894419715837088
15968,ADAMS ROAD MULTIPLE,34.81005,-80.07001667,NC,0.1169647031010836
15971,FIRST NOTCH,37.26583333,-107.3838889,CO,0.3695762993442244
15974,GARRETT DRIVE FIRE,34.46073333,-79.22268333,NC,0.1097215951527375
15980,FY2012-CHARLTON-012,30.869035200000003,-81.98118684,GA,0.136650007304155
15982,UINTARIVR2,40.3128,-109.8517,UT,0.3923128893892622
15986,PINE GATE,47.5511,-117.3791,WA,0.4652842503646834
15994,SLOP,37.76627,-119.80519,CA,0.493444098155603
16005,HOMER DRIVE,34.63525,-78.61038333,NC,0.1042308890987568
16010,FLAG,46.0942,-100.664,ND,0.3012095002998805
16011,STATION FIRE,34.67361111,-85.11194444,GA,0.1619904828079614
16013,FY2011-POLK-079,34.09018407,-85.09119184,GA,0.1621801863593099
16040,WILLIAMS BAY  (23),30.0667,-85.3778,FL,0.1676806072826959
16048,HAMS RIDGE,42.18222222,-110.7672222,WY,0.4005986206917891
16063,LINDEN - 6085,32.59885,-94.419,TX,0.2486658775390757
16069,FY2003-BRYAN NORTH-003,32.20288014,-81.41698883,GA,0.1306457105092446
16074,COPPER (36),26.441,-81.7817,FL,0.1386182405776932
16077,LONG,33.6667,-111.6674,AZ,0.4139638830803951
16078,FY2011-WORTH-083,31.50495148,-83.80132111,GA,0.152411003927084
16089,FY2012-CANDLER-020,32.54529251,-82.04580395,GA,0.1359866669655747
16090,COFFEE,36.15833333,-118.74833329999998,CA,0.4835657521916412
16096,COUNCIL HOLLOW,36.7133,-94.7078,OK,0.2487447436028433
16105,RUBICON,44.92475908,-116.3428611,ID,0.4554197571913783
16107,ELK,41.753383,-124.184467,CA,0.5366664678060566
16112,FY2002-LEE-015,31.7387,-84.277,GA,0.1565014836486755
16113,BAITCAMP,29.7,-93.8667,TX,0.2457180310144027
16114,SHEEP#4,40.8507,-116.9109,NV,0.4625778208630793
16115,FY2000-WAYNE-104,31.5494,-81.8357,GA,0.1348424382386448
16118,ACOMA #2,34.898681,-107.593681,NM,0.3730155213596917
16124,151,37.112794,-107.60719,CO,0.371844238508705
16125,PINTO,37.54194444,-113.51805559999998,UT,0.4300587414389596
16128,MILL CREEK,47.7908,-114.8137,MT,0.4393787763346979
16132,4 CORNERS #2,47.1687,-116.8843,ID,0.4603520944905781
16137,BLAIR,64.3696,-147.6965,AK,0.7900852556656366
16138,LAVATO,45.4164,-107.3923,MT,0.3663759899535448
16141,HOMEBOY,34.9624,-108.0844,NM,0.3777813268042864
16144,COAL LICK,39.53901988,-79.60235729,WV,0.1102499632377598
16146,11-000142,43.91825,-108.075944,WY,0.3734982172020824
16148,SHORT,45.3091,-101.9671,SD,0.313871569478394
16153,NORTHMARSH,42.91833333,-121.6702778,OR,0.5102934942460036
16157,TOLIVER,40.8786,-109.1997,UT,0.385646826697948
16160,NORLAND4N,42.868,-113.7759,ID,0.4302801319897644
16162,KENNETH RAY,40.14639,-79.66333,PA,0.1105108016342171
16165,STEVENS,45.5666,-108.434,MT,0.3765414863553569
16168,FY2002-WALKER-062,34.7558,-85.1976,GA,0.1627095142022536
16172,RL374,47.8733,-95.0086,MN,0.2474302635454486
16175,CLARK,41.56411,-87.3889,IN,0.1790267816017794
16176,LINCOLN 2,33.2563,-104.3713,NM,0.3427439203229518
16181,BOONE TRL,34.88888333,-79.22183333,NC,0.1094422010298123
16182,EC20501,34.6742,-94.8581,OK,0.2513708709765299
16183,COMPLEX 4,48.825,-100.0365,ND,0.2947106540335571
16187,BIG BOTTOM,40.45233,-107.65403,CO,0.3706598283931608
16194,1.15201E+13,34.21828271,-89.21874753,MS,0.1995426397799482
16206,BERRY,35.0833,-119.451,CA,0.4913702026280919
16209,SELAWIK RIVER,66.7303,-159.5889,AK,0.9265776371528304
16213,WAGONTONGUE,33.8675,-108.48555559999998,NM,0.3824214428255266
16216,TRIMBLE,35.0086,-114.1322,AZ,0.4376689180150495
16218,MODOC POINT,42.44083333,-121.8675,OR,0.5124907189278425
16219,LONG CANYON,41.7639,-117.8711,NV,0.47193207765549
16223,12_4168,42.356706,-88.21923199999999,IL,0.1862764302646333
16230,ALAFIA RIVER STATE PARK (29),27.7785,-82.0991,FL,0.1402379496217796
16231,HWY 700 FIRE,36.7893,-84.3821,KY,0.1541646728343586
16232,DELORES ROAD (57),30.7374,-86.8706,FL,0.1806441488504797
16238,FY2011-MILLER-047,31.18626597,-84.72223656,GA,0.160912268764896
16240,MILL CREEK,37.5675,-80.03472222,VA,0.1150475001231166
16241,LITTLE EGYPT,45.72611111,-102.1175,SD,0.3152068372614753
16242,HIGHLINE,32.69785,-115.27739,CA,0.4506917699036177
16244,DAY AFTER FIRE 1,39.49277778,-82.28666667,OH,0.1340431238871942
16251,GOAT'S MILK,47.4714,-106.3061,MT,0.355313979442295
16254,UNNAMED FIRE 0547,35.07075,-119.445086,CA,0.4913176872957949
16260,SCUDBUSTER,48.4839,-108.7565,MT,0.3791113738667768
16261,6117,32.9526,-94.8142,TX,0.252105924420031
16265,MILL CREEK,37.17388889,-113.5383333,UT,0.4304606769722854
16271,BART,33.87138889,-111.7252778,AZ,0.4144020130072441
16279,STARSHIP,32.618,-116.25475,CA,0.460589618629555
16280,UNNAMED FIRE 0524,35.121572,-119.52615,CA,0.4921129400604722
16281,ALAMOS,34.7025,-118.8019444,CA,0.4849974675418274
16285,FY2011-BURKE-025,33.20479556,-82.09697548,GA,0.1359816177361392
16286,FY2015-DECATUR-024,30.83207778,-84.49681944,GA,0.1591574316612629
16296,TIMBER-LANE,34.6161,-98.7039,OK,0.2875881700711244
16304,COCOPAH,32.6334,-114.7675,AZ,0.4456160964971447
16305,SPRING,36.7994,-113.6992,AZ,0.4322761438677807
16313,SHAKTOOLIK RIVER,64.1211,-160.2978,AK,0.9336679233022112
16318,PONY FARM FIRE,35.5045,-76.79416667,NC,0.0878120761043943
16327,7.52014E+12,32.26481176,-88.44947995,MS,0.1938568822298985
16332,SLASHER,48.8411,-99.8528,ND,0.2929599130240636
16342,IRVINE FLATS,47.743,-114.404,MT,0.4352783743509414
16348,PANCAKE,39.3455,-115.7392,NV,0.4514279805638608
16353,RL123,47.868,-95.0403,MN,0.2477274767148458
16354,MIWENI,34.8686,-98.2347,OK,0.2829866726730583
16355,KINI,43.25,-100.8504,SD,0.3038041846655921
16357,PICABO,43.2621,-114.1061,ID,0.4334490358425895
16362,LIZZY CYN2,46.1387,-120.5484,WA,0.4978486222761218
16364,ANDERSON BEND ROADSIDE FIRE,36.307833,-83.196,TN,0.1438175911749148
16366,NE 30256,36.2894,-94.8017,OK,0.2498637303653075
16368,CARDBOARD FIRE,45.83189,-89.30376,WI,0.1951101512728661
16370,OTA 83,43.24989,-116.14971,ID,0.4539858033936264
16372,ARROYO,36.6981,-107.475,NM,0.3707821780959692
16373,TREE HOUSE,35.5647,-96.033,OK,0.2618175968400487
16374,RED LAKE 186,47.8692,-95.0258,MN,0.2475917374566369
16384,DUST(05),28.7532,-80.9549,FL,0.1292451905156795
16386,30266,35.98850002,-94.59583333,OK,0.2481176739922641
16387,FY2011-TATTNALL-052,32.04649603,-81.88648041,GA,0.1349282078671094
16389,30434,35.96550001,-94.65183334,OK,0.2486538609585991
16393,FOUR MILE,40.9611,-107.5834,CO,0.3697525258517979
16394,10DIAMOND,33.6056,-109.6118,AZ,0.393673354346945
16397,DECOY FIRE,46.98583,-95.36967,MN,0.2509761678735622
16405,CANE GAP FIRE,36.63225937,-84.04389954,KY,0.1512197132517541
16409,MATHEWS2,33.9417,-116.8175,CA,0.4653662898862309
16416,D LINE,43.8332,-116.8843,ID,0.461211799173679
16420,CLAYTON,37.372711,-121.774582,CA,0.5138299829428361
16426,FY2011-PAULDING-038,34.02885747,-84.92362145,GA,0.1607127565817014
16429,FERRIS,42.2594,-107.1967,WY,0.3654608538913801
16440,FY2014-WARREN-015,33.32352222,-82.67691944,GA,0.1410653784145548
16454,FY2011-MCINTOSH-044,31.54682873,-81.4709777,GA,0.1316054478657158
16456,HILL,33.1284,-110.1106,AZ,0.3989181785080207
16457,JOHNSON,36.00227,-96.43583,OK,0.2653386569098115
16461,30447,35.539,-94.63746668,OK,0.2487746252396145
16465,SKIP JACK,33.8933,-97.4425,OK,0.2761340486921213
16468,LITTLE COTTONWOOD,44.678,-101.4907,SD,0.3094813775917933
16480,"17375 THOMPTON RD, AL",30.5817187,-87.7269323,AL,0.1885379456562383
16482,SIMMONS PIT (57),30.9258,-86.9709,FL,0.1814083841980382
16483,TRAVIS CREEK,46.50305556,-112.1183333,MT,0.4127119089350772
16486,STINKY,35.6628,-96.3236,OK,0.2644862927104392
16491,OTA 60,43.24945,-116.1492,ID,0.4539808090622748
16493,BONGO FIRE,47.38,-95.4939,MN,0.2520605648350551
16499,MOUNTAIN RD,35.2003,-84.991833,TN,0.1605799220420829
16508,KWIK RIVER,64.9511,-161.9628,AK,0.9534031202777098
16509,HORIZON,39.58527778,-119.89055559999998,NV,0.4934142555574687
16511,TIRE,26.175,-98.3714,TX,0.2910597213064847
16513,HONDA HILL,48.0895,-105.6422,MT,0.3487452334505991
16521,FY2002-CHATTAHOOCHEE-016,32.3045,-84.7639,GA,0.1604623765315505
16526,MORGAN RAN,48.3877,-118.592,WA,0.4774477271329307
16532,RED,33.46083333,-109.2652778,AZ,0.3903581781236434
16542,PONDEROSA,45.4278,-104.2627,MT,0.3359436755619207
16543,KELLOG,36.859572,-94.731456,OK,0.2488834625198834
16548,FY2014-LINCOLN-004,33.85099167,-82.45545,GA,0.1387365895173193
16550,BOWKER,35.501033,-88.65078299999999,TN,0.1935482920862663
16567,HARRISON ASSIST,40.4149,-118.2713,NV,0.4765491755203408
16569,CASEY POND,46.18333333,-119.0,WA,0.4820302151546529
16573,SOUTH WESLEYAN BLVD.,35.8788,-77.82698333,NC,0.0966031785976693
16577,WOODVILLE - 59,30.007,-93.89216667,TX,0.2457084722995459
16579,53 POYNER ROAD SOUTH,28.3011,-81.8593,FL,0.1376529260987882
16580,SCATTERED WILLOW,35.78272,-109.23547,AZ,0.3885858783753808
16581,NUMBER 6,43.223,-102.7888,SD,0.3223896965675101
16585,IRON PIN,35.7136,-94.54,OK,0.2477600328468163
16589,PARKER RIDGE,35.74388889,-93.26805556,AR,0.2359033189002826
16592,LIGHTNING,48.2856,-108.4935,MT,0.3765597374410312
16596,TWIN POND,35.619633,-105.42925,NM,0.3514757977181808
16601,QUAIL,33.9822,-116.223503,CA,0.4593426917965968
16603,S HWY 29   KELSEYVILLE,38.942833,-122.770833,CA,0.5232811057477429
16604,TORREON,35.9045,-107.1434,NM,0.3679999027965819
16613,POWER LINE,36.85916667,-84.48888889,KY,0.1550842258394611
16616,WHISKEY,34.2784,-110.559,AZ,0.4025791509617284
16617,ALLAN,40.775833,-88.485833,IL,0.1893304963895348
16620,LITTLE GRIDER,41.79972222,-123.4277778,CA,0.5288169721850822
16626,HENDERSON - 028,31.92036111,-95.17158333,TX,0.2561819328325596
16627,FY2011-FLOYD-105,34.35732079,-85.01011526,GA,0.1612767296465385
16628,WARM SPRINGS RIDGE,39.45656581,-78.22730274,WV,0.0982085977577871
16633,IBAPAH,40.0067,-113.9472,UT,0.4331364236736599
16637,OLD SCHOOL,46.32963,-87.35258,MI,0.1772105785491278
16646,JACK TAR 3,37.46277778,-91.99583333,MO,0.2231424328230968
16648,NUMBER 2 ROAD (35),28.7106,-81.8169,FL,0.1369279956875857
16651,TURKEY POINT WEST (13),25.3736,-80.3914,FL,0.1273032983882323
16658,FY2011-LAURENS-133,32.4156839,-82.74412284,GA,0.1422983426606898
16664,FY2001-JASPER-027,33.2298,-83.6468,GA,0.1497934565138536
16674,GOBBLER'S KNOB,46.61333333,-115.54833329999998,ID,0.4469948507077408
16675,CARTER SPRINGS,39.7653,-119.6278,NV,0.4906489134411955
16683,FY2000-GORDON-045,34.5329,-84.7592,GA,0.1589073088478454
16694,SLATE,38.85444444,-120.6663889,CA,0.5016969038533439
16698,TRAILEE,37.56097296,-81.39449341,WV,0.1270818966835312
16701,CHINATOWN2,33.3317,-110.4573,AZ,0.4022036703790921
16707,FY2014-CRAWFORD-010,32.81861111,-84.06705556,GA,0.1538426032070368
16708,8048,30.56393333,-95.24791667,TX,0.2579196380743012
16717,JACOB,37.3297222,-106.287778,CO,0.3588454687536664
16723,HENDERSON - 108,32.24955,-95.5821,TX,0.259785096558774
16724,MOON,35.95,-106.7669444,NM,0.3642978883614476
16725,GATE,31.569000000000003,-111.8123,AZ,0.4168852647204393
16730,HOLMES,30.45222222,-89.75333333,LA,0.2071348948331435
16731,CLEAR,40.51025,-122.457181,CA,0.5193284524572068
16735,SMOKE CREEK,40.6164,-120.1206,CA,0.4953048319193109
16741,KNUTESON CREEK FIRE,45.725190000000005,-91.43885,WI,0.2147460083365235
16750,SACATE,33.1173,-111.901,AZ,0.4166571846203231
16758,BARREDA GARDEN,26.03444444,-97.58333333,TX,0.2837441745528388
16763,BOWL,46.41444444,-115.4536111,ID,0.4460861612490838
16764,UPPER BOX DEATH,37.94166667,-111.6013889,UT,0.4107619494035655
16767,BUCKMAN(54),29.5565,-81.7328,FL,0.1354801800366367
16768,N. SUMMIT 1,35.685,-109.20142,AZ,0.3883092376963275
16770,FY2015-UPSON-015,32.95741667,-84.27258333,GA,0.15558901284489
16777,SHARP CEMETARY,35.65361111,-95.999,OK,0.2614450682057823
16778,HOLY ELK,45.7697,-100.749,SD,0.3020995526434828
16783,LIVINGSTON - 377,30.88318333,-94.00186667,TX,0.2460440271617847
16800,BOBCAT,46.88,-119.24,WA,0.4843204185418444
16808,05-10-THUNDER ROAD FIRE-2011-07-0183,30.028,-81.8466,FL,0.1361116259830008
16816,14022,38.8061408,-89.47964470000001,IL,0.199309594976017
16819,FY2013-COLQUITT-030,31.04676667,-83.72838611,GA,0.1521032147726304
16823,DELONEGHA,35.55833333,-118.60666670000002,CA,0.4824811715394184
16826,GUN RANGE,47.7269,-102.6708,ND,0.3200901796769009
16829,WORTHAM,30.56166667,-89.11416667,MS,0.2012000521305923
16834,BUCK,42.39665,-115.30882,ID,0.4458190965385711
16837,TUCKER,36.608,-96.7183,OK,0.267643780201833
16842,DOG TOWN COMPLEX,32.2122,-104.0033,NM,0.3399205962452325
16851,SWEET WELL,39.3411,-116.1636,NV,0.4557062946877708
16852,THOMAS,35.8044,-98.65,OK,0.2863450195291852
16854,ZODIAC 3,35.9756,-92.7192,AR,0.230674687233894
16856,LIVINGSTON - 90,30.26583333,-93.99722222,TX,0.2464810934600527
16863,DIXIE,38.26494345,-81.19668370000001,WV,0.1249600862831119
16864,SOLADAD LANE,35.28293333,-77.18228333,NC,0.0913307868847475
16865,JONES PRARIE,45.17666667,-119.21833329999998,OR,0.4845073430302156
16873,CREW CREEK,46.17666667,-114.87666670000002,ID,0.440343406243217
16878,WALDO,44.43333402,-69.13333024,ME,0.0180775801948487
16882,SPUR CAP,39.51203638,-77.91335833,WV,0.0954339032737383
16887,FY2014-TATTNALL-016,32.07944444,-82.18305556,GA,0.1375419509303004
16891,FY2013-BERRIEN-008,31.38305556,-83.23305556,GA,0.1474187665448323
16899,FY2000-WILKINSON-042,32.8869,-83.2533,GA,0.1465114457041083
16909,FY2011-BURKE-030,33.07532776,-82.27980067,GA,0.1376977508195802
16922,PIERCE IC,33.5397,-116.1128,CA,0.4585215433445619
16924,MEADOW VALLEY,36.8472,-114.6628,NV,0.4418990940138447
16927,LOOP FENCE,35.18133333,-80.1495,NC,0.1174346266865227
16933,FY2002-LONG-013,31.7037,-81.7946,GA,0.1343628292370575
16934,FY2011-MONROE-011,32.9201169,-83.93931018,GA,0.1526268476801104
16939,MEED LAKE,48.10666667,-92.355,MN,0.2227126019179408
16942,BASELINE,43.54777778,-85.80388889,MI,0.163963152892316
16943,PETEGAINES,33.2501,-105.7172,NM,0.3557977115513646
16944,IRON HOUSE,32.6501,-103.4172,NM,0.3339527979617991
16945,COCKS COMB,37.9069,-110.6119,UT,0.4009771389683736
16950,VULCAN,38.3169,-106.9548,CO,0.3648308121159933
16955,MONTURA RESERVOIR (26),26.6228,-81.0637,FL,0.1320807776052719
16958,ASPEN,34.10416667,-109.4952778,AZ,0.3921943785438602
16961,KINGSBURY,47.2922,-120.1767,WA,0.4937977618913385
16966,T KING,48.45,-108.684,MT,0.378404373518171
16978,FY2014-LAURENS-049,32.56984722,-82.84570278,GA,0.1430948274080703
16984,ONE SPOT (62) - 0204,30.0408,-83.6808,FL,0.1524609641457281
16990,OLDKENTON,33.1676,-110.4348,AZ,0.402093650437255
16993,561EMAKER3,41.0332,-123.6678,CA,0.5316056735229804
16994,MARSH FORK,37.83023533,-81.50568398,WV,0.1279258759413533
17000,TRAIL CREEK,43.7225,-115.1230556,ID,0.4434975494827937
17001,STILLWATER,39.5988,-118.3793,NV,0.4780129447286045
17009,26TH STREET,41.225,-111.89166670000002,UT,0.4121207384883276
17012,20151,34.61605002,-95.67448336,OK,0.2590450935737856
17014,HILL,33.3601,-110.474,AZ,0.4023493932458957
17032,ZIERS,45.6,-107.4673,MT,0.3670621340845694
17033,PRETTY BUTTE,46.35833333,-103.5930556,ND,0.3292498884670931
17039,FY2011-BACON-070,31.64678888,-82.52814674,GA,0.1409321494801341
17043,WINDMILL,32.491417,-108.252817,NM,0.3810835617193957
17048,NOTCH,44.86666667,-112.1166667,MT,0.4131066177892728
17052,RBC - CORRAL LAKE,48.5069,-119.4399,WA,0.4860632193714029
17060,DUNHAM CREEK,47.19833333,-113.25,MT,0.4238391622457107
17061,LINDEN - 6014,33.09888889,-94.20861111,TX,0.2463552841323126
17062,201031,38.38,-98.44,KS,0.2829377391357135
17068,CTR 2,63.8639,-145.9014,AK,0.7698699862790153
17082,1.23201E+13,32.2315367,-89.34448706,MS,0.2020548841295231
17086,COURT2,33.3451,-110.4573,AZ,0.4021945358608538
17092,165,47.9861,-99.1031,ND,0.285970013335701
17093,CYPRESS TREE FIRE,33.8075,-94.22417,AR,0.2460200562186594
17098,MARION MANN ROAD  (12),29.9926,-82.626,FL,0.1430771357600075
17102,138,37.07,-94.64,KS,0.2479128997842059
17106,7013,31.3607,-94.80523333,TX,0.2531729240917559
17123,020 EARLY MORNING,31.5408333,-92.5172222,LA,0.2317620373637146
17127,MCKITTRICK,31.96708,-104.83308,TX,0.3481256135970763
17128,RED MESA NHA,35.749970000000005,-109.05647,AZ,0.3868442962832739
17134,FY2015-TALIAFERRO-004,33.62971944,-82.95646944,GA,0.1433519946041257
17135,123,35.84333333,-93.05027778,AR,0.2338227327777824
17137,LYNNFIELD,42.544276,-71.06473100000001,MA,0.0350708552735694
17140,DENVER,43.61388889,-85.92027778,MI,0.1649923502666535
17143,HORSETAIL,45.58916667,-122.0716667,OR,0.5136161922038491
17148,CARIBOU,46.84999812,-67.94999537,ME,0.0074987962074624
17151,FY2012-SUMTER-015,32.080397999999995,-84.05252967,GA,0.1542384860088188
17152,CAMPBELL,40.065,-121.7383333,CA,0.5121270403874585
17159,BOG LAKE,47.75333333,-91.43,MN,0.2142291972565939
17162,OCKLAWAHA CREEK (20),30.4699,-84.7248,FL,0.1614863221635223
17174,CATCLAW,37.1833,-114.0175,UT,0.4352472825164206
17176,JOY(54),29.3791,-81.608,FL,0.1345166876512613
17180,BOMBING RANGE 1,29.12333333,-81.71333333,FL,0.1356629118799528
17182,CHURCH (54),29.6216,-81.9019,FL,0.1369299483165582
17186,BIG BANG,47.86600000000001,-117.858,WA,0.4700805218056481
17188,BEAVER CREEK,37.60333333,-106.65833329999998,CO,0.3623095995109473
17190,BURTON,39.52722222,-82.21638889,OH,0.133401488682272
17194,10 MILE,34.3085,-109.5622,AZ,0.3927205937526155
17197,SLOAN,32.764374100000005,-116.84891,CA,0.4664857010195935
17198,TURKEY PEN,31.9075,-109.3811111,AZ,0.3925928480039082
17200,RILEY STREET,41.18611,-75.93694,PA,0.0774760122288689
17202,RED LAKE 546,47.8703,-94.9842,MN,0.2472027575224329
17203,MIL632910,33.23111,-94.02998,AR,0.2446004076414831
17209,RON,33.3267,-112.1957,AZ,0.4194428829459198
17213,WHITMAN PASTURE FIRE,35.2472,-79.10305,NC,0.1081750075672607
17223,CAMPBELL  4,41.0297,-123.6511,CA,0.5314343655351199
17229,UPPER COON HOLLOW,37.65,-90.80083333,MO,0.2120242702865147
17231,MACK DAIRY (50),26.9527,-80.2194,FL,0.124312564435133
17237,HOUGH1,42.077649,-89.491724,IL,0.1980000597545592
17238,ORPHANGE,43.1039,-100.7719,SD,0.3031041399912919
17243,HENRY MILLS,41.63583333,-79.01583333,PA,0.1041897305242578
17250,MCINT5,45.8364,-101.3499,SD,0.3078255851703082
17256,DISPATCH,47.8,-101.9004,ND,0.3126815548785138
17262,MCNEELY LANE #2,43.12639,-124.17194,OR,0.5360362752787904
17267,OLD GILEAD ROAD,35.40781667,-80.90951667,NC,0.124015209924956
17272,RL129,47.8742,-94.9094,MN,0.2465031567383502
17275,ARROWHEAD,33.6334,-110.2698,AZ,0.4001468007514579
17279,FY2013-BEN HILL-038,31.68708611,-83.14663889,GA,0.1464203560156636
17282,WASTE SITE,48.1058,-105.18,MT,0.3442552093122029
17284,FY2001-CARROLL-020,33.7616,-85.0009,GA,0.1615849362007053
